tract_geoid,county_name,state,tier,households,median_family_income,lmi_flag,lmi_basis,all_applications,all_originations,subject_originations,unmet_originations,all_origination_amt,capture_rate_pct,outside_footprint,basis_absolute,basis_per_household,basis_per_application,basis_uncaptured_apps,opportunity_type,lmi_undetermined,tract_partly_unmeasured
55061960100,Kewaunee County,WI,metro,1343,85855,False,ffiec_ratio,159.0,108.0,4.0,104.0,17450000.0,3.704,False,104.0,0.07744,0.65409,153.11,"conversion - present, under-capturing",False,False
17031804104,Cook County,IL,metro,1815,154331,False,ffiec_ratio,174.0,104.0,0.0,104.0,28810000.0,0.0,True,104.0,0.0573,0.5977,174.0,siting - outside the footprint,False,False
55025011403,Dane County,WI,metro,1376,132500,False,ffiec_ratio,152.0,105.0,1.0,104.0,23055000.0,0.952,False,104.0,0.07558,0.68421,150.55,"conversion - present, under-capturing",False,False
17053961800,Ford County,IL,metro,1861,82886,False,ffiec_ratio,159.0,104.0,0.0,104.0,14930000.0,0.0,True,104.0,0.05588,0.65409,159.0,siting - outside the footprint,False,False
55059001402,Kenosha County,WI,metro,1763,95223,False,ffiec_ratio,164.0,107.0,4.0,103.0,19115000.0,3.738,False,103.0,0.05842,0.62805,157.87,"conversion - present, under-capturing",False,False
55133201404,Waukesha County,WI,metro,1479,131683,False,ffiec_ratio,150.0,106.0,3.0,103.0,25540000.0,2.83,False,103.0,0.06964,0.68667,145.76,"conversion - present, under-capturing",False,False
17037000700,DeKalb County,IL,metro,1607,99282,False,ffiec_ratio,167.0,104.0,1.0,103.0,18150000.0,0.962,True,103.0,0.06409,0.61677,165.39,siting - outside the footprint,False,False
55079120501,Milwaukee County,WI,metro,1660,92074,False,ffiec_ratio,160.0,106.0,3.0,103.0,22810000.0,2.83,False,103.0,0.06205,0.64375,155.47,"conversion - present, under-capturing",False,False
17119401905,Madison County,IL,metro,2002,67852,True,ffiec_ratio,164.0,104.0,1.0,103.0,10390000.0,0.962,True,103.0,0.05145,0.62805,162.42,siting - outside the footprint,False,False
55079101200,Milwaukee County,WI,metro,1266,95290,False,ffiec_ratio,158.0,106.0,3.0,103.0,21510000.0,2.83,False,103.0,0.08136,0.6519,153.53,"conversion - present, under-capturing",False,False
55081950600,Monroe County,WI,micro,1934,56417,True,ffiec_ratio,155.0,104.0,1.0,103.0,20760000.0,0.962,True,103.0,0.05326,0.66452,153.51,siting - outside the footprint,False,False
17031824129,Cook County,IL,metro,1653,157692,False,ffiec_ratio,185.0,104.0,1.0,103.0,33300000.0,0.962,True,103.0,0.06231,0.55676,183.22,siting - outside the footprint,False,False
17197880118,Will County,IL,metro,1665,213260,False,ffiec_ratio,170.0,104.0,1.0,103.0,43060000.0,0.962,True,103.0,0.06186,0.60588,168.36,siting - outside the footprint,False,False
17031826402,Cook County,IL,metro,1942,60635,True,ffiec_ratio,232.0,104.0,1.0,103.0,15150000.0,0.962,True,103.0,0.05304,0.44397,229.77,siting - outside the footprint,False,False
55105002000,Rock County,WI,metro,1308,68250,True,ffiec_ratio,167.0,110.0,7.0,103.0,11800000.0,6.364,False,103.0,0.07875,0.61677,156.37,"conversion - present, under-capturing",False,False
55027961400,Dodge County,WI,micro,1590,110341,False,ffiec_ratio,165.0,107.0,4.0,103.0,21445000.0,3.738,True,103.0,0.06478,0.62424,158.83,siting - outside the footprint,False,False
17089854900,Kane County,IL,metro,2072,65405,True,ffiec_ratio,169.0,103.0,0.0,103.0,21015000.0,0.0,False,103.0,0.04971,0.60947,169.0,"conversion - present, capturing none",False,False
55105001600,Rock County,WI,metro,1716,62188,True,ffiec_ratio,172.0,108.0,5.0,103.0,13480000.0,4.63,False,103.0,0.06002,0.59884,164.04,"conversion - present, under-capturing",False,False
17031740300,Cook County,IL,metro,2029,162750,False,ffiec_ratio,151.0,103.0,0.0,103.0,23085000.0,0.0,True,103.0,0.05076,0.68212,151.0,siting - outside the footprint,False,False
17097864411,Lake County,IL,metro,1626,250001,False,ffiec_ratio,180.0,104.0,1.0,103.0,40080000.0,0.962,True,103.0,0.06335,0.57222,178.27,siting - outside the footprint,False,False
55101001301,Racine County,WI,metro,1587,80592,False,ffiec_ratio,182.0,106.0,3.0,103.0,12790000.0,2.83,False,103.0,0.0649,0.56593,176.85,"conversion - present, under-capturing",False,False
17197883507,Will County,IL,metro,1447,146410,False,ffiec_ratio,171.0,104.0,1.0,103.0,43850000.0,0.962,True,103.0,0.07118,0.60234,169.35,siting - outside the footprint,False,False
55109120801,St. Croix County,WI,metro,1410,92721,False,ffiec_ratio,158.0,110.0,7.0,103.0,25510000.0,6.364,False,103.0,0.07305,0.6519,147.94,"conversion - present, under-capturing",False,False
17167002001,Sangamon County,IL,metro,1647,114647,False,ffiec_ratio,132.0,103.0,0.0,103.0,21845000.0,0.0,True,103.0,0.06254,0.7803,132.0,siting - outside the footprint,False,False
17161023200,Rock Island County,IL,metro,2445,81142,False,ffiec_ratio,172.0,103.0,0.0,103.0,15065000.0,0.0,True,103.0,0.04213,0.59884,172.0,siting - outside the footprint,False,False
17031804807,Cook County,IL,metro,1889,111222,False,ffiec_ratio,177.0,103.0,0.0,103.0,24785000.0,0.0,False,103.0,0.05453,0.58192,177.0,"conversion - present, capturing none",False,False
17111870808,McHenry County,IL,metro,1281,120000,False,ffiec_ratio,168.0,103.0,0.0,103.0,29795000.0,0.0,False,103.0,0.08041,0.6131,168.0,"conversion - present, capturing none",False,False
17031550100,Cook County,IL,metro,2688,87663,True,ffiec_ratio,245.0,103.0,0.0,103.0,17535000.0,0.0,True,103.0,0.03832,0.42041,245.0,siting - outside the footprint,False,False
17043846307,DuPage County,IL,metro,2074,121964,False,ffiec_ratio,162.0,103.0,0.0,103.0,25475000.0,0.0,True,103.0,0.04966,0.6358,162.0,siting - outside the footprint,False,False
55079019200,Milwaukee County,WI,metro,1358,77500,False,ffiec_ratio,180.0,110.0,7.0,103.0,18790000.0,6.364,False,103.0,0.07585,0.57222,168.54,"conversion - present, under-capturing",False,False
17043841607,DuPage County,IL,metro,2010,121000,False,ffiec_ratio,173.0,104.0,1.0,103.0,23680000.0,0.962,True,103.0,0.05124,0.59538,171.34,siting - outside the footprint,False,False
17097864903,Lake County,IL,metro,1741,209681,False,ffiec_ratio,167.0,103.0,0.0,103.0,41685000.0,0.0,True,103.0,0.05916,0.61677,167.0,siting - outside the footprint,False,False
55135100700,Waupaca County,WI,rural,1524,77439,False,ffiec_ratio,138.0,104.0,1.0,103.0,23840000.0,0.962,False,103.0,0.06759,0.74638,136.67,"conversion - present, under-capturing",False,False
17107953400,Logan County,IL,micro,1628,95689,False,ffiec_ratio,149.0,103.0,0.0,103.0,13185000.0,0.0,True,103.0,0.06327,0.69128,149.0,siting - outside the footprint,False,False
17031040201,Cook County,IL,metro,3188,114784,False,ffiec_ratio,158.0,103.0,0.0,103.0,49425000.0,0.0,False,103.0,0.03231,0.6519,158.0,"conversion - present, capturing none",False,False
17031824702,Cook County,IL,metro,2365,96541,False,ffiec_ratio,190.0,103.0,0.0,103.0,18185000.0,0.0,True,103.0,0.04355,0.54211,190.0,siting - outside the footprint,False,False
17043846515,DuPage County,IL,metro,1892,107700,False,ffiec_ratio,184.0,103.0,0.0,103.0,22175000.0,0.0,True,103.0,0.05444,0.55978,184.0,siting - outside the footprint,False,False
17031806103,Cook County,IL,metro,1941,120664,False,ffiec_ratio,162.0,103.0,0.0,103.0,29865000.0,0.0,True,103.0,0.05307,0.6358,162.0,siting - outside the footprint,False,False
17031823304,Cook County,IL,metro,2713,77813,True,ffiec_ratio,191.0,103.0,1.0,102.0,21565000.0,0.971,True,102.0,0.0376,0.53403,189.15,siting - outside the footprint,False,False
55079080300,Milwaukee County,WI,metro,1558,182466,False,ffiec_ratio,154.0,108.0,6.0,102.0,50020000.0,5.556,False,102.0,0.06547,0.66234,145.44,"conversion - present, under-capturing",False,False
55081950100,Monroe County,WI,micro,1756,103182,False,ffiec_ratio,165.0,102.0,0.0,102.0,21150000.0,0.0,True,102.0,0.05809,0.61818,165.0,siting - outside the footprint,False,False
17111870302,McHenry County,IL,metro,1402,77149,True,ffiec_ratio,166.0,102.0,0.0,102.0,13200000.0,0.0,True,102.0,0.07275,0.61446,166.0,siting - outside the footprint,False,False
55087010601,Outagamie County,WI,metro,1770,85625,False,ffiec_ratio,146.0,102.0,0.0,102.0,39460000.0,0.0,False,102.0,0.05763,0.69863,146.0,"conversion - present, capturing none",False,False
55097960200,Portage County,WI,micro,1951,112991,False,ffiec_ratio,138.0,106.0,4.0,102.0,21470000.0,3.774,False,102.0,0.05228,0.73913,132.79,"conversion - present, under-capturing",False,False
17201001600,Winnebago County,IL,metro,2195,59737,True,ffiec_ratio,171.0,102.0,0.0,102.0,30150000.0,0.0,False,102.0,0.04647,0.59649,171.0,"conversion - present, capturing none",False,False
55025002900,Dane County,WI,metro,1573,88750,True,ffiec_ratio,136.0,103.0,1.0,102.0,17775000.0,0.971,False,102.0,0.06484,0.75,134.68,"conversion - present, under-capturing",False,False
55027961600,Dodge County,WI,micro,1662,107589,False,ffiec_ratio,161.0,106.0,4.0,102.0,25420000.0,3.774,False,102.0,0.06137,0.63354,154.92,"conversion - present, under-capturing",False,False
55035000100,Eau Claire County,WI,metro,1769,84375,False,ffiec_ratio,146.0,103.0,1.0,102.0,17355000.0,0.971,True,102.0,0.05766,0.69863,144.58,siting - outside the footprint,False,False
55087011101,Outagamie County,WI,metro,2546,100852,False,ffiec_ratio,161.0,103.0,1.0,102.0,19945000.0,0.971,False,102.0,0.04006,0.63354,159.44,"conversion - present, under-capturing",False,False
17031150300,Cook County,IL,metro,3251,89000,False,ffiec_ratio,168.0,102.0,0.0,102.0,40820000.0,0.0,False,102.0,0.03137,0.60714,168.0,"conversion - present, capturing none",False,False
17031811000,Cook County,IL,metro,1717,151250,False,ffiec_ratio,186.0,103.0,1.0,102.0,27895000.0,0.971,True,102.0,0.05941,0.54839,184.19,siting - outside the footprint,False,False
55073001103,Marathon County,WI,metro,2306,87401,False,ffiec_ratio,142.0,105.0,3.0,102.0,28745000.0,2.857,False,102.0,0.04423,0.71831,137.94,"conversion - present, under-capturing",False,False
17097864412,Lake County,IL,metro,1300,168214,False,ffiec_ratio,155.0,103.0,1.0,102.0,32505000.0,0.971,True,102.0,0.07846,0.65806,153.49,siting - outside the footprint,False,False
17043844802,DuPage County,IL,metro,1548,175515,False,ffiec_ratio,140.0,103.0,1.0,102.0,39105000.0,0.971,True,102.0,0.06589,0.72857,138.64,siting - outside the footprint,False,False
17031070700,Cook County,IL,metro,1880,250001,False,ffiec_ratio,179.0,102.0,0.0,102.0,69120000.0,0.0,True,102.0,0.05426,0.56983,179.0,siting - outside the footprint,False,False
17199021300,Williamson County,IL,micro,1977,118010,False,ffiec_ratio,168.0,102.0,0.0,102.0,19380000.0,0.0,True,102.0,0.05159,0.60714,168.0,siting - outside the footprint,False,False
17093890701,Kendall County,IL,metro,1634,119661,False,ffiec_ratio,210.0,102.0,0.0,102.0,23110000.0,0.0,True,102.0,0.06242,0.48571,210.0,siting - outside the footprint,False,False
17179022400,Tazewell County,IL,metro,2029,93277,False,ffiec_ratio,140.0,102.0,0.0,102.0,12420000.0,0.0,True,102.0,0.05027,0.72857,140.0,siting - outside the footprint,False,False
17115002902,Macon County,IL,metro,1926,78052,False,ffiec_ratio,159.0,102.0,0.0,102.0,14960000.0,0.0,True,102.0,0.05296,0.64151,159.0,siting - outside the footprint,False,False
17031823002,Cook County,IL,metro,1927,117476,True,ffiec_ratio,204.0,102.0,0.0,102.0,19610000.0,0.0,True,102.0,0.05293,0.5,204.0,siting - outside the footprint,False,False
17031804902,Cook County,IL,metro,2129,142434,False,ffiec_ratio,162.0,102.0,0.0,102.0,28860000.0,0.0,True,102.0,0.04791,0.62963,162.0,siting - outside the footprint,False,False
17031815200,Cook County,IL,metro,2472,106374,True,ffiec_ratio,205.0,102.0,0.0,102.0,25320000.0,0.0,True,102.0,0.04126,0.49756,205.0,siting - outside the footprint,False,False
17043846524,DuPage County,IL,metro,1779,183233,False,ffiec_ratio,168.0,102.0,0.0,102.0,31930000.0,0.0,True,102.0,0.05734,0.60714,168.0,siting - outside the footprint,False,False
17043842704,DuPage County,IL,metro,2107,118969,False,ffiec_ratio,142.0,102.0,0.0,102.0,28660000.0,0.0,True,102.0,0.04841,0.71831,142.0,siting - outside the footprint,False,False
55123960300,Vernon County,WI,metro,1849,89083,False,ffiec_ratio,141.0,105.0,3.0,102.0,18085000.0,2.857,True,102.0,0.05516,0.7234,136.97,siting - outside the footprint,False,False
17089854403,Kane County,IL,metro,2370,79123,True,ffiec_ratio,162.0,102.0,0.0,102.0,18290000.0,0.0,True,102.0,0.04304,0.62963,162.0,siting - outside the footprint,False,False
17031070500,Cook County,IL,metro,1395,250001,False,ffiec_ratio,142.0,102.0,0.0,102.0,78680000.0,0.0,True,102.0,0.07312,0.71831,142.0,siting - outside the footprint,False,False
55101001504,Racine County,WI,metro,1087,112500,False,ffiec_ratio,173.0,102.0,0.0,102.0,23910000.0,0.0,True,102.0,0.09384,0.5896,173.0,siting - outside the footprint,False,False
17031811500,Cook County,IL,metro,1971,82012,False,ffiec_ratio,177.0,102.0,0.0,102.0,21370000.0,0.0,True,102.0,0.05175,0.57627,177.0,siting - outside the footprint,False,False
55101001701,Racine County,WI,metro,1763,94125,True,ffiec_ratio,162.0,102.0,1.0,101.0,25830000.0,0.98,False,101.0,0.05729,0.62346,160.41,"conversion - present, under-capturing",False,False
55097961300,Portage County,WI,micro,2169,97348,False,ffiec_ratio,166.0,106.0,5.0,101.0,19130000.0,4.717,False,101.0,0.04657,0.60843,158.17,"conversion - present, under-capturing",False,False
55125950201,Vilas County,WI,rural,1394,82663,False,ffiec_ratio,163.0,106.0,5.0,101.0,24550000.0,4.717,False,101.0,0.07245,0.61963,155.31,"conversion - present, under-capturing",False,False
55039040700,Fond du Lac County,WI,metro,2254,103526,False,ffiec_ratio,167.0,109.0,8.0,101.0,19655000.0,7.339,False,101.0,0.04481,0.60479,154.74,"conversion - present, under-capturing",False,False
17031820700,Cook County,IL,metro,2403,86745,False,ffiec_ratio,212.0,102.0,1.0,101.0,21350000.0,0.98,True,101.0,0.04203,0.47642,209.92,siting - outside the footprint,False,False
55139002602,Winnebago County,WI,metro,2094,73938,False,ffiec_ratio,155.0,102.0,1.0,101.0,18180000.0,0.98,False,101.0,0.04823,0.65161,153.48,"conversion - present, under-capturing",False,False
55113100300,Sawyer County,WI,rural,2448,65333,False,ffiec_ratio,147.0,106.0,5.0,101.0,20690000.0,4.717,False,101.0,0.04126,0.68707,140.07,"conversion - present, under-capturing",False,False
55049950100,Iowa County,WI,metro,1700,114808,False,ffiec_ratio,180.0,102.0,1.0,101.0,25600000.0,0.98,True,101.0,0.05941,0.56111,178.24,siting - outside the footprint,False,False
55133203806,Waukesha County,WI,metro,1150,154773,False,ffiec_ratio,157.0,107.0,6.0,101.0,29765000.0,5.607,True,101.0,0.08783,0.64331,148.2,siting - outside the footprint,False,False
55139003704,Winnebago County,WI,metro,1621,113167,False,ffiec_ratio,135.0,102.0,1.0,101.0,22620000.0,0.98,True,101.0,0.06231,0.74815,133.68,siting - outside the footprint,False,False
17043842605,DuPage County,IL,metro,1490,139883,False,ffiec_ratio,142.0,102.0,1.0,101.0,33700000.0,0.98,True,101.0,0.06779,0.71127,140.61,siting - outside the footprint,False,False
17097864001,Lake County,IL,metro,2428,129704,True,ffiec_ratio,159.0,102.0,1.0,101.0,23660000.0,0.98,False,101.0,0.0416,0.63522,157.44,"conversion - present, under-capturing",False,False
55073002101,Marathon County,WI,metro,1706,94265,False,ffiec_ratio,158.0,102.0,1.0,101.0,21730000.0,0.98,False,101.0,0.0592,0.63924,156.45,"conversion - present, under-capturing",False,False
55059000700,Kenosha County,WI,metro,1930,58319,True,ffiec_ratio,164.0,102.0,1.0,101.0,51960000.0,0.98,False,101.0,0.05233,0.61585,162.39,"conversion - present, under-capturing",False,False
17043845701,DuPage County,IL,metro,1648,118125,False,ffiec_ratio,177.0,102.0,1.0,101.0,30090000.0,0.98,True,101.0,0.06129,0.57062,175.27,siting - outside the footprint,False,False
55127001504,Walworth County,WI,micro,1217,101588,False,ffiec_ratio,155.0,103.0,2.0,101.0,30625000.0,1.942,False,101.0,0.08299,0.65161,151.99,"conversion - present, under-capturing",False,False
17043842706,DuPage County,IL,metro,1775,185417,False,ffiec_ratio,166.0,101.0,0.0,101.0,48955000.0,0.0,True,101.0,0.0569,0.60843,166.0,siting - outside the footprint,False,False
17197881002,Will County,IL,metro,1647,151731,False,ffiec_ratio,163.0,101.0,0.0,101.0,28805000.0,0.0,True,101.0,0.06132,0.61963,163.0,siting - outside the footprint,False,False
17043844100,DuPage County,IL,metro,1377,176094,False,ffiec_ratio,141.0,101.0,0.0,101.0,46095000.0,0.0,True,101.0,0.07335,0.71631,141.0,siting - outside the footprint,False,False
55009000302,Brown County,WI,metro,1906,74411,True,ffiec_ratio,144.0,105.0,4.0,101.0,18755000.0,3.81,False,101.0,0.05299,0.70139,138.51,"conversion - present, under-capturing",False,False
55079060102,Milwaukee County,WI,metro,1438,147043,False,ffiec_ratio,183.0,105.0,4.0,101.0,19165000.0,3.81,False,101.0,0.07024,0.55191,176.03,"conversion - present, under-capturing",False,False
17147954500,Piatt County,IL,metro,1667,114200,False,ffiec_ratio,143.0,101.0,0.0,101.0,21935000.0,0.0,True,101.0,0.06059,0.70629,143.0,siting - outside the footprint,False,False
17019001301,Champaign County,IL,metro,2657,128125,False,ffiec_ratio,135.0,101.0,0.0,101.0,27325000.0,0.0,True,101.0,0.03801,0.74815,135.0,siting - outside the footprint,False,False
55043961200,Grant County,WI,micro,1603,102083,False,ffiec_ratio,133.0,101.0,0.0,101.0,20655000.0,0.0,True,101.0,0.06301,0.7594,133.0,siting - outside the footprint,False,False
17043842601,DuPage County,IL,metro,1470,189681,False,ffiec_ratio,160.0,101.0,0.0,101.0,45145000.0,0.0,True,101.0,0.06871,0.63125,160.0,siting - outside the footprint,False,False
17111871110,McHenry County,IL,metro,1224,185526,False,ffiec_ratio,164.0,101.0,0.0,101.0,24605000.0,0.0,True,101.0,0.08252,0.61585,164.0,siting - outside the footprint,False,False
17031822701,Cook County,IL,metro,1942,122052,False,ffiec_ratio,176.0,101.0,0.0,101.0,16825000.0,0.0,True,101.0,0.05201,0.57386,176.0,siting - outside the footprint,False,False
55009940002,Brown County,WI,metro,1760,121705,False,ffiec_ratio,150.0,106.0,5.0,101.0,24370000.0,4.717,False,101.0,0.05739,0.67333,142.92,"conversion - present, under-capturing",False,False
55055101000,Jefferson County,WI,micro,1619,87880,False,ffiec_ratio,152.0,106.0,5.0,101.0,20930000.0,4.717,False,101.0,0.06238,0.66447,144.83,"conversion - present, under-capturing",False,False
55087012503,Outagamie County,WI,metro,1371,190577,False,ffiec_ratio,126.0,102.0,1.0,101.0,38350000.0,0.98,False,101.0,0.07367,0.80159,124.77,"conversion - present, under-capturing",False,False
17197883219,Will County,IL,metro,1249,153795,False,ffiec_ratio,162.0,101.0,0.0,101.0,40145000.0,0.0,True,101.0,0.08086,0.62346,162.0,siting - outside the footprint,False,False
17111871310,McHenry County,IL,metro,1665,137833,False,ffiec_ratio,180.0,101.0,0.0,101.0,22835000.0,0.0,False,101.0,0.06066,0.56111,180.0,"conversion - present, capturing none",False,False
17031827801,Cook County,IL,metro,1633,91558,True,ffiec_ratio,227.0,101.0,0.0,101.0,18035000.0,0.0,True,101.0,0.06185,0.44493,227.0,siting - outside the footprint,False,False
55079180500,Milwaukee County,WI,metro,2068,81250,False,ffiec_ratio,144.0,104.0,4.0,100.0,18250000.0,3.846,False,100.0,0.04836,0.69444,138.46,"conversion - present, under-capturing",False,False
55057100500,Juneau County,WI,rural,1753,88844,False,ffiec_ratio,161.0,100.0,0.0,100.0,20850000.0,0.0,True,100.0,0.05705,0.62112,161.0,siting - outside the footprint,False,False
17043846103,DuPage County,IL,metro,1764,197950,False,ffiec_ratio,159.0,101.0,1.0,100.0,42525000.0,0.99,True,100.0,0.05669,0.62893,157.43,siting - outside the footprint,False,False
17163503414,St. Clair County,IL,metro,2536,100855,False,ffiec_ratio,170.0,101.0,1.0,100.0,17645000.0,0.99,False,100.0,0.03943,0.58824,168.32,"conversion - present, under-capturing",False,False
55069960700,Lincoln County,WI,rural,1771,91875,False,ffiec_ratio,142.0,104.0,4.0,100.0,18030000.0,3.846,False,100.0,0.05647,0.70423,136.54,"conversion - present, under-capturing",False,False
55117010504,Sheboygan County,WI,metro,2029,110540,False,ffiec_ratio,147.0,102.0,2.0,100.0,21820000.0,1.961,False,100.0,0.04929,0.68027,144.12,"conversion - present, under-capturing",False,False
55059002100,Kenosha County,WI,metro,1755,80819,True,ffiec_ratio,153.0,100.0,0.0,100.0,34620000.0,0.0,False,100.0,0.05698,0.65359,153.0,"conversion - present, capturing none",False,False
55113100400,Sawyer County,WI,rural,1114,86023,False,ffiec_ratio,155.0,101.0,1.0,100.0,32695000.0,0.99,False,100.0,0.08977,0.64516,153.47,"conversion - present, under-capturing",False,False
55079100700,Milwaukee County,WI,metro,1213,89808,False,ffiec_ratio,153.0,102.0,2.0,100.0,17070000.0,1.961,False,100.0,0.08244,0.65359,150.0,"conversion - present, under-capturing",False,False
55009002003,Brown County,WI,metro,1652,122524,False,ffiec_ratio,154.0,108.0,8.0,100.0,33230000.0,7.407,False,100.0,0.06053,0.64935,142.59,"conversion - present, under-capturing",False,False
17141961700,Ogle County,IL,micro,1847,103415,False,ffiec_ratio,151.0,101.0,1.0,100.0,19185000.0,0.99,True,100.0,0.05414,0.66225,149.51,siting - outside the footprint,False,False
55009020900,Brown County,WI,metro,1374,114441,False,ffiec_ratio,154.0,104.0,4.0,100.0,19100000.0,3.846,False,100.0,0.07278,0.64935,148.08,"conversion - present, under-capturing",False,False
55025000409,Dane County,WI,metro,1933,131631,False,ffiec_ratio,152.0,102.0,2.0,100.0,23180000.0,1.961,False,100.0,0.05173,0.65789,149.02,"conversion - present, under-capturing",False,False
55053960500,Jackson County,WI,rural,2202,86067,False,ffiec_ratio,147.0,104.0,4.0,100.0,17070000.0,3.846,True,100.0,0.04541,0.68027,141.35,siting - outside the footprint,False,False
55113100502,Sawyer County,WI,rural,1179,83109,False,ffiec_ratio,151.0,106.0,6.0,100.0,37040000.0,5.66,False,100.0,0.08482,0.66225,142.45,"conversion - present, under-capturing",False,False
55009000500,Brown County,WI,metro,1284,88409,True,ffiec_ratio,153.0,107.0,7.0,100.0,15825000.0,6.542,False,100.0,0.07788,0.65359,142.99,"conversion - present, under-capturing",False,False
17179020301,Tazewell County,IL,metro,1751,94464,False,ffiec_ratio,175.0,100.0,0.0,100.0,14670000.0,0.0,True,100.0,0.05711,0.57143,175.0,siting - outside the footprint,False,False
17179021900,Tazewell County,IL,metro,1713,91992,False,ffiec_ratio,155.0,100.0,0.0,100.0,12610000.0,0.0,True,100.0,0.05838,0.64516,155.0,siting - outside the footprint,False,False
17031807200,Cook County,IL,metro,1887,149605,False,ffiec_ratio,181.0,100.0,0.0,100.0,32130000.0,0.0,False,100.0,0.05299,0.55249,181.0,"conversion - present, capturing none",False,False
55025000800,Dane County,WI,metro,1826,137188,False,ffiec_ratio,135.0,100.0,0.0,100.0,32590000.0,0.0,False,100.0,0.05476,0.74074,135.0,"conversion - present, capturing none",False,False
55009020502,Brown County,WI,metro,2691,83583,True,ffiec_ratio,138.0,109.0,9.0,100.0,31945000.0,8.257,False,100.0,0.03716,0.72464,126.61,"conversion - present, under-capturing",False,False
17043846518,DuPage County,IL,metro,1099,152083,False,ffiec_ratio,157.0,100.0,0.0,100.0,80140000.0,0.0,True,100.0,0.09099,0.63694,157.0,siting - outside the footprint,False,False
55071010300,Manitowoc County,WI,micro,1790,108304,False,ffiec_ratio,147.0,103.0,3.0,100.0,18705000.0,2.913,True,100.0,0.05587,0.68027,142.72,siting - outside the footprint,False,False
17097864106,Lake County,IL,metro,1350,139429,False,ffiec_ratio,171.0,100.0,0.0,100.0,30250000.0,0.0,True,100.0,0.07407,0.5848,171.0,siting - outside the footprint,False,False
17031828401,Cook County,IL,metro,1271,90357,False,ffiec_ratio,174.0,100.0,0.0,100.0,20250000.0,0.0,True,100.0,0.07868,0.57471,174.0,siting - outside the footprint,False,False
17097864409,Lake County,IL,metro,1764,143456,False,ffiec_ratio,165.0,100.0,0.0,100.0,48070000.0,0.0,True,100.0,0.05669,0.60606,165.0,siting - outside the footprint,False,False
17031801901,Cook County,IL,metro,2038,109632,False,ffiec_ratio,183.0,100.0,0.0,100.0,69050000.0,0.0,False,100.0,0.04907,0.54645,183.0,"conversion - present, capturing none",False,False
17031804505,Cook County,IL,metro,1471,102344,True,ffiec_ratio,154.0,101.0,1.0,100.0,19475000.0,0.99,False,100.0,0.06798,0.64935,152.48,"conversion - present, under-capturing",False,False
17143004802,Peoria County,IL,metro,1915,80045,False,ffiec_ratio,151.0,100.0,0.0,100.0,10700000.0,0.0,True,100.0,0.05222,0.66225,151.0,siting - outside the footprint,False,False
17031825000,Cook County,IL,metro,1889,103807,False,ffiec_ratio,163.0,100.0,0.0,100.0,19160000.0,0.0,True,100.0,0.05294,0.6135,163.0,siting - outside the footprint,False,False
55083100600,Oconto County,WI,metro,1109,88000,True,ffiec_ratio,158.0,102.0,3.0,99.0,17560000.0,2.941,True,99.0,0.08927,0.62658,153.35,siting - outside the footprint,False,False
55063010600,La Crosse County,WI,metro,1491,122833,False,ffiec_ratio,141.0,101.0,2.0,99.0,25325000.0,1.98,False,99.0,0.0664,0.70213,138.21,"conversion - present, under-capturing",False,False
55139000100,Winnebago County,WI,metro,1133,77443,True,ffiec_ratio,157.0,102.0,3.0,99.0,14650000.0,2.941,False,99.0,0.08738,0.63057,152.38,"conversion - present, under-capturing",False,False
55007960600,Bayfield County,WI,rural,1216,83417,False,ffiec_ratio,150.0,105.0,6.0,99.0,29345000.0,5.714,False,99.0,0.08141,0.66,141.43,"conversion - present, under-capturing",False,False
55087011700,Outagamie County,WI,metro,1173,82829,False,ffiec_ratio,144.0,102.0,3.0,99.0,16240000.0,2.941,False,99.0,0.0844,0.6875,139.76,"conversion - present, under-capturing",False,False
55049950400,Iowa County,WI,metro,2427,97682,False,ffiec_ratio,169.0,100.0,1.0,99.0,24610000.0,1.0,True,99.0,0.04079,0.5858,167.31,siting - outside the footprint,False,False
17133600104,Monroe County,IL,metro,1906,163750,False,ffiec_ratio,154.0,102.0,3.0,99.0,24460000.0,2.941,False,99.0,0.05194,0.64286,149.47,"conversion - present, under-capturing",False,False
55075961000,Marinette County,WI,micro,1741,85757,False,ffiec_ratio,164.0,114.0,15.0,99.0,18730000.0,13.158,False,99.0,0.05686,0.60366,142.42,"conversion - present, under-capturing",False,False
55133203106,Waukesha County,WI,metro,1655,113298,False,ffiec_ratio,152.0,100.0,1.0,99.0,19870000.0,1.0,False,99.0,0.05982,0.65132,150.48,"conversion - present, under-capturing",False,False
17163501801,St. Clair County,IL,metro,1376,73869,True,ffiec_ratio,159.0,100.0,1.0,99.0,11930000.0,1.0,True,99.0,0.07195,0.62264,157.41,siting - outside the footprint,False,False
17119403802,Madison County,IL,metro,1906,109250,False,ffiec_ratio,179.0,103.0,4.0,99.0,17005000.0,3.883,True,99.0,0.05194,0.55307,172.05,siting - outside the footprint,False,False
55129950600,Washburn County,WI,rural,1988,89432,False,ffiec_ratio,160.0,103.0,4.0,99.0,24755000.0,3.883,True,99.0,0.0498,0.61875,153.79,siting - outside the footprint,False,False
17089852001,Kane County,IL,metro,1660,131875,False,ffiec_ratio,154.0,100.0,1.0,99.0,36270000.0,1.0,False,99.0,0.05964,0.64286,152.46,"conversion - present, under-capturing",False,False
