uninumbr,cert,year,deposits
265556,3775,2019,14991000
265559,3775,2019,0
265560,3775,2019,0
44506,3775,2019,14035000
8989,3775,2019,33617000
10660,3775,2019,29186000
511690,3775,2019,117077000
7689,3775,2019,96233000
3930,3775,2019,32935000
208116,3775,2019,30865000
9655,3775,2019,51998000
2440,3777,2019,151730000
201899,3777,2019,0
201900,3777,2019,25337000
696,3777,2019,71547000
2450,3787,2019,110414000
201915,3787,2019,74040000
577893,3787,2019,12602000
201916,3787,2019,55837000
201917,3787,2019,53103000
476657,3787,2019,127994000
7483,3787,2019,112537000
476658,3787,2019,33931000
2455,3792,2019,263590000
201922,3792,2019,68436000
9797,3792,2019,25034000
2461,3799,2019,145829000
201930,3799,2019,33344000
365996,3799,2019,48159000
187763,3799,2019,30492000
2466,3805,2019,39871000
2468,3807,2019,83079000
201939,3807,2019,0
2469,3808,2019,92951000
201940,3808,2019,0
201941,3808,2019,0
2470,3809,2019,0
201942,3809,2019,0
10846,3809,2019,27326000
360873,3809,2019,79640000
452620,3809,2019,48728000
468553,3809,2019,190650000
470227,3809,2019,2825000
470228,3809,2019,39176000
480306,3809,2019,40692000
502035,3809,2019,1871000
514872,3809,2019,24041000
201945,3809,2019,215362000
535577,3809,2019,1782000
542839,3809,2019,33531000
555753,3809,2019,9828000
567010,3809,2019,7401000
573481,3809,2019,3976000
577488,3809,2019,13385000
11733,3809,2019,69888000
201946,3809,2019,86806000
201947,3809,2019,80211000
2475,3814,2019,301261000
444390,3814,2019,0
2478,3817,2019,67212000
201957,3817,2019,2418000
2364,3817,2019,11324000
2479,3818,2019,64614000
448834,3818,2019,7179000
2482,3821,2019,118970000
201962,3821,2019,0
201963,3821,2019,3223000
201964,3821,2019,12220000
451652,3821,2019,12320000
492781,3821,2019,4191000
492782,3821,2019,5686000
2486,3826,2019,50375000
2487,3827,2019,58775000
2490,3830,2019,57889000
201970,3830,2019,18433000
13460,3830,2019,17889000
201971,3830,2019,23627000
201972,3830,2019,10931000
2327,3832,2019,119665000
15066,3832,2019,33336000
2494,3834,2019,45583000
2496,3837,2019,63819000
2498,3840,2019,157367000
2489,3840,2019,27096000
5403,3840,2019,22703000
272305,3840,2019,12458000
201955,3840,2019,39023000
481114,3840,2019,12093000
493095,3840,2019,12407000
2499,3842,2019,158751000
201983,3842,2019,50942000
595890,3842,2019,7165000
615828,3842,2019,1162000
201984,3842,2019,73824000
251393,3842,2019,11877000
462136,3842,2019,46782000
533337,3842,2019,6386000
564579,3842,2019,5103000
2406,3842,2019,26001000
359858,3842,2019,10183000
2502,3845,2019,47284000
201986,3845,2019,0
201987,3845,2019,0
17469,3845,2019,18247000
2503,3846,2019,116494000
201988,3846,2019,12410000
6666,3846,2019,19042000
433866,3846,2019,30073000
2505,3850,2019,19879000
201990,3850,2019,14202000
59059,3890,2019,42848000
452210,3890,2019,48242000
456503,3890,2019,78278000
477871,3890,2019,41707000
264455,4365,2019,13172000
40822,4365,2019,42170000
264456,4365,2019,24481000
264457,4365,2019,46325000
264458,4365,2019,65288000
432833,4365,2019,68131000
518087,4365,2019,61245000
10502,4382,2019,20245000
1193,4382,2019,50410000
7887,4382,2019,77577000
227050,4382,2019,0
43153,4382,2019,22814000
43418,4382,2019,16206000
44132,4382,2019,10867000
43543,4382,2019,12641000
40954,4382,2019,11371000
279943,4382,2019,9306000
2325,4382,2019,70932000
201664,4382,2019,31050000
2419,4382,2019,33036000
454567,4382,2019,0
466509,4382,2019,49454000
9217,4382,2019,61258000
232059,4382,2019,6202000
232061,4382,2019,20345000
6920,4382,2019,11967000
362395,4382,2019,12318000
452225,4382,2019,25811000
473045,4382,2019,20529000
473048,4382,2019,18129000
473050,4382,2019,15823000
9815,4382,2019,26398000
2506,4382,2019,13511000
7507,4382,2019,39638000
225497,4382,2019,0
11867,4382,2019,30748000
243163,4382,2019,0
230697,4382,2019,25383000
230698,4382,2019,8629000
2477,4534,2019,59230000
492721,4534,2019,11773000
56261,4534,2019,15953000
203970,4666,2019,22600000
361389,4666,2019,564000
429654,4666,2019,1817000
11808,5285,2019,127966000
243045,5285,2019,47700000
12826,5285,2019,46520000
61979,5296,2019,422348000
277470,5296,2019,33244000
271545,5296,2019,56474000
43399,5296,2019,89641000
280878,5296,2019,58263000
280880,5296,2019,48477000
41855,5296,2019,39651000
280882,5296,2019,37125000
280883,5296,2019,50554000
280885,5296,2019,29599000
44209,5296,2019,32500000
278226,5296,2019,32613000
40962,5296,2019,24969000
274934,5296,2019,371809000
274936,5296,2019,36541000
274531,5296,2019,79969000
274533,5296,2019,62906000
274535,5296,2019,71558000
430566,5296,2019,87459000
433893,5296,2019,18467000
15408,5296,2019,1013793000
254183,5296,2019,54791000
13400,5296,2019,192768000
201868,5296,2019,22307000
201869,5296,2019,14464000
12183,5296,2019,63961000
358658,5296,2019,29673000
43086,5296,2019,51321000
279378,5296,2019,75423000
279381,5296,2019,299712000
279382,5296,2019,76167000
279384,5296,2019,33792000
6691,5296,2019,28611000
361929,5296,2019,44530000
47173,5296,2019,22624000
47449,5296,2019,17165000
494213,5296,2019,148438000
538295,5296,2019,12401000
542465,5296,2019,31209000
557730,5296,2019,2157834000
589987,5296,2019,1963000
590585,5296,2019,816000
8698,5452,2019,507362000
47129,5452,2019,53050000
230630,5452,2019,75679000
7889,5452,2019,98647000
227054,5452,2019,46289000
6904,5452,2019,216352000
8119,5452,2019,68765000
451773,5452,2019,26308000
457294,5452,2019,0
457295,5452,2019,0
457296,5452,2019,0
457297,5452,2019,0
457298,5452,2019,0
457299,5452,2019,0
468020,5452,2019,40132000
15539,5452,2019,73127000
254400,5452,2019,67136000
254401,5452,2019,74266000
360932,5452,2019,34283000
514910,5452,2019,0
521816,5452,2019,0
522186,5452,2019,0
119525,55130,2019,80885000
356679,57061,2019,358632000
462140,57061,2019,42489000
493606,57061,2019,80520000
590068,57061,2019,59263000
356990,57082,2019,1814214000
431929,57082,2019,218639000
289893,57082,2019,222135000
568801,57082,2019,45042000
587277,57082,2019,11906000
442582,57082,2019,15915000
453549,57082,2019,35102000
473624,57082,2019,59229000
357824,57103,2019,342316000
359312,57103,2019,64174000
571410,57103,2019,5385000
597126,57103,2019,39267000
463655,57103,2019,161988000
57051,57103,2019,139783000
493437,57103,2019,261259000
557542,57103,2019,39796000
3900,5722,2019,55934000
7684,5722,2019,25289000
226331,5722,2019,4342000
527468,5722,2019,0
520911,57295,2019,0
3905,5730,2019,55056000
208072,5730,2019,0
362437,57359,2019,248803000
3914,5740,2019,120797000
3917,5744,2019,529265000
208089,5744,2019,103268000
208090,5744,2019,127070000
208091,5744,2019,81489000
432444,5744,2019,55025000
544498,5744,2019,29944000
364227,57488,2019,202724000
3921,5749,2019,74405000
208094,5749,2019,14648000
208095,5749,2019,61943000
446097,5749,2019,63765000
3925,5753,2019,11737000
13317,5753,2019,48923000
466068,5753,2019,13905000
3926,5754,2019,70265000
6921,5754,2019,32011000
356962,5754,2019,39221000
557804,5754,2019,14829000
418425,57611,2019,30521000
420280,57701,2019,708641000
6681,57701,2019,226666000
222413,57701,2019,38837000
541827,57701,2019,22254000
541828,57701,2019,53953000
557425,57701,2019,60097000
558544,57701,2019,156805000
605527,57701,2019,8307000
423445,57754,2019,164058000
541347,57754,2019,37140000
531929,57754,2019,15934000
588462,57754,2019,39240000
603499,57754,2019,17667000
607903,57754,2019,3446000
247896,57754,2019,103679000
530273,57754,2019,0
530274,57754,2019,60681000
530278,57754,2019,38270000
186643,57754,2019,119028000
510446,57754,2019,54230000
237975,57754,2019,43162000
253790,57754,2019,20623000
571382,57813,2019,56657000
531136,57833,2019,1913000
429670,57897,2019,28768000
440687,57897,2019,22254000
431606,57927,2019,410373000
539961,57927,2019,42765000
432827,57971,2019,147421000
570008,57971,2019,26046000
591796,57971,2019,14353000
439975,58114,2019,178109000
440164,58127,2019,146218000
478363,58127,2019,67352000
550077,58127,2019,13572000
595372,58127,2019,12643000
607831,58127,2019,4147000
440820,58158,2019,112085000
441083,58165,2019,398152000
545290,58165,2019,63986000
607633,58165,2019,7552000
442525,58214,2019,45896000
456022,58214,2019,39586000
442541,58216,2019,1000000
444903,58264,2019,0
478895,58264,2019,184698000
557264,58264,2019,577395000
445996,58314,2019,286816000
453838,58314,2019,124291000
237833,58314,2019,27694000
269051,58314,2019,23087000
418570,58314,2019,26680000
441862,58314,2019,11604000
242616,58314,2019,18160000
453839,58314,2019,250876000
15801,58314,2019,84029000
14281,58314,2019,112872000
251540,58314,2019,102754000
251541,58314,2019,79112000
10468,58314,2019,220423000
446858,58348,2019,124743000
455080,58514,2019,89376000
456223,58556,2019,330994000
457320,58579,2019,120855000
582748,58579,2019,21949000
604565,58579,2019,4291000
457630,58597,2019,71782000
470807,58597,2019,39645000
2306,628,2019,31647885000
201617,628,2019,450260000
201516,628,2019,377872000
271532,628,2019,418376000
271533,628,2019,243789000
271535,628,2019,329591000
42714,628,2019,121214000
271540,628,2019,158591000
42852,628,2019,71677000
271541,628,2019,225944000
271796,628,2019,244603000
43776,628,2019,335792000
271805,628,2019,305689000
40796,628,2019,317979000
264320,628,2019,502109000
264330,628,2019,491801000
42367,628,2019,97572000
264331,628,2019,198332000
42288,628,2019,132114000
41381,628,2019,234878000
45535,628,2019,710327000
288937,628,2019,390071000
201517,628,2019,163084000
3929,628,2019,667762000
14211,628,2019,328994000
208115,628,2019,265959000
606,628,2019,592590000
3903,628,2019,1116189000
208070,628,2019,0
12422,628,2019,582605000
243120,628,2019,203719000
12584,628,2019,181711000
254427,628,2019,585945000
254428,628,2019,432199000
14900,628,2019,403758000
201459,628,2019,368603000
14183,628,2019,440093000
251250,628,2019,257793000
1181,628,2019,453460000
190139,628,2019,404727000
190141,628,2019,137207000
190142,628,2019,605652000
15546,628,2019,240953000
254417,628,2019,345462000
201521,628,2019,245222000
201525,628,2019,134955000
584,628,2019,780175000
593,628,2019,457165000
13558,628,2019,356232000
249444,628,2019,529704000
201526,628,2019,291723000
201527,628,2019,65685000
13841,628,2019,100033000
201538,628,2019,177512000
201539,628,2019,726054000
41943,628,2019,172800000
201540,628,2019,64043000
227063,628,2019,217751000
227064,628,2019,266640000
13987,628,2019,260300000
201696,628,2019,129611000
13805,628,2019,365770000
250285,628,2019,208269000
598,628,2019,713397000
186667,628,2019,137932000
15866,628,2019,483987000
6905,628,2019,480406000
223009,628,2019,0
223010,628,2019,256502000
15522,628,2019,285800000
15931,628,2019,238960000
13753,628,2019,280495000
250171,628,2019,116433000
13791,628,2019,213203000
13599,628,2019,138412000
262278,628,2019,596664000
262279,628,2019,244923000
262281,628,2019,544090000
42094,628,2019,62958000
274099,628,2019,119943000
43793,628,2019,61375000
274101,628,2019,168081000
14073,628,2019,138728000
284138,628,2019,108271000
41676,628,2019,547124000
42045,628,2019,38166000
43906,628,2019,69661000
270975,628,2019,77856000
270976,628,2019,189232000
270977,628,2019,209122000
201541,628,2019,46090000
43697,628,2019,207906000
201560,628,2019,423461000
201572,628,2019,292186000
201573,628,2019,120406000
201575,628,2019,187849000
201576,628,2019,176857000
201577,628,2019,109781000
201590,628,2019,79959000
201593,628,2019,68498000
201701,628,2019,203280000
13710,628,2019,320426000
190182,628,2019,0
15252,628,2019,468653000
614,628,2019,524088000
201601,628,2019,65389000
2307,628,2019,359667000
201605,628,2019,343518000
186705,628,2019,0
607,628,2019,561001000
186682,628,2019,170155000
186683,628,2019,49587000
2399,628,2019,351651000
201831,628,2019,72200000
15736,628,2019,63615000
13286,628,2019,57500000
16104,628,2019,110506000
15051,628,2019,63025000
226342,628,2019,162575000
226343,628,2019,21785000
7233,628,2019,406129000
224353,628,2019,162947000
13015,628,2019,200216000
6941,628,2019,377025000
223040,628,2019,23273000
233215,628,2019,35171000
233216,628,2019,69348000
422902,628,2019,135583000
423174,628,2019,53498000
423383,628,2019,251243000
423421,628,2019,102723000
424329,628,2019,71443000
424331,628,2019,139586000
424333,628,2019,181725000
424334,628,2019,100234000
424336,628,2019,28735000
424337,628,2019,110423000
424341,628,2019,211543000
424346,628,2019,110531000
425249,628,2019,142391000
425727,628,2019,201879000
426522,628,2019,86303000
428085,628,2019,115664000
428087,628,2019,355387000
428092,628,2019,28747000
428096,628,2019,225330000
428097,628,2019,153858000
428098,628,2019,46399000
428552,628,2019,118034000
428557,628,2019,88158000
428798,628,2019,119043000
429611,628,2019,67715000
429613,628,2019,122831000
429614,628,2019,149183000
429647,628,2019,123459000
429648,628,2019,105920000
430276,628,2019,102270000
430278,628,2019,128384000
430279,628,2019,87567000
430280,628,2019,72267000
430281,628,2019,75596000
431004,628,2019,4197000
431008,628,2019,1385000
431010,628,2019,0
431011,628,2019,0
432324,628,2019,128299000
432325,628,2019,46356000
432331,628,2019,177489000
432332,628,2019,257329000
432435,628,2019,57155000
432436,628,2019,95466000
432631,628,2019,50070000
433253,628,2019,102666000
433254,628,2019,84306000
436954,628,2019,48722000
436984,628,2019,30774000
436986,628,2019,173185000
437237,628,2019,157375000
437860,628,2019,114364000
438789,628,2019,64395000
439331,628,2019,99776000
439334,628,2019,106564000
439628,628,2019,127655000
439631,628,2019,109176000
441030,628,2019,225657000
443478,628,2019,19930000
443482,628,2019,161974000
443484,628,2019,131168000
443485,628,2019,124733000
443487,628,2019,89835000
443489,628,2019,168921000
444919,628,2019,299416000
445496,628,2019,71486000
446866,628,2019,212384000
446869,628,2019,106137000
447235,628,2019,182956000
447239,628,2019,56448000
447337,628,2019,220989000
447359,628,2019,105639000
447381,628,2019,126888000
450864,628,2019,83008000
454305,628,2019,76375000
456036,628,2019,69936000
456038,628,2019,92051000
456178,628,2019,117206000
456649,628,2019,99387000
456828,628,2019,156810000
456844,628,2019,45083000
457562,628,2019,120266000
457579,628,2019,69009000
457599,628,2019,50959000
457794,628,2019,88553000
457824,628,2019,30175000
457883,628,2019,132017000
458354,628,2019,345253000
458774,628,2019,110036000
459398,628,2019,101949000
463501,628,2019,92287000
467162,628,2019,168249000
467163,628,2019,103139000
467470,628,2019,190809000
468150,628,2019,92010000
468959,628,2019,73440000
469283,628,2019,58158000
469303,628,2019,94724000
469605,628,2019,253278000
469921,628,2019,142145000
469943,628,2019,104919000
469955,628,2019,127642000
469963,628,2019,148168000
470011,628,2019,57812000
470013,628,2019,41759000
470052,628,2019,66622000
470054,628,2019,108383000
470271,628,2019,64116000
470543,628,2019,121177000
479653,628,2019,52777000
61414,628,2019,0
423475,628,2019,152041000
461792,628,2019,163940000
461833,628,2019,35395000
461906,628,2019,167018000
461910,628,2019,48792000
461931,628,2019,141228000
461951,628,2019,33795000
461960,628,2019,57239000
461962,628,2019,83849000
461964,628,2019,26995000
461965,628,2019,13381000
461975,628,2019,27704000
461982,628,2019,24430000
461992,628,2019,46264000
461995,628,2019,10190000
481201,628,2019,9889000
481474,628,2019,117415000
481476,628,2019,172273000
494167,628,2019,132600000
494168,628,2019,113762000
494169,628,2019,164190000
494170,628,2019,174169000
494171,628,2019,140698000
494172,628,2019,124622000
494173,628,2019,54303000
494174,628,2019,91123000
494175,628,2019,85576000
494176,628,2019,168909000
494177,628,2019,125290000
494178,628,2019,96785000
495414,628,2019,187968000
499283,628,2019,82404000
500086,628,2019,114815000
500111,628,2019,38507000
500112,628,2019,44415000
500113,628,2019,93664000
500116,628,2019,57896000
500152,628,2019,56956000
500153,628,2019,67375000
500173,628,2019,177890000
500175,628,2019,209269000
510819,628,2019,66201000
510839,628,2019,195128000
511998,628,2019,129657000
521350,628,2019,182013000
521693,628,2019,173760000
521694,628,2019,24276000
521696,628,2019,170569000
521697,628,2019,61373000
521783,628,2019,166327000
526377,628,2019,40413000
526381,628,2019,111597000
527048,628,2019,50988000
527060,628,2019,41766000
527062,628,2019,70955000
527067,628,2019,48221000
531770,628,2019,41522000
532388,628,2019,72400000
532394,628,2019,123675000
532403,628,2019,146965000
532575,628,2019,32902000
532588,628,2019,55816000
532614,628,2019,56923000
532634,628,2019,0
532635,628,2019,119622000
534371,628,2019,104587000
537502,628,2019,39582000
538203,628,2019,77047000
541197,628,2019,131304000
541198,628,2019,139058000
544693,628,2019,11656000
551110,628,2019,96586000
551112,628,2019,12251000
551824,628,2019,11599000
553038,628,2019,62760000
557614,628,2019,165636000
557615,628,2019,33482000
557618,628,2019,52245000
562822,628,2019,61030000
562825,628,2019,51845000
570467,628,2019,38328000
572853,628,2019,139945000
584252,628,2019,858806000
593151,628,2019,69881000
593155,628,2019,177409000
594324,628,2019,15444000
596188,628,2019,395608000
602711,628,2019,9106000
607846,628,2019,156964000
609623,628,2019,8248000
614711,628,2019,32194000
614792,628,2019,3004000
3355,6384,2019,62860000
9838,6384,2019,71223000
6685,6384,2019,98064000
283632,6384,2019,144769000
283633,6384,2019,40641000
265334,6384,2019,73650000
13563,6384,2019,124646000
13745,6384,2019,101096000
250156,6384,2019,80243000
54766,6384,2019,79102000
7882,6384,2019,90748000
227046,6384,2019,118006000
43182,6384,2019,19026000
41574,6384,2019,74388000
278849,6384,2019,54769000
278853,6384,2019,57162000
270089,6384,2019,88288000
40603,6384,2019,244416000
237925,6384,2019,37925000
11269,6384,2019,83132000
241149,6384,2019,0
2298,6384,2019,69679000
10466,6384,2019,46124000
237829,6384,2019,97839000
1186,6384,2019,36979000
2304,6384,2019,95961000
201469,6384,2019,99491000
40956,6384,2019,111079000
40921,6384,2019,72228000
9030,6384,2019,140244000
278841,6384,2019,98310000
201670,6384,2019,55474000
278851,6384,2019,90364000
11343,6384,2019,556173000
2393,6384,2019,90923000
13851,6384,2019,112053000
11317,6384,2019,33369000
201817,6384,2019,40499000
2405,6384,2019,113458000
15116,6384,2019,106305000
280155,6384,2019,68215000
282258,6384,2019,42722000
201858,6384,2019,127269000
237757,6384,2019,33162000
237761,6384,2019,117304000
360878,6384,2019,113658000
364378,6384,2019,128079000
365022,6384,2019,1943221000
419898,6384,2019,4980000
424662,6384,2019,69594000
428065,6384,2019,71724000
430089,6384,2019,38355000
430090,6384,2019,29308000
430091,6384,2019,56095000
432109,6384,2019,63396000
432334,6384,2019,24853000
432811,6384,2019,57261000
433239,6384,2019,48673000
433291,6384,2019,37743000
441717,6384,2019,22390000
441721,6384,2019,55081000
442284,6384,2019,19995000
442935,6384,2019,44109000
442936,6384,2019,27911000
442938,6384,2019,38675000
445485,6384,2019,58081000
446335,6384,2019,25782000
446973,6384,2019,44123000
447950,6384,2019,31710000
453673,6384,2019,26425000
453675,6384,2019,29809000
453676,6384,2019,6572000
457282,6384,2019,11439000
461730,6384,2019,29170000
461731,6384,2019,81204000
461734,6384,2019,43328000
462139,6384,2019,23162000
463990,6384,2019,26334000
466090,6384,2019,23961000
466092,6384,2019,11584000
468098,6384,2019,10213000
470133,6384,2019,21456000
470501,6384,2019,21319000
41505,6384,2019,2803223000
269802,6384,2019,69360000
269804,6384,2019,71682000
269806,6384,2019,165559000
269807,6384,2019,88123000
269810,6384,2019,321685000
269812,6384,2019,82281000
269813,6384,2019,159042000
40745,6384,2019,88058000
264097,6384,2019,209096000
264098,6384,2019,113995000
264099,6384,2019,275449000
40821,6384,2019,70279000
264100,6384,2019,80124000
269814,6384,2019,74779000
269817,6384,2019,92154000
269818,6384,2019,216285000
41004,6384,2019,163159000
243171,6384,2019,74976000
359081,6384,2019,92343000
14834,6384,2019,101286000
252903,6384,2019,67962000
43055,6384,2019,118669000
279182,6384,2019,100994000
279183,6384,2019,63798000
279184,6384,2019,75540000
279185,6384,2019,54358000
422908,6384,2019,55488000
422909,6384,2019,60400000
422910,6384,2019,39179000
422911,6384,2019,244797000
424804,6384,2019,11548000
432832,6384,2019,52171000
266307,6384,2019,128573000
266308,6384,2019,102504000
445969,6384,2019,77110000
42446,6384,2019,97956000
276099,6384,2019,69275000
276100,6384,2019,57316000
276103,6384,2019,70055000
475481,6384,2019,21325000
475986,6384,2019,58617000
479728,6384,2019,28690000
479730,6384,2019,88846000
479731,6384,2019,0
479732,6384,2019,123148000
479734,6384,2019,0
479735,6384,2019,0
479737,6384,2019,0
494306,6384,2019,68578000
494307,6384,2019,48811000
494312,6384,2019,10007000
494314,6384,2019,9575000
494315,6384,2019,30268000
494316,6384,2019,28082000
494317,6384,2019,21262000
510862,6384,2019,29803000
510863,6384,2019,30803000
510864,6384,2019,27818000
510866,6384,2019,69405000
510884,6384,2019,120367000
510885,6384,2019,50595000
510886,6384,2019,63909000
511996,6384,2019,35017000
512326,6384,2019,117759000
515094,6384,2019,22813000
518660,6384,2019,17271000
518661,6384,2019,23357000
520294,6384,2019,32210000
521821,6384,2019,28370000
521822,6384,2019,26273000
522023,6384,2019,41835000
522289,6384,2019,35782000
527083,6384,2019,21633000
532193,6384,2019,88775000
532195,6384,2019,25907000
532196,6384,2019,11250000
532197,6384,2019,34888000
532198,6384,2019,7438000
532205,6384,2019,26170000
532207,6384,2019,11791000
540610,6384,2019,8220000
540975,6384,2019,16578000
540976,6384,2019,25907000
544508,6384,2019,17821000
551103,6384,2019,10248000
557827,6384,2019,14022000
560929,6384,2019,5394000
562829,6384,2019,22937000
570359,6384,2019,26319000
570361,6384,2019,90242000
574499,6384,2019,44972000
574500,6384,2019,7257000
579412,6384,2019,28414000
597917,6384,2019,1387000
208085,6548,2019,35042000
189801,6548,2019,40916000
189804,6548,2019,26441000
2452,6548,2019,51972000
224348,6548,2019,43385000
15468,6548,2019,66720000
280154,6548,2019,30527000
280158,6548,2019,41038000
280161,6548,2019,19623000
201878,6548,2019,50033000
11657,6548,2019,51175000
242527,6548,2019,62789000
2451,6548,2019,1325000
11904,6548,2019,62316000
2471,6548,2019,47869000
46187,6548,2019,25300000
10825,6548,2019,25464000
2463,6548,2019,34326000
201920,6548,2019,28426000
2313,6548,2019,82927000
2315,6548,2019,69166000
201654,6548,2019,51224000
201679,6548,2019,83844000
10017,6548,2019,117395000
207184,6548,2019,530115000
364663,6548,2019,23712000
364668,6548,2019,22206000
364812,6548,2019,10160000
420314,6548,2019,17472000
420319,6548,2019,17875000
420338,6548,2019,173827000
420365,6548,2019,31858000
428736,6548,2019,25633000
431932,6548,2019,45256000
431955,6548,2019,62450000
441391,6548,2019,23357000
447872,6548,2019,8339000
451619,6548,2019,6214000
451620,6548,2019,11030000
452116,6548,2019,27304000
458085,6548,2019,8862000
463629,6548,2019,11374000
470571,6548,2019,12846000
77681,6548,2019,54398000
7463,6548,2019,111817000
8600,6548,2019,169395000
263923,6548,2019,49060000
263924,6548,2019,37179000
263925,6548,2019,91504000
5809,6548,2019,47019000
419762,6548,2019,0
43049,6548,2019,218989000
263320,6548,2019,42590000
41009,6548,2019,48114000
287934,6548,2019,79735000
47950,6548,2019,123418000
47046,6548,2019,166434000
11017,6548,2019,78550000
291925,6548,2019,24344000
1195,6548,2019,68970000
190169,6548,2019,34543000
448851,6548,2019,3882000
80031,6548,2019,71524000
443015,6548,2019,124682000
44210,6548,2019,88713000
509249,6548,2019,0
527656,6548,2019,106058000
537453,6548,2019,2660000
537820,6548,2019,5012000
40495,6548,2019,128335000
262693,6548,2019,118985000
262695,6548,2019,96751000
43242,6548,2019,134990000
262698,6548,2019,61085000
262700,6548,2019,107381000
40999,6548,2019,63845000
262705,6548,2019,71939000
262707,6548,2019,86706000
262709,6548,2019,86863000
262710,6548,2019,27239000
262711,6548,2019,93165000
262712,6548,2019,159522000
275124,6548,2019,42886000
262713,6548,2019,68000
262715,6548,2019,29283000
262716,6548,2019,70265000
262719,6548,2019,0
281867,6548,2019,43762000
281869,6548,2019,47727000
281871,6548,2019,41905000
262727,6548,2019,105890000
262733,6548,2019,68862000
2420,6548,2019,42239000
11065,6548,2019,31377000
1187,6548,2019,99562000
190153,6548,2019,81387000
13262,6548,2019,47152000
248413,6548,2019,43374000
39301,6548,2019,42785000
359094,6548,2019,33163000
271490,6548,2019,125707000
271492,6548,2019,60212000
43002,6548,2019,43171000
271496,6548,2019,50704000
41072,6548,2019,163384000
265774,6548,2019,49160000
274332,6548,2019,108827000
274336,6548,2019,101188000
364991,6548,2019,32335000
225466,6548,2019,0
264470,6548,2019,19386000
274854,6548,2019,92903000
40824,6548,2019,88863000
422464,6548,2019,69878000
428827,6548,2019,29466000
429796,6548,2019,97046000
443703,6548,2019,13816000
443706,6548,2019,21047000
443711,6548,2019,60126000
454505,6548,2019,0
454506,6548,2019,0
454507,6548,2019,0
454510,6548,2019,0
454514,6548,2019,81068000
454515,6548,2019,0
597,6548,2019,44014000
2316,6548,2019,143875000
15417,6548,2019,45998000
201657,6548,2019,31936000
557451,6548,2019,23300000
557452,6548,2019,37253000
557471,6548,2019,3253000
262697,6548,2019,97322000
262704,6548,2019,111697000
281868,6548,2019,126274000
262731,6548,2019,34971000
271491,6548,2019,28298000
40901,6548,2019,88726000
427084,6548,2019,35022000
186665,6548,2019,43366000
559736,6548,2019,928000
563192,6548,2019,7539000
563193,6548,2019,5661000
572295,6548,2019,0
572454,6548,2019,8772000
614263,6548,2019,118799000
267580,6548,2019,30605000
231259,6548,2019,142116000
14444,6548,2019,77798000
231260,6548,2019,182761000
1200,6548,2019,190730000
11236,6548,2019,72910000
208096,6548,2019,149158000
208097,6548,2019,85631000
5410,6548,2019,136450000
218611,6548,2019,14362000
12202,6548,2019,96394000
15146,6548,2019,75924000
15733,6548,2019,71478000
16010,6548,2019,65921000
15121,6548,2019,58027000
10587,6548,2019,1288956000
47255,6548,2019,71266000
251123,6548,2019,80266000
251124,6548,2019,62901000
15221,6548,2019,80513000
253799,6548,2019,68832000
11388,6548,2019,79863000
39583,6548,2019,63085000
15075,6548,2019,122255000
5929,6548,2019,214245000
11347,6548,2019,187774000
231261,6548,2019,339801000
6408,6548,2019,177686000
221707,6548,2019,23342000
2456,6548,2019,15694000
201923,6548,2019,0
2443,6548,2019,49998000
6158,6548,2019,37323000
220736,6548,2019,0
235688,6548,2019,17911000
7482,6548,2019,26924000
225471,6548,2019,26638000
8604,6548,2019,62945000
10488,6548,2019,23881000
235691,6548,2019,131273000
43953,6548,2019,46496000
283535,6548,2019,19637000
43477,6548,2019,35162000
272594,6548,2019,13144000
44133,6548,2019,22989000
2404,6548,2019,43677000
201848,6548,2019,0
201849,6548,2019,94431000
11909,6548,2019,44681000
201850,6548,2019,37828000
10312,6548,2019,70888000
201852,6548,2019,30847000
8605,6548,2019,44320000
7464,6548,2019,53190000
13021,6548,2019,93741000
602,6548,2019,63776000
186675,6548,2019,4601000
221709,6548,2019,96391000
15441,6548,2019,52979000
11755,6548,2019,72880000
2444,6548,2019,21627000
42786,6560,2019,91618000
455845,6560,2019,132616000
42249,6560,2019,55807000
242852,6560,2019,81729000
11309,6560,2019,30686000
12995,6560,2019,40803000
247505,6560,2019,32393000
247507,6560,2019,54816000
247510,6560,2019,22799000
247511,6560,2019,41386000
288361,6560,2019,26733000
239559,6560,2019,63257000
239560,6560,2019,50048000
247512,6560,2019,37524000
42625,6560,2019,29638000
418578,6560,2019,16926000
74676,6560,2019,40398000
476593,6560,2019,22694000
12039,6560,2019,84467000
243959,6560,2019,72728000
243960,6560,2019,39812000
243961,6560,2019,58270000
7217,6560,2019,36144000
224335,6560,2019,35161000
224337,6560,2019,45080000
47075,6560,2019,73834000
42378,6560,2019,42471000
275409,6560,2019,28297000
275410,6560,2019,83456000
442441,6560,2019,38396000
289495,6560,2019,53766000
59054,6560,2019,91952000
61522,6560,2019,51638000
527031,6560,2019,754214000
603487,6560,2019,3070000
12515,6600,2019,62818000
282591,6600,2019,23306000
278284,6600,2019,25252000
428547,6672,2019,52388000
428553,6672,2019,44794000
428576,6672,2019,106224000
428580,6672,2019,62861000
428582,6672,2019,64719000
428583,6672,2019,53659000
428586,6672,2019,62310000
428593,6672,2019,61418000
428594,6672,2019,35952000
428595,6672,2019,31919000
428598,6672,2019,52155000
428609,6672,2019,16413000
428610,6672,2019,47362000
431035,6672,2019,48153000
