rule,tract_geoid,newly_covered
A_commercial,17097864001,False
A_commercial,17097864002,False
A_commercial,17097864107,False
A_commercial,17097864108,False
A_commercial,17097864402,False
A_commercial,17097864510,False
A_commercial,17097864511,False
A_commercial,17097864512,False
A_commercial,17097864513,False
A_commercial,17097864514,False
A_commercial,17097866100,False
A_commercial,17111870103,False
A_commercial,17111870104,False
A_commercial,17111870807,False
A_commercial,17111870808,False
A_commercial,17111871105,False
A_commercial,17111871108,False
A_commercial,17111871112,False
A_commercial,17111871201,False
A_commercial,17111871202,False
A_commercial,17111871205,False
A_commercial,17111871206,False
A_commercial,17111871207,False
A_commercial,17111871208,False
A_commercial,17111871209,False
A_commercial,17111871301,False
A_commercial,17111871304,False
A_commercial,17111871310,False
A_commercial,17111871311,False
A_commercial,17111871312,False
A_commercial,17111871313,False
A_commercial,17117957200,False
A_commercial,17119400700,False
A_commercial,17119401102,False
A_commercial,17119401400,False
A_commercial,17119401500,False
A_commercial,17119401701,False
A_commercial,17119401721,False
A_commercial,17119401722,False
A_commercial,17119401800,False
A_commercial,17119401901,False
A_commercial,17119402000,False
A_commercial,17119402100,False
A_commercial,17119402200,False
A_commercial,17119402300,False
A_commercial,17119402400,False
A_commercial,17119402500,False
A_commercial,17119402600,False
A_commercial,17119402701,False
A_commercial,17119402722,False
A_commercial,17119403121,False
A_commercial,17119403122,False
A_commercial,17119403300,True
A_commercial,17119403404,True
A_commercial,17119403502,False
A_commercial,17119403533,False
A_commercial,17119403534,False
A_commercial,17133600102,False
A_commercial,17133600103,False
A_commercial,17133600104,False
A_commercial,17163500400,False
A_commercial,17163500500,False
A_commercial,17163500900,False
A_commercial,17163501100,False
A_commercial,17163501200,False
A_commercial,17163501400,False
A_commercial,17163501501,False
A_commercial,17163501502,False
A_commercial,17163501602,False
A_commercial,17163501604,False
A_commercial,17163501605,False
A_commercial,17163501606,False
A_commercial,17163501607,False
A_commercial,17163502100,False
A_commercial,17163502401,False
A_commercial,17163503211,False
A_commercial,17163503301,False
A_commercial,17163503322,False
A_commercial,17163503323,False
A_commercial,17163503404,False
A_commercial,17163503411,False
A_commercial,17163503412,False
A_commercial,17163503413,False
A_commercial,17163503414,False
A_commercial,17163503415,False
A_commercial,17163503416,False
A_commercial,17163504355,True
A_commercial,17163504501,False
A_commercial,17163504502,False
A_commercial,17163504600,False
A_commercial,17197880314,True
A_commercial,17197880319,True
A_commercial,17197880321,True
A_commercial,17197880325,True
A_commercial,17197880326,True
A_commercial,17201000101,False
A_commercial,17201000103,False
A_commercial,17201000104,False
A_commercial,17201000105,False
A_commercial,17201000200,False
A_commercial,17201000300,False
A_commercial,17201000401,False
A_commercial,17201000402,False
A_commercial,17201000403,False
A_commercial,17201000501,False
A_commercial,17201000502,False
A_commercial,17201000506,False
A_commercial,17201000507,False
A_commercial,17201000510,False
A_commercial,17201000511,False
A_commercial,17201000512,False
A_commercial,17201000513,False
A_commercial,17201000514,False
A_commercial,17201000515,False
A_commercial,17201000516,False
A_commercial,17201000600,False
A_commercial,17201000700,False
A_commercial,17201000800,False
A_commercial,17201001000,False
A_commercial,17201001100,False
A_commercial,17201001200,False
A_commercial,17201001300,False
A_commercial,17201001400,False
A_commercial,17201001500,False
A_commercial,17201001600,False
A_commercial,17201001700,False
A_commercial,17201001800,False
A_commercial,17201001900,False
A_commercial,17201002000,False
A_commercial,17201002100,False
A_commercial,17201002200,False
A_commercial,17201002301,False
A_commercial,17201002400,False
A_commercial,17201002500,False
A_commercial,17201002600,False
A_commercial,17201002700,False
A_commercial,17201002800,False
A_commercial,17201002900,False
A_commercial,17201003000,False
A_commercial,17201003100,False
A_commercial,17201003200,False
A_commercial,17201003300,False
A_commercial,17201003400,False
A_commercial,17201003500,False
A_commercial,17201003601,False
A_commercial,17201003602,False
A_commercial,17201003604,False
A_commercial,17201003605,False
A_commercial,17201003606,False
A_commercial,17201003706,False
A_commercial,17201003708,False
A_commercial,17201003709,False
A_commercial,17201003710,False
A_commercial,17201003801,False
A_commercial,17201003805,False
A_commercial,17201003808,False
A_commercial,17201003809,False
A_commercial,17201003810,False
A_commercial,17201004004,False
A_commercial,17201980000,False
A_commercial,55003940000,False
A_commercial,55003950300,False
A_commercial,55003950400,False
A_commercial,55003950500,False
A_commercial,55003950700,False
A_commercial,55005000100,False
A_commercial,55005000400,False
A_commercial,55005000500,False
A_commercial,55005000601,False
A_commercial,55005000602,False
A_commercial,55005000800,False
A_commercial,55005001003,False
A_commercial,55005001004,False
A_commercial,55007960100,False
A_commercial,55007960300,False
A_commercial,55007960402,False
A_commercial,55007960600,False
A_commercial,55009000100,False
A_commercial,55009000200,False
A_commercial,55009000302,False
A_commercial,55009000303,False
A_commercial,55009000401,False
A_commercial,55009000402,False
A_commercial,55009000500,False
A_commercial,55009000600,False
A_commercial,55009000700,False
A_commercial,55009000800,False
A_commercial,55009000900,False
A_commercial,55009001000,False
A_commercial,55009001100,False
A_commercial,55009001200,False
A_commercial,55009001300,False
A_commercial,55009001400,False
A_commercial,55009001600,False
A_commercial,55009001701,False
A_commercial,55009001702,False
A_commercial,55009001801,False
A_commercial,55009001802,False
A_commercial,55009002001,False
A_commercial,55009002002,False
A_commercial,55009002003,False
A_commercial,55009010100,False
A_commercial,55009010201,False
A_commercial,55009010202,False
A_commercial,55009010300,False
A_commercial,55009020203,False
A_commercial,55009020204,False
A_commercial,55009020502,False
A_commercial,55009020504,False
A_commercial,55009020505,False
A_commercial,55009020506,False
A_commercial,55009020703,False
A_commercial,55009020704,False
A_commercial,55009020800,False
A_commercial,55009020900,False
A_commercial,55009021000,False
A_commercial,55009021200,False
A_commercial,55009021301,False
A_commercial,55009021302,False
A_commercial,55009021303,False
A_commercial,55009021304,False
A_commercial,55009940002,False
A_commercial,55009940003,False
A_commercial,55009940004,False
A_commercial,55009940008,False
A_commercial,55009980000,False
A_commercial,55015020303,False
A_commercial,55015020304,False
A_commercial,55015020308,False
A_commercial,55015020500,False
A_commercial,55015020600,False
A_commercial,55015020700,False
A_commercial,55015020800,False
A_commercial,55017010200,False
A_commercial,55017010300,False
A_commercial,55017010500,False
A_commercial,55017011200,False
A_commercial,55019950100,False
A_commercial,55019950200,False
A_commercial,55021970402,False
A_commercial,55021970500,False
A_commercial,55021970600,False
A_commercial,55021970800,False
A_commercial,55021971200,False
A_commercial,55025000100,False
A_commercial,55025000201,False
A_commercial,55025000202,False
A_commercial,55025000204,False
A_commercial,55025000205,False
A_commercial,55025000301,False
A_commercial,55025000302,False
A_commercial,55025000401,False
A_commercial,55025000402,False
A_commercial,55025000406,False
A_commercial,55025000407,False
A_commercial,55025000408,False
A_commercial,55025000409,False
A_commercial,55025000410,False
A_commercial,55025000501,False
A_commercial,55025000504,False
A_commercial,55025000505,False
A_commercial,55025000506,False
A_commercial,55025000600,False
A_commercial,55025000700,False
A_commercial,55025000800,False
A_commercial,55025000901,False
A_commercial,55025000902,False
A_commercial,55025001000,False
A_commercial,55025001101,False
A_commercial,55025001102,False
A_commercial,55025001200,False
A_commercial,55025001300,False
