tract_geoid,county_name,tier,households,lmi_flag,lmi_basis,is_in_catchment,lenders_originating,all_applications,all_originations,all_origination_amt,subject_originations,subject_origination_amt,capture_rate_pct,competitor_originations,competitor_origination_amt
17093890301,Kendall County,metro,2342,False,ffiec_ratio,False,49,212.0,145.0,32655000.0,0.0,0.0,0.0,145.0,32655000.0
55039041800,Fond du Lac County,metro,1835,False,ffiec_ratio,False,38,220.0,149.0,22915000.0,4.0,680000.0,2.685,145.0,22235000.0
17097864105,Lake County,metro,2356,False,ffiec_ratio,False,66,229.0,145.0,37305000.0,0.0,0.0,0.0,145.0,37305000.0
17143004101,Peoria County,metro,2935,False,ffiec_ratio,False,46,209.0,145.0,34365000.0,0.0,0.0,0.0,145.0,34365000.0
17031801605,Cook County,metro,2106,False,ffiec_ratio,False,70,213.0,145.0,73555000.0,0.0,0.0,0.0,145.0,73555000.0
17031804000,Cook County,metro,1933,False,ffiec_ratio,False,59,231.0,145.0,32225000.0,0.0,0.0,0.0,145.0,32225000.0
55101001506,Racine County,metro,1664,False,ffiec_ratio,False,55,209.0,145.0,27035000.0,0.0,0.0,0.0,145.0,27035000.0
55133200902,Waukesha County,metro,1367,False,ffiec_ratio,True,56,220.0,152.0,42020000.0,8.0,1520000.0,5.263,144.0,40500000.0
55133203103,Waukesha County,metro,2040,False,ffiec_ratio,True,53,204.0,148.0,29310000.0,4.0,510000.0,2.703,144.0,28800000.0
55079030100,Milwaukee County,metro,1673,False,ffiec_ratio,True,56,207.0,147.0,89285000.0,3.0,1415000.0,2.041,144.0,87870000.0
55139003400,Winnebago County,metro,1819,True,ffiec_ratio,True,53,212.0,146.0,21810000.0,2.0,230000.0,1.37,144.0,21580000.0
55063010401,La Crosse County,metro,2276,False,ffiec_ratio,True,46,191.0,151.0,52205000.0,7.0,2635000.0,4.636,144.0,49570000.0
55025011508,Dane County,metro,1748,False,ffiec_ratio,True,34,191.0,147.0,62095000.0,3.0,535000.0,2.041,144.0,61560000.0
55025002000,Dane County,metro,3151,False,ffiec_ratio,True,37,199.0,145.0,30155000.0,1.0,45000.0,0.69,144.0,30110000.0
55115100300,Shawano County,micro,1582,False,ffiec_ratio,True,36,212.0,150.0,22990000.0,6.0,810000.0,4.0,144.0,22180000.0
55127000802,Walworth County,micro,1041,False,ffiec_ratio,True,71,252.0,148.0,56720000.0,4.0,470000.0,2.703,144.0,56250000.0
55135101000,Waupaca County,rural,2585,False,ffiec_ratio,True,54,229.0,145.0,27635000.0,1.0,25000.0,0.69,144.0,27610000.0
55043961000,Grant County,micro,2422,False,ffiec_ratio,False,31,189.0,144.0,28930000.0,0.0,0.0,0.0,144.0,28930000.0
55073001800,Marathon County,metro,2183,False,ffiec_ratio,False,43,200.0,154.0,30120000.0,10.0,2640000.0,6.494,144.0,27480000.0
55073001900,Marathon County,metro,2506,False,ffiec_ratio,False,40,197.0,145.0,24725000.0,1.0,55000.0,0.69,144.0,24670000.0
17031824106,Cook County,metro,2469,False,ffiec_ratio,False,60,217.0,144.0,37740000.0,0.0,0.0,0.0,144.0,37740000.0
17031803608,Cook County,metro,3305,False,ffiec_ratio,False,69,258.0,145.0,48595000.0,1.0,155000.0,0.69,144.0,48440000.0
17043846305,DuPage County,metro,2205,False,ffiec_ratio,False,60,236.0,144.0,31280000.0,0.0,0.0,0.0,144.0,31280000.0
55121100700,Trempealeau County,rural,2486,False,ffiec_ratio,False,43,197.0,147.0,33125000.0,3.0,425000.0,2.041,144.0,32700000.0
17115002402,Macon County,metro,2311,False,ffiec_ratio,False,42,196.0,144.0,23940000.0,0.0,0.0,0.0,144.0,23940000.0
55093960400,Pierce County,metro,2552,False,ffiec_ratio,False,45,198.0,149.0,48315000.0,5.0,1185000.0,3.356,144.0,47130000.0
17097865700,Lake County,metro,2299,False,ffiec_ratio,False,59,250.0,146.0,73890000.0,2.0,930000.0,1.37,144.0,72960000.0
55025002700,Dane County,metro,1871,True,ffiec_ratio,True,29,188.0,145.0,61455000.0,2.0,80000.0,1.379,143.0,61375000.0
17031801800,Cook County,metro,2527,False,ffiec_ratio,True,64,246.0,144.0,87060000.0,1.0,2805000.0,0.694,143.0,84255000.0
17201003805,Winnebago County,metro,2843,False,ffiec_ratio,True,52,269.0,149.0,23735000.0,6.0,590000.0,4.027,143.0,23145000.0
17031080201,Cook County,metro,2396,False,ffiec_ratio,True,59,218.0,143.0,47085000.0,0.0,0.0,0.0,143.0,47085000.0
55101001202,Racine County,metro,2391,False,ffiec_ratio,True,49,245.0,144.0,29140000.0,1.0,215000.0,0.694,143.0,28925000.0
55039040100,Fond du Lac County,metro,1971,False,ffiec_ratio,True,49,211.0,155.0,24395000.0,12.0,1790000.0,7.742,143.0,22605000.0
17197881112,Will County,metro,1722,False,ffiec_ratio,False,59,220.0,143.0,41015000.0,0.0,0.0,0.0,143.0,41015000.0
17143003000,Peoria County,metro,1992,False,ffiec_ratio,False,47,217.0,143.0,23825000.0,0.0,0.0,0.0,143.0,23825000.0
17043841325,DuPage County,metro,1845,False,ffiec_ratio,False,63,228.0,143.0,33625000.0,0.0,0.0,0.0,143.0,33625000.0
55009940006,Brown County,metro,1581,False,ffiec_ratio,False,53,193.0,154.0,41210000.0,11.0,3575000.0,7.143,143.0,37635000.0
17031802900,Cook County,metro,2088,False,ffiec_ratio,False,58,216.0,146.0,62440000.0,3.0,2785000.0,2.055,143.0,59655000.0
17091010702,Kankakee County,metro,2778,True,ffiec_ratio,False,58,232.0,143.0,25245000.0,0.0,0.0,0.0,143.0,25245000.0
55005000800,Barron County,micro,2294,False,ffiec_ratio,True,44,220.0,146.0,27770000.0,4.0,450000.0,2.74,142.0,27320000.0
17043841314,DuPage County,metro,2023,False,ffiec_ratio,True,55,239.0,142.0,35930000.0,0.0,0.0,0.0,142.0,35930000.0
55127000303,Walworth County,micro,1665,False,ffiec_ratio,True,60,241.0,151.0,50225000.0,9.0,1345000.0,5.96,142.0,48880000.0
17019010901,Champaign County,metro,2552,False,ffiec_ratio,False,53,190.0,142.0,37420000.0,0.0,0.0,0.0,142.0,37420000.0
17097864518,Lake County,metro,1798,False,ffiec_ratio,False,73,230.0,142.0,47650000.0,0.0,0.0,0.0,142.0,47650000.0
17031804106,Cook County,metro,2624,False,ffiec_ratio,False,55,240.0,142.0,43820000.0,0.0,0.0,0.0,142.0,43820000.0
55039040800,Fond du Lac County,metro,1805,False,ffiec_ratio,True,46,199.0,149.0,20655000.0,8.0,1140000.0,5.369,141.0,19515000.0
55101000600,Racine County,metro,2488,True,ffiec_ratio,True,58,237.0,141.0,29795000.0,0.0,0.0,0.0,141.0,29795000.0
55139002800,Winnebago County,metro,2003,False,ffiec_ratio,True,52,196.0,143.0,33685000.0,2.0,150000.0,1.399,141.0,33535000.0
17031800700,Cook County,metro,1709,False,ffiec_ratio,True,54,213.0,141.0,113665000.0,0.0,0.0,0.0,141.0,113665000.0
55035000200,Eau Claire County,metro,1804,False,ffiec_ratio,False,40,203.0,143.0,34925000.0,2.0,190000.0,1.399,141.0,34735000.0
17111870813,McHenry County,metro,2136,False,ffiec_ratio,False,58,224.0,143.0,32515000.0,2.0,180000.0,1.399,141.0,32335000.0
55059002906,Kenosha County,metro,1977,False,ffiec_ratio,False,64,236.0,145.0,39625000.0,4.0,630000.0,2.759,141.0,38995000.0
17167003602,Sangamon County,metro,1929,False,ffiec_ratio,False,38,205.0,141.0,29295000.0,0.0,0.0,0.0,141.0,29295000.0
17083010401,Jersey County,metro,2405,False,ffiec_ratio,False,47,203.0,141.0,20145000.0,0.0,0.0,0.0,141.0,20145000.0
55133204004,Waukesha County,metro,1570,False,ffiec_ratio,False,45,199.0,143.0,45375000.0,2.0,310000.0,1.399,141.0,45065000.0
17019010601,Champaign County,metro,2095,False,ffiec_ratio,False,49,197.0,141.0,40595000.0,0.0,0.0,0.0,141.0,40595000.0
17197880429,Will County,metro,1450,False,ffiec_ratio,False,58,229.0,142.0,31870000.0,1.0,315000.0,0.704,141.0,31555000.0
55079101400,Milwaukee County,metro,1821,False,ffiec_ratio,True,52,211.0,143.0,21515000.0,3.0,395000.0,2.098,140.0,21120000.0
55097960500,Portage County,micro,3003,False,ffiec_ratio,True,46,228.0,150.0,32970000.0,10.0,1360000.0,6.667,140.0,31610000.0
17119401800,Madison County,metro,2626,False,ffiec_ratio,True,45,213.0,140.0,17550000.0,0.0,0.0,0.0,140.0,17550000.0
17031070300,Cook County,metro,1683,False,ffiec_ratio,True,55,205.0,140.0,113570000.0,0.0,0.0,0.0,140.0,113570000.0
17031815702,Cook County,metro,2019,False,ffiec_ratio,False,55,224.0,140.0,54240000.0,0.0,0.0,0.0,140.0,54240000.0
17093890108,Kendall County,metro,1830,False,ffiec_ratio,False,63,220.0,140.0,42300000.0,0.0,0.0,0.0,140.0,42300000.0
17197883504,Will County,metro,2192,False,ffiec_ratio,False,66,237.0,140.0,55270000.0,0.0,0.0,0.0,140.0,55270000.0
17111870812,McHenry County,metro,1691,False,ffiec_ratio,False,60,239.0,140.0,27160000.0,0.0,0.0,0.0,140.0,27160000.0
17031824005,Cook County,metro,2038,False,ffiec_ratio,False,67,219.0,140.0,44720000.0,0.0,0.0,0.0,140.0,44720000.0
17097861010,Lake County,metro,1847,False,ffiec_ratio,False,59,225.0,140.0,32630000.0,0.0,0.0,0.0,140.0,32630000.0
17043846002,DuPage County,metro,2579,False,ffiec_ratio,False,70,221.0,140.0,35200000.0,0.0,0.0,0.0,140.0,35200000.0
55061960401,Kewaunee County,metro,2002,False,ffiec_ratio,False,43,196.0,144.0,31470000.0,4.0,1010000.0,2.778,140.0,30460000.0
17031031400,Cook County,metro,3128,False,ffiec_ratio,False,58,219.0,140.0,28910000.0,0.0,0.0,0.0,140.0,28910000.0
17119400802,Madison County,metro,2580,False,ffiec_ratio,False,48,209.0,141.0,14885000.0,1.0,195000.0,0.709,140.0,14690000.0
17031824107,Cook County,metro,2762,False,ffiec_ratio,False,56,235.0,140.0,38040000.0,0.0,0.0,0.0,140.0,38040000.0
17031803605,Cook County,metro,2582,False,ffiec_ratio,False,59,221.0,140.0,36230000.0,0.0,0.0,0.0,140.0,36230000.0
55009001802,Brown County,metro,1884,False,ffiec_ratio,True,54,207.0,153.0,35835000.0,14.0,2860000.0,9.15,139.0,32975000.0
17097864511,Lake County,metro,2574,False,ffiec_ratio,True,66,231.0,139.0,57645000.0,0.0,0.0,0.0,139.0,57645000.0
55071000100,Manitowoc County,micro,2943,False,ffiec_ratio,True,43,192.0,148.0,33920000.0,9.0,1445000.0,6.081,139.0,32475000.0
55133201504,Waukesha County,metro,2614,False,ffiec_ratio,True,55,196.0,145.0,36125000.0,6.0,790000.0,4.138,139.0,35335000.0
17031770300,Cook County,metro,2938,False,ffiec_ratio,False,66,246.0,140.0,33180000.0,1.0,375000.0,0.714,139.0,32805000.0
17043842000,DuPage County,metro,1441,False,ffiec_ratio,False,63,211.0,140.0,67330000.0,1.0,1055000.0,0.714,139.0,66275000.0
55021971000,Columbia County,metro,1716,False,ffiec_ratio,False,40,207.0,145.0,27375000.0,6.0,500000.0,4.138,139.0,26875000.0
17031803702,Cook County,metro,2527,False,ffiec_ratio,False,63,213.0,139.0,39395000.0,0.0,0.0,0.0,139.0,39395000.0
17043843500,DuPage County,metro,2053,False,ffiec_ratio,False,64,220.0,141.0,39005000.0,2.0,320000.0,1.418,139.0,38685000.0
17111870811,McHenry County,metro,1848,False,ffiec_ratio,False,63,251.0,139.0,29505000.0,0.0,0.0,0.0,139.0,29505000.0
17031824003,Cook County,metro,2140,False,ffiec_ratio,False,61,206.0,140.0,43570000.0,1.0,115000.0,0.714,139.0,43455000.0
55131450103,Washington County,metro,2572,False,ffiec_ratio,False,62,202.0,144.0,32400000.0,5.0,1085000.0,3.472,139.0,31315000.0
55079020700,Milwaukee County,metro,1937,False,ffiec_ratio,True,45,211.0,144.0,24920000.0,6.0,930000.0,4.167,138.0,23990000.0
17111871105,McHenry County,metro,1842,False,ffiec_ratio,True,58,211.0,142.0,39020000.0,4.0,690000.0,2.817,138.0,38330000.0
17031804810,Cook County,metro,2784,False,ffiec_ratio,True,54,231.0,138.0,55200000.0,0.0,0.0,0.0,138.0,55200000.0
55029100100,Door County,rural,1364,False,ffiec_ratio,True,41,202.0,146.0,54530000.0,8.0,2290000.0,5.479,138.0,52240000.0
55089660301,Ozaukee County,metro,2150,False,ffiec_ratio,True,59,220.0,149.0,50435000.0,11.0,3355000.0,7.383,138.0,47080000.0
55131400102,Washington County,metro,1475,False,ffiec_ratio,False,56,190.0,139.0,28575000.0,1.0,155000.0,0.719,138.0,28420000.0
17097864520,Lake County,metro,1781,False,ffiec_ratio,False,55,223.0,139.0,55415000.0,1.0,155000.0,0.719,138.0,55260000.0
55109120802,St. Croix County,metro,1990,True,ffiec_ratio,False,50,222.0,143.0,30685000.0,5.0,1125000.0,3.497,138.0,29560000.0
55133203702,Waukesha County,metro,2048,False,ffiec_ratio,False,53,217.0,142.0,52140000.0,4.0,1110000.0,2.817,138.0,51030000.0
17119403801,Madison County,metro,1881,False,ffiec_ratio,False,59,227.0,147.0,32535000.0,9.0,1185000.0,6.122,138.0,31350000.0
17073030100,Henry County,metro,2210,False,ffiec_ratio,False,50,211.0,138.0,19910000.0,0.0,0.0,0.0,138.0,19910000.0
17031828505,Cook County,metro,2527,False,ffiec_ratio,False,68,337.0,140.0,34410000.0,2.0,570000.0,1.429,138.0,33840000.0
17063000700,Grundy County,metro,2482,False,ffiec_ratio,False,48,232.0,138.0,33600000.0,0.0,0.0,0.0,138.0,33600000.0
17197883514,Will County,metro,2560,False,ffiec_ratio,False,67,242.0,139.0,39005000.0,1.0,235000.0,0.719,138.0,38770000.0
55079035200,Milwaukee County,metro,1942,False,ffiec_ratio,True,56,211.0,144.0,40480000.0,7.0,1665000.0,4.861,137.0,38815000.0
55067960700,Langlade County,rural,2096,False,ffiec_ratio,True,25,182.0,137.0,16375000.0,0.0,0.0,0.0,137.0,16375000.0
55079070200,Milwaukee County,metro,1734,False,ffiec_ratio,True,49,212.0,151.0,74735000.0,14.0,9260000.0,9.272,137.0,65475000.0
55035000700,Eau Claire County,metro,2621,False,ffiec_ratio,True,39,183.0,140.0,28340000.0,3.0,465000.0,2.143,137.0,27875000.0
17031242100,Cook County,metro,2131,False,ffiec_ratio,True,59,209.0,137.0,94455000.0,0.0,0.0,0.0,137.0,94455000.0
55009000600,Brown County,metro,1668,False,ffiec_ratio,True,57,222.0,147.0,26445000.0,10.0,920000.0,6.803,137.0,25525000.0
55135100600,Waupaca County,rural,2128,False,ffiec_ratio,True,50,223.0,141.0,27275000.0,4.0,1180000.0,2.837,137.0,26095000.0
55063010500,La Crosse County,metro,2833,False,ffiec_ratio,True,42,190.0,139.0,26755000.0,2.0,370000.0,1.439,137.0,26385000.0
55059002700,Kenosha County,metro,2848,False,ffiec_ratio,False,57,222.0,139.0,42565000.0,2.0,820000.0,1.439,137.0,41745000.0
17179022300,Tazewell County,metro,2040,False,ffiec_ratio,False,35,176.0,137.0,26335000.0,0.0,0.0,0.0,137.0,26335000.0
17031804204,Cook County,metro,1857,False,ffiec_ratio,False,62,224.0,140.0,79200000.0,3.0,1535000.0,2.143,137.0,77665000.0
55017010400,Chippewa County,metro,2096,False,ffiec_ratio,False,39,208.0,138.0,47020000.0,1.0,65000.0,0.725,137.0,46955000.0
55101001501,Racine County,metro,1511,False,ffiec_ratio,False,45,206.0,138.0,26110000.0,1.0,135000.0,0.725,137.0,25975000.0
17097860905,Lake County,metro,2011,False,ffiec_ratio,False,56,240.0,139.0,26105000.0,2.0,410000.0,1.439,137.0,25695000.0
17129010100,Menard County,metro,2425,False,ffiec_ratio,False,37,202.0,137.0,19505000.0,0.0,0.0,0.0,137.0,19505000.0
55029100300,Door County,rural,1386,False,ffiec_ratio,True,57,194.0,149.0,60755000.0,13.0,5035000.0,8.725,136.0,55720000.0
17089851904,Kane County,metro,2544,False,ffiec_ratio,True,58,223.0,136.0,31360000.0,0.0,0.0,0.0,136.0,31360000.0
55133202101,Waukesha County,metro,1534,False,ffiec_ratio,True,41,192.0,140.0,38020000.0,4.0,1070000.0,2.857,136.0,36950000.0
55101000903,Racine County,metro,1943,False,ffiec_ratio,True,58,211.0,138.0,30270000.0,2.0,190000.0,1.449,136.0,30080000.0
17031804513,Cook County,metro,1448,False,ffiec_ratio,True,51,240.0,136.0,38950000.0,0.0,0.0,0.0,136.0,38950000.0
55135100400,Waupaca County,rural,1927,False,ffiec_ratio,True,44,195.0,137.0,21635000.0,1.0,105000.0,0.73,136.0,21530000.0
55063010700,La Crosse County,metro,2323,False,ffiec_ratio,True,41,176.0,140.0,32250000.0,4.0,840000.0,2.857,136.0,31410000.0
17043841802,DuPage County,metro,1935,False,ffiec_ratio,False,63,212.0,136.0,44290000.0,0.0,0.0,0.0,136.0,44290000.0
55095961000,Polk County,rural,2197,False,ffiec_ratio,False,53,235.0,138.0,32910000.0,2.0,680000.0,1.449,136.0,32230000.0
55139001900,Winnebago County,metro,2331,False,ffiec_ratio,False,45,196.0,145.0,31785000.0,9.0,1555000.0,6.207,136.0,30230000.0
17089850101,Kane County,metro,2362,False,ffiec_ratio,False,58,196.0,138.0,26630000.0,2.0,140000.0,1.449,136.0,26490000.0
55049950500,Iowa County,metro,1995,False,ffiec_ratio,False,47,201.0,138.0,37400000.0,2.0,430000.0,1.449,136.0,36970000.0
17167003604,Sangamon County,metro,2611,False,ffiec_ratio,False,41,195.0,136.0,31560000.0,0.0,0.0,0.0,136.0,31560000.0
55109120901,St. Croix County,metro,2232,False,ffiec_ratio,False,56,194.0,152.0,66620000.0,16.0,3520000.0,10.526,136.0,63100000.0
17031801608,Cook County,metro,2584,False,ffiec_ratio,True,63,219.0,135.0,52575000.0,0.0,0.0,0.0,135.0,52575000.0
55131420200,Washington County,metro,2746,False,ffiec_ratio,True,47,209.0,142.0,29020000.0,7.0,815000.0,4.93,135.0,28205000.0
55135100800,Waupaca County,rural,2011,False,ffiec_ratio,True,46,196.0,140.0,31550000.0,5.0,565000.0,3.571,135.0,30985000.0
17031804514,Cook County,metro,1683,False,ffiec_ratio,True,42,228.0,135.0,41085000.0,0.0,0.0,0.0,135.0,41085000.0
17097864510,Lake County,metro,2130,False,ffiec_ratio,True,50,198.0,135.0,34415000.0,0.0,0.0,0.0,135.0,34415000.0
17031804607,Cook County,metro,2444,False,ffiec_ratio,True,62,236.0,136.0,37190000.0,1.0,575000.0,0.735,135.0,36615000.0
55073001104,Marathon County,metro,3003,False,ffiec_ratio,True,48,231.0,139.0,27255000.0,4.0,700000.0,2.878,135.0,26555000.0
55067960600,Langlade County,rural,2236,True,ffiec_ratio,True,26,206.0,136.0,15170000.0,1.0,25000.0,0.735,135.0,15145000.0
55117000800,Sheboygan County,metro,2269,True,ffiec_ratio,True,54,214.0,138.0,18560000.0,3.0,225000.0,2.174,135.0,18335000.0
55131470204,Washington County,metro,1430,False,ffiec_ratio,True,51,193.0,139.0,36925000.0,4.0,660000.0,2.878,135.0,36265000.0
55133201704,Waukesha County,metro,2176,False,ffiec_ratio,True,42,201.0,141.0,34645000.0,6.0,1300000.0,4.255,135.0,33345000.0
55131420300,Washington County,metro,2407,False,ffiec_ratio,True,58,190.0,138.0,24700000.0,3.0,315000.0,2.174,135.0,24385000.0
17031060900,Cook County,metro,5076,False,ffiec_ratio,False,63,235.0,135.0,46925000.0,0.0,0.0,0.0,135.0,46925000.0
17197883513,Will County,metro,2012,False,ffiec_ratio,False,59,223.0,135.0,33105000.0,0.0,0.0,0.0,135.0,33105000.0
17167003202,Sangamon County,metro,2295,False,ffiec_ratio,False,37,171.0,135.0,29685000.0,0.0,0.0,0.0,135.0,29685000.0
17097864305,Lake County,metro,1792,False,ffiec_ratio,False,66,189.0,135.0,52715000.0,0.0,0.0,0.0,135.0,52715000.0
55015020100,Calumet County,metro,2020,False,ffiec_ratio,False,59,198.0,140.0,23160000.0,5.0,805000.0,3.571,135.0,22355000.0
17201004100,Winnebago County,metro,2171,False,ffiec_ratio,False,54,204.0,137.0,25965000.0,2.0,80000.0,1.46,135.0,25885000.0
17179021102,Tazewell County,metro,2229,False,ffiec_ratio,False,40,220.0,135.0,17605000.0,0.0,0.0,0.0,135.0,17605000.0
55115100400,Shawano County,micro,2069,True,ffiec_ratio,True,39,183.0,138.0,20740000.0,4.0,310000.0,2.899,134.0,20430000.0
55089650104,Ozaukee County,metro,1656,False,ffiec_ratio,True,50,189.0,139.0,37645000.0,5.0,1115000.0,3.597,134.0,36530000.0
17031800500,Cook County,metro,1787,False,ffiec_ratio,True,51,220.0,138.0,114260000.0,4.0,2570000.0,2.899,134.0,111690000.0
55133202400,Waukesha County,metro,1802,False,ffiec_ratio,True,48,194.0,139.0,28145000.0,5.0,395000.0,3.597,134.0,27750000.0
55139001804,Winnebago County,metro,1721,False,ffiec_ratio,True,42,173.0,139.0,36835000.0,5.0,825000.0,3.597,134.0,36010000.0
55087010700,Outagamie County,metro,1942,True,ffiec_ratio,True,52,181.0,139.0,24795000.0,5.0,565000.0,3.597,134.0,24230000.0
55089640102,Ozaukee County,metro,1042,False,ffiec_ratio,True,54,191.0,138.0,45390000.0,4.0,920000.0,2.899,134.0,44470000.0
17031250500,Cook County,metro,2890,False,ffiec_ratio,False,57,257.0,134.0,35510000.0,0.0,0.0,0.0,134.0,35510000.0
17031824113,Cook County,metro,2289,False,ffiec_ratio,False,57,231.0,134.0,41630000.0,0.0,0.0,0.0,134.0,41630000.0
55001950700,Adams County,rural,1503,False,ffiec_ratio,False,54,213.0,137.0,26375000.0,3.0,505000.0,2.19,134.0,25870000.0
55131420104,Washington County,metro,2131,False,ffiec_ratio,False,55,191.0,137.0,29855000.0,3.0,745000.0,2.19,134.0,29110000.0
55139002002,Winnebago County,metro,1954,False,ffiec_ratio,False,45,182.0,138.0,23080000.0,4.0,1110000.0,2.899,134.0,21970000.0
17197880431,Will County,metro,1898,False,ffiec_ratio,False,61,212.0,135.0,27705000.0,1.0,405000.0,0.741,134.0,27300000.0
17043846409,DuPage County,metro,1655,False,ffiec_ratio,False,48,213.0,134.0,45580000.0,0.0,0.0,0.0,134.0,45580000.0
55029100400,Door County,rural,1747,False,ffiec_ratio,True,51,207.0,147.0,62845000.0,14.0,4900000.0,9.524,133.0,57945000.0
17089850800,Kane County,metro,2279,True,ffiec_ratio,True,50,214.0,138.0,26330000.0,5.0,605000.0,3.623,133.0,25725000.0
55025011103,Dane County,metro,2682,False,ffiec_ratio,True,37,189.0,136.0,71670000.0,3.0,1695000.0,2.206,133.0,69975000.0
55079091000,Milwaukee County,metro,2102,False,ffiec_ratio,True,49,193.0,136.0,34620000.0,3.0,555000.0,2.206,133.0,34065000.0
55125950700,Vilas County,rural,2044,False,ffiec_ratio,True,55,223.0,143.0,35285000.0,10.0,1390000.0,6.993,133.0,33895000.0
17031804313,Cook County,metro,2129,False,ffiec_ratio,True,62,235.0,136.0,35320000.0,3.0,345000.0,2.206,133.0,34975000.0
55101001706,Racine County,metro,1743,False,ffiec_ratio,True,44,198.0,134.0,25020000.0,1.0,205000.0,0.746,133.0,24815000.0
17031802701,Cook County,metro,2086,False,ffiec_ratio,False,66,234.0,133.0,37065000.0,0.0,0.0,0.0,133.0,37065000.0
17197880122,Will County,metro,2196,False,ffiec_ratio,False,66,241.0,133.0,101945000.0,0.0,0.0,0.0,133.0,101945000.0
17031826202,Cook County,metro,1947,True,ffiec_ratio,False,51,290.0,133.0,26505000.0,0.0,0.0,0.0,133.0,26505000.0
55131450107,Washington County,metro,1605,False,ffiec_ratio,False,62,193.0,138.0,33920000.0,5.0,725000.0,3.623,133.0,33195000.0
17031830004,Cook County,metro,2580,False,ffiec_ratio,False,61,330.0,133.0,30205000.0,0.0,0.0,0.0,133.0,30205000.0
17031815500,Cook County,metro,2174,False,ffiec_ratio,False,57,256.0,134.0,32530000.0,1.0,375000.0,0.746,133.0,32155000.0
17031060800,Cook County,metro,3634,False,ffiec_ratio,False,50,234.0,133.0,39175000.0,0.0,0.0,0.0,133.0,39175000.0
55045960800,Green County,metro,1874,True,ffiec_ratio,False,39,192.0,133.0,23995000.0,0.0,0.0,0.0,133.0,23995000.0
55101001703,Racine County,metro,1787,False,ffiec_ratio,False,43,201.0,136.0,30720000.0,3.0,685000.0,2.206,133.0,30035000.0
17167003701,Sangamon County,metro,1571,False,ffiec_ratio,False,44,178.0,133.0,29135000.0,0.0,0.0,0.0,133.0,29135000.0
17031824114,Cook County,metro,1960,False,ffiec_ratio,False,59,243.0,133.0,46305000.0,0.0,0.0,0.0,133.0,46305000.0
17201004004,Winnebago County,metro,2799,False,ffiec_ratio,True,43,234.0,136.0,19240000.0,4.0,390000.0,2.941,132.0,18850000.0
17031801000,Cook County,metro,2069,False,ffiec_ratio,True,60,221.0,133.0,77235000.0,1.0,505000.0,0.752,132.0,76730000.0
17031808301,Cook County,metro,2722,False,ffiec_ratio,True,56,239.0,132.0,40000000.0,0.0,0.0,0.0,132.0,40000000.0
17201001500,Winnebago County,metro,2320,False,ffiec_ratio,True,54,213.0,137.0,16565000.0,5.0,315000.0,3.65,132.0,16250000.0
17031081402,Cook County,metro,3950,False,ffiec_ratio,True,65,219.0,132.0,128150000.0,0.0,0.0,0.0,132.0,128150000.0
17201003705,Winnebago County,metro,1973,False,ffiec_ratio,False,55,203.0,134.0,23830000.0,2.0,600000.0,1.493,132.0,23230000.0
17197883602,Will County,metro,2457,False,ffiec_ratio,False,61,282.0,132.0,35150000.0,0.0,0.0,0.0,132.0,35150000.0
17031825503,Cook County,metro,2687,True,ffiec_ratio,False,63,329.0,133.0,22945000.0,1.0,255000.0,0.752,132.0,22690000.0
55075960200,Marinette County,micro,1702,True,ffiec_ratio,False,58,208.0,138.0,20370000.0,6.0,730000.0,4.348,132.0,19640000.0
17097864522,Lake County,metro,1539,False,ffiec_ratio,False,59,237.0,132.0,67040000.0,0.0,0.0,0.0,132.0,67040000.0
17031819801,Cook County,metro,1637,False,ffiec_ratio,False,61,193.0,133.0,87525000.0,1.0,885000.0,0.752,132.0,86640000.0
17043840103,DuPage County,metro,2265,False,ffiec_ratio,False,59,219.0,132.0,40010000.0,0.0,0.0,0.0,132.0,40010000.0
17201003901,Winnebago County,metro,1729,False,ffiec_ratio,False,48,181.0,137.0,30485000.0,5.0,925000.0,3.65,132.0,29560000.0
17031820606,Cook County,metro,1664,False,ffiec_ratio,False,60,227.0,132.0,32810000.0,0.0,0.0,0.0,132.0,32810000.0
55021971100,Columbia County,metro,1358,False,ffiec_ratio,False,33,197.0,136.0,26130000.0,4.0,1090000.0,2.941,132.0,25040000.0
55077960300,Marquette County,rural,1771,False,ffiec_ratio,False,43,222.0,133.0,21285000.0,1.0,115000.0,0.752,132.0,21170000.0
17097861506,Lake County,metro,2441,True,ffiec_ratio,True,53,248.0,131.0,29705000.0,0.0,0.0,0.0,131.0,29705000.0
55079019000,Milwaukee County,metro,1936,False,ffiec_ratio,True,54,219.0,134.0,23410000.0,3.0,235000.0,2.239,131.0,23175000.0
55127000701,Walworth County,micro,1850,False,ffiec_ratio,True,48,203.0,135.0,26845000.0,4.0,230000.0,2.963,131.0,26615000.0
17031804308,Cook County,metro,1906,True,ffiec_ratio,True,55,215.0,131.0,27115000.0,0.0,0.0,0.0,131.0,27115000.0
55133200102,Waukesha County,metro,2697,False,ffiec_ratio,True,61,187.0,133.0,27095000.0,2.0,60000.0,1.504,131.0,27035000.0
55071000400,Manitowoc County,micro,1788,False,ffiec_ratio,True,46,212.0,137.0,19945000.0,6.0,1260000.0,4.38,131.0,18685000.0
55133201101,Waukesha County,metro,2344,False,ffiec_ratio,True,43,188.0,134.0,37590000.0,3.0,1095000.0,2.239,131.0,36495000.0
