tract_geoid,county_name,cbsa_title,tier,households,lmi_flag,household_growth,median_income,deposit_market_growth,competitor_saturation,unmet_mortgage_demand,contrib_household_growth,contrib_median_income,contrib_deposit_market_growth,contrib_competitor_saturation,contrib_unmet_mortgage_demand,components_present,opportunity_score,growth_is_estimated,tract_partly_unmeasured,lmi_undetermined,county_growth_heavily_adjusted,retail_basis_status
17201003710,Winnebago County,"Rockford, IL",metro,1054,False,2.731,82381,5.151,7.528,53.0,0.1707,-0.01,0.1484,0.0049,-0.1035,5,0.2104,False,False,False,False,measured
55105000900,Rock County,"Janesville-Beloit, WI",metro,1481,False,2.626,91175,3.865,7.76,94.0,0.1619,0.0249,-0.0259,-0.006,0.0552,5,0.2102,False,False,False,False,measured
17043842300,DuPage County,"Chicago-Naperville-Elgin, IL-IN",metro,1203,False,-0.271,202344,3.131,8.337,75.0,-0.0804,0.4672,-0.1254,-0.033,-0.0183,5,0.21,False,False,False,False,measured
55057100500,Juneau County,,rural,1753,False,0.927,64233,6.642,10.983,100.0,0.0198,-0.0822,0.3505,-0.1569,0.0784,5,0.2095,False,False,False,False,measured
55085970900,Oneida County,,rural,1047,False,1.27,82546,5.104,6.972,79.0,0.0485,-0.0094,0.142,0.0309,-0.0029,5,0.2092,False,False,False,False,measured
55013970600,Burnett County,,rural,824,False,-0.502,67500,8.543,10.517,55.0,-0.0997,-0.0692,0.6082,-0.1351,-0.0958,5,0.2084,False,False,False,False,measured
17119401905,Madison County,"St. Louis, MO-IL",metro,2002,True,-0.564,62016,3.735,0.0,103.0,-0.1049,-0.0911,-0.0435,0.3574,0.09,5,0.2081,False,False,False,False,measured
17031222900,Cook County,"Chicago-Naperville-Elgin, IL-IN",metro,426,True,5.368,92386,3.233,4.362,14.0,0.3913,0.0298,-0.1116,0.1531,-0.2545,5,0.2081,False,True,False,True,measured
55075961000,Marinette County,"Marinette, WI-MI",micro,1741,False,-0.431,72684,6.165,7.852,99.0,-0.0938,-0.0486,0.2858,-0.0103,0.0746,5,0.2077,False,False,False,False,measured
17179020301,Tazewell County,"Peoria, IL",metro,1751,False,-0.261,81393,4.884,5.276,100.0,-0.0795,-0.014,0.1122,0.1104,0.0784,5,0.2075,False,False,False,False,measured
17089851908,Kane County,"Chicago-Naperville-Elgin, IL-IN",metro,1955,False,-0.203,96433,5.101,7.614,104.0,-0.0747,0.0459,0.1416,0.0009,0.0939,5,0.2075,False,False,False,False,measured
55095960901,Polk County,,rural,1295,False,2.149,95060,2.692,5.812,117.0,0.1221,0.0404,-0.1848,0.0852,0.1442,5,0.2071,True,False,False,False,measured
17031071700,Cook County,"Chicago-Naperville-Elgin, IL-IN",metro,696,False,1.099,202500,3.233,8.673,45.0,0.0342,0.4678,-0.1116,-0.0487,-0.1345,5,0.2071,False,False,False,True,measured
55025013000,Dane County,"Madison, WI",metro,1861,False,-0.352,108169,2.659,8.813,195.0,-0.0872,0.0925,-0.1893,-0.0553,0.4462,5,0.207,False,False,False,False,measured
55009020900,Brown County,"Green Bay, WI",metro,1374,False,3.693,95857,2.607,6.99,100.0,0.2512,0.0436,-0.1964,0.0301,0.0784,5,0.2069,False,False,False,True,measured
17097863604,Lake County,"Chicago-Naperville-Elgin, IL-IN",metro,1182,False,3.277,166694,2.585,9.0,61.0,0.2164,0.3253,-0.1993,-0.064,-0.0725,5,0.2058,False,False,False,True,measured
55131440200,Washington County,"Milwaukee-Waukesha, WI",metro,1779,False,0.901,60260,4.101,4.985,120.0,0.0176,-0.098,0.0061,0.124,0.1559,5,0.2055,False,False,False,False,measured
17031050200,Cook County,"Chicago-Naperville-Elgin, IL-IN",metro,2183,False,0.991,133708,3.233,5.337,77.0,0.0252,0.1941,-0.1116,0.1075,-0.0106,5,0.2046,False,False,False,True,measured
17161020101,Rock Island County,"Davenport-Moline-Rock Island, IA-IL",metro,1014,False,-0.934,66964,5.221,0.0,53.0,-0.1358,-0.0714,0.1578,0.3574,-0.1035,5,0.2045,True,False,False,False,measured
17143004102,Peoria County,"Peoria, IL",metro,1560,True,3.878,60481,4.713,6.749,55.0,0.2666,-0.0972,0.089,0.0413,-0.0958,5,0.204,False,False,False,False,measured
17019010800,Champaign County,"Champaign-Urbana, IL",metro,1594,False,-2.282,92500,3.725,0.0,108.0,-0.2486,0.0302,-0.0448,0.3574,0.1094,5,0.2036,False,False,False,False,measured
17031242800,Cook County,"Chicago-Naperville-Elgin, IL-IN",metro,708,False,2.723,180750,3.233,8.482,29.0,0.1701,0.3813,-0.1116,-0.0398,-0.1964,5,0.2035,False,False,False,True,measured
17099964200,LaSalle County,"Ottawa, IL",micro,1127,False,0.688,68708,6.809,7.258,48.0,-0.0001,-0.0644,0.3731,0.0176,-0.1229,5,0.2032,False,False,False,False,measured
17031814700,Cook County,"Chicago-Naperville-Elgin, IL-IN",metro,1849,False,3.484,79576,3.233,4.81,72.0,0.2337,-0.0212,-0.1116,0.1322,-0.03,5,0.2032,False,False,False,True,measured
17197883811,Will County,"Chicago-Naperville-Elgin, IL-IN",metro,1147,False,1.053,83229,4.616,5.537,81.0,0.0304,-0.0067,0.0758,0.0981,0.0049,5,0.2026,False,False,False,False,measured
17119403801,Madison County,"St. Louis, MO-IL",metro,1881,False,-1.334,105288,3.735,5.316,138.0,-0.1693,0.0811,-0.0435,0.1085,0.2255,5,0.2023,False,False,False,False,measured
17115002901,Macon County,"Decatur, IL",metro,1469,False,1.539,115843,3.438,6.272,87.0,0.071,0.1231,-0.0838,0.0637,0.0281,5,0.2021,False,False,False,False,measured
17031062100,Cook County,"Chicago-Naperville-Elgin, IL-IN",metro,2186,False,2.833,103462,3.233,5.786,73.0,0.1793,0.0738,-0.1116,0.0865,-0.0261,5,0.2019,False,False,False,True,measured
17037001400,DeKalb County,"Chicago-Naperville-Elgin, IL-IN",metro,2349,False,-1.175,84028,2.663,4.998,190.0,-0.156,-0.0035,-0.1889,0.1234,0.4269,5,0.2019,False,False,False,False,measured
17143002400,Peoria County,"Peoria, IL",metro,2240,True,2.751,46012,4.713,7.038,97.0,0.1724,-0.1547,0.089,0.0279,0.0668,5,0.2013,False,False,False,False,measured
17031825503,Cook County,"Chicago-Naperville-Elgin, IL-IN",metro,2687,True,2.465,82031,3.233,8.198,132.0,0.1485,-0.0114,-0.1116,-0.0265,0.2023,5,0.2013,False,False,False,True,measured
17043840908,DuPage County,"Chicago-Naperville-Elgin, IL-IN",metro,1508,False,2.047,122708,3.131,6.483,82.0,0.1135,0.1504,-0.1254,0.0538,0.0088,5,0.201,False,False,False,False,measured
17031819000,Cook County,"Chicago-Naperville-Elgin, IL-IN",metro,1526,False,0.224,185217,3.233,12.23,123.0,-0.039,0.399,-0.1116,-0.2153,0.1675,5,0.2007,False,False,False,True,measured
55133201300,Waukesha County,"Milwaukee-Waukesha, WI",metro,2140,False,0.692,86314,5.429,13.268,150.0,0.0001,0.0056,0.1861,-0.2639,0.272,5,0.1999,False,False,False,False,measured
17113001301,McLean County,"Bloomington, IL",metro,890,True,1.267,78214,6.799,8.731,43.0,0.0483,-0.0266,0.3718,-0.0515,-0.1422,5,0.1998,False,False,False,True,measured
17097864901,Lake County,"Chicago-Naperville-Elgin, IL-IN",metro,1543,False,0.04,218897,2.585,11.669,108.0,-0.0543,0.533,-0.1993,-0.189,0.1094,5,0.1997,False,False,False,True,measured
55117000202,Sheboygan County,"Sheboygan, WI",metro,1960,False,1.261,57021,5.146,5.947,89.0,0.0477,-0.1109,0.1477,0.0789,0.0359,5,0.1993,False,False,False,False,measured
17163503301,St. Clair County,"St. Louis, MO-IL",metro,1760,True,0.977,59167,6.452,7.748,69.0,0.024,-0.1024,0.3247,-0.0054,-0.0416,5,0.1993,False,False,False,False,measured
17031806103,Cook County,"Chicago-Naperville-Elgin, IL-IN",metro,1941,False,1.005,111450,3.233,5.739,103.0,0.0264,0.1056,-0.1116,0.0887,0.09,5,0.1991,False,False,False,True,measured
17097863400,Lake County,"Chicago-Naperville-Elgin, IL-IN",metro,1297,False,-0.149,245375,2.585,11.116,78.0,-0.0701,0.6383,-0.1993,-0.1632,-0.0067,5,0.199,False,False,False,True,measured
55105000500,Rock County,"Janesville-Beloit, WI",metro,1869,False,-0.038,73311,3.865,6.769,155.0,-0.0608,-0.0461,-0.0259,0.0404,0.2914,5,0.1989,False,False,False,False,measured
55025011302,Dane County,"Madison, WI",metro,1477,False,1.691,105025,2.659,6.996,130.0,0.0838,0.08,-0.1893,0.0298,0.1946,5,0.1989,False,False,False,False,measured
55117000400,Sheboygan County,"Sheboygan, WI",metro,2069,False,1.164,59451,5.146,5.914,88.0,0.0396,-0.1013,0.1477,0.0805,0.032,5,0.1986,False,False,False,False,measured
55087010602,Outagamie County,"Appleton, WI",metro,1558,False,0.554,89145,3.366,4.757,119.0,-0.0113,0.0169,-0.0936,0.1347,0.152,5,0.1986,True,False,False,False,measured
55127000502,Walworth County,"Whitewater-Elkhorn, WI",micro,1540,False,-0.346,75538,6.687,5.16,41.0,-0.0867,-0.0373,0.3566,0.1158,-0.15,5,0.1985,False,False,False,False,measured
17031804809,Cook County,"Chicago-Naperville-Elgin, IL-IN",metro,1611,False,1.683,118194,3.233,6.634,92.0,0.0831,0.1324,-0.1116,0.0468,0.0475,5,0.1982,False,False,False,True,measured
55127000400,Walworth County,"Whitewater-Elkhorn, WI",micro,1434,False,-0.521,74853,6.687,4.964,43.0,-0.1013,-0.04,0.3566,0.125,-0.1422,5,0.1981,False,False,False,False,measured
55079001300,Milwaukee County,"Milwaukee-Waukesha, WI",metro,1618,True,5.449,52049,2.576,3.03,58.0,0.3981,-0.1307,-0.2006,0.2155,-0.0842,5,0.1981,False,False,False,True,measured
17163501604,St. Clair County,"St. Louis, MO-IL",metro,2012,True,0.809,46686,6.452,8.409,93.0,0.01,-0.152,0.3247,-0.0364,0.0513,5,0.1976,False,False,False,False,measured
17031812900,Cook County,"Chicago-Naperville-Elgin, IL-IN",metro,1677,False,-0.574,141750,3.233,4.697,93.0,-0.1057,0.2261,-0.1116,0.1375,0.0513,5,0.1976,False,False,False,True,measured
17121951700,Marion County,"Centralia, IL",micro,1023,False,0.518,86131,7.574,9.864,37.0,-0.0144,0.0049,0.4768,-0.1045,-0.1655,5,0.1973,False,False,False,False,measured
55025012202,Dane County,"Madison, WI",metro,2563,False,-1.168,83224,2.659,6.849,212.0,-0.1554,-0.0067,-0.1893,0.0367,0.512,5,0.1973,False,False,False,False,measured
17113000108,McLean County,"Bloomington, IL",metro,2451,True,1.033,29994,6.799,4.199,42.0,0.0287,-0.2184,0.3718,0.1608,-0.1461,5,0.1968,True,True,False,True,measured
55089630202,Ozaukee County,"Milwaukee-Waukesha, WI",metro,2472,False,2.697,74894,2.924,6.716,126.0,0.1679,-0.0398,-0.1535,0.0429,0.1791,5,0.1965,False,False,False,False,measured
55137960100,Waushara County,,rural,1232,False,-0.049,71083,6.558,7.305,69.0,-0.0618,-0.055,0.3391,0.0153,-0.0416,5,0.1961,False,False,False,False,measured
17119402804,Madison County,"St. Louis, MO-IL",metro,826,False,-0.824,104375,3.735,0.0,62.0,-0.1266,0.0774,-0.0435,0.3574,-0.0687,5,0.1961,True,False,False,False,measured
17119401721,Madison County,"St. Louis, MO-IL",metro,2218,False,0.677,67572,3.735,6.422,145.0,-0.001,-0.069,-0.0435,0.0567,0.2526,5,0.1959,False,False,False,False,measured
55039040900,Fond du Lac County,"Fond du Lac, WI",metro,1304,False,0.595,59123,5.907,6.964,86.0,-0.0079,-0.1026,0.2508,0.0313,0.0242,5,0.1958,False,False,False,False,measured
17201001400,Winnebago County,"Rockford, IL",metro,1785,True,2.254,36372,5.151,5.4,81.0,0.1309,-0.1931,0.1484,0.1045,0.0049,5,0.1956,False,False,False,False,measured
55089640102,Ozaukee County,"Milwaukee-Waukesha, WI",metro,1042,False,1.577,94500,2.924,7.065,134.0,0.0742,0.0382,-0.1535,0.0266,0.2101,5,0.1955,True,False,False,False,measured
55025002402,Dane County,"Madison, WI",metro,1795,False,2.665,86875,2.659,4.127,92.0,0.1652,0.0078,-0.1893,0.1642,0.0475,5,0.1954,False,False,False,False,measured
17037001600,DeKalb County,"Chicago-Naperville-Elgin, IL-IN",metro,1546,False,-0.27,100147,2.663,6.468,170.0,-0.0803,0.0606,-0.1889,0.0545,0.3494,5,0.1954,False,False,False,False,measured
17031813200,Cook County,"Chicago-Naperville-Elgin, IL-IN",metro,1593,False,0.64,140346,3.233,4.727,68.0,-0.0042,0.2205,-0.1116,0.1361,-0.0454,5,0.1954,False,False,False,True,measured
17203030100,Woodford County,"Peoria, IL",metro,1034,False,0.956,77938,4.202,0.0,34.0,0.0223,-0.0277,0.0198,0.3574,-0.1771,5,0.1947,False,False,False,False,measured
17201003606,Winnebago County,"Rockford, IL",metro,1269,True,3.05,49705,5.151,5.91,56.0,0.1974,-0.14,0.1484,0.0807,-0.0919,5,0.1946,False,False,False,False,measured
55069960300,Lincoln County,,rural,830,False,-0.075,77400,5.781,4.588,57.0,-0.0639,-0.0299,0.2338,0.1426,-0.088,5,0.1945,False,False,False,False,measured
55073002101,Marathon County,"Wausau, WI",metro,1706,False,-0.014,79762,6.882,11.723,101.0,-0.0589,-0.0205,0.383,-0.1916,0.0823,5,0.1943,True,False,False,False,measured
17031160400,Cook County,"Chicago-Naperville-Elgin, IL-IN",metro,2226,False,3.939,81375,3.233,5.309,64.0,0.2718,-0.014,-0.1116,0.1088,-0.0609,5,0.194,False,False,False,True,measured
17043846405,DuPage County,"Chicago-Naperville-Elgin, IL-IN",metro,1739,False,3.016,138542,3.131,9.551,80.0,0.1946,0.2134,-0.1254,-0.0899,0.001,5,0.1937,True,False,False,False,measured
17197881202,Will County,"Chicago-Naperville-Elgin, IL-IN",metro,789,True,2.418,83412,4.616,3.308,22.0,0.1446,-0.0059,0.0758,0.2025,-0.2235,5,0.1934,True,False,False,False,measured
17031811100,Cook County,"Chicago-Naperville-Elgin, IL-IN",metro,2834,True,3.681,67254,3.233,7.135,106.0,0.2502,-0.0702,-0.1116,0.0233,0.1017,5,0.1934,False,False,False,True,measured
17031804611,Cook County,"Chicago-Naperville-Elgin, IL-IN",metro,1871,False,0.433,79202,3.233,7.162,164.0,-0.0215,-0.0227,-0.1116,0.022,0.3262,5,0.1925,False,False,False,True,measured
17043841901,DuPage County,"Chicago-Naperville-Elgin, IL-IN",metro,843,False,0.114,183946,3.131,7.425,70.0,-0.0482,0.394,-0.1254,0.0097,-0.0377,5,0.1924,False,False,False,False,measured
55139001900,Winnebago County,"Oshkosh-Neenah, WI",metro,2331,False,0.875,86010,1.083,0.0,136.0,0.0154,0.0044,-0.4029,0.3574,0.2178,5,0.1922,False,False,False,False,measured
17119403601,Madison County,"St. Louis, MO-IL",metro,1709,False,4.366,97463,3.735,11.497,95.0,0.3075,0.0499,-0.0435,-0.181,0.0591,5,0.1921,False,False,False,False,measured
17031805401,Cook County,"Chicago-Naperville-Elgin, IL-IN",metro,1615,False,3.379,133616,3.233,9.449,72.0,0.2249,0.1938,-0.1116,-0.0851,-0.03,5,0.1921,False,False,False,True,measured
17031222200,Cook County,"Chicago-Naperville-Elgin, IL-IN",metro,992,False,0.784,176711,3.233,6.162,44.0,0.0079,0.3652,-0.1116,0.0689,-0.1384,5,0.192,False,False,False,True,measured
17161020900,Rock Island County,"Davenport-Moline-Rock Island, IA-IL",metro,2201,False,0.245,75461,5.221,8.304,116.0,-0.0372,-0.0376,0.1578,-0.0315,0.1404,5,0.1919,False,False,False,False,measured
17043841325,DuPage County,"Chicago-Naperville-Elgin, IL-IN",metro,1845,False,-1.208,125757,3.131,6.165,143.0,-0.1588,0.1625,-0.1254,0.0687,0.2449,5,0.1919,False,False,False,False,measured
17081050400,Jefferson County,"Mount Vernon, IL",micro,1625,False,3.995,61223,6.481,9.841,24.0,0.2764,-0.0942,0.3286,-0.1034,-0.2158,5,0.1916,False,False,False,False,measured
17043846524,DuPage County,"Chicago-Naperville-Elgin, IL-IN",metro,1779,False,0.633,163719,3.131,9.299,102.0,-0.0048,0.3135,-0.1254,-0.0781,0.0862,5,0.1914,False,False,False,False,measured
55141010100,Wood County,"Wisconsin Rapids-Marshfield, WI",micro,1837,False,0.419,83610,5.185,6.828,87.0,-0.0227,-0.0052,0.153,0.0377,0.0281,5,0.1909,False,False,False,False,measured
17031820902,Cook County,"Chicago-Naperville-Elgin, IL-IN",metro,1794,False,3.909,86065,3.233,7.375,84.0,0.2693,0.0046,-0.1116,0.0121,0.0165,5,0.1909,False,False,False,True,measured
17031807600,Cook County,"Chicago-Naperville-Elgin, IL-IN",metro,2202,False,1.781,116004,3.233,6.448,88.0,0.0912,0.1237,-0.1116,0.0555,0.032,5,0.1908,False,False,False,True,measured
55079101600,Milwaukee County,"Milwaukee-Waukesha, WI",metro,2040,True,1.121,73289,2.576,5.377,156.0,0.0361,-0.0462,-0.2006,0.1056,0.2952,5,0.1901,False,False,False,True,measured
17097861008,Lake County,"Chicago-Naperville-Elgin, IL-IN",metro,2015,False,2.034,117409,2.585,6.982,110.0,0.1124,0.1293,-0.1993,0.0304,0.1171,5,0.19,False,False,False,True,measured
17097861105,Lake County,"Chicago-Naperville-Elgin, IL-IN",metro,1820,False,1.735,92813,2.585,4.441,111.0,0.0874,0.0315,-0.1993,0.1495,0.121,5,0.19,False,False,False,True,measured
17111870905,McHenry County,"Chicago-Naperville-Elgin, IL-IN",metro,2134,True,2.072,69408,4.254,5.583,83.0,0.1156,-0.0617,0.0269,0.096,0.0126,5,0.1894,False,False,False,False,measured
17031813100,Cook County,"Chicago-Naperville-Elgin, IL-IN",metro,1843,False,0.563,116250,3.233,4.327,88.0,-0.0106,0.1247,-0.1116,0.1548,0.032,5,0.1893,False,False,False,True,measured
17099963500,LaSalle County,"Ottawa, IL",micro,1948,False,-0.585,84113,6.809,10.828,99.0,-0.1067,-0.0032,0.3731,-0.1496,0.0746,5,0.1882,False,False,False,False,measured
17201003500,Winnebago County,"Rockford, IL",metro,1131,False,0.99,72773,5.151,5.243,67.0,0.0251,-0.0483,0.1484,0.1119,-0.0493,5,0.1879,False,False,False,False,measured
17031814900,Cook County,"Chicago-Naperville-Elgin, IL-IN",metro,2906,True,5.734,62336,3.233,4.634,35.0,0.4219,-0.0898,-0.1116,0.1404,-0.1732,5,0.1878,False,False,False,True,measured
17031805001,Cook County,"Chicago-Naperville-Elgin, IL-IN",metro,1838,False,0.076,142609,3.233,7.468,109.0,-0.0513,0.2295,-0.1116,0.0077,0.1133,5,0.1876,False,False,False,True,measured
17031802610,Cook County,"Chicago-Naperville-Elgin, IL-IN",metro,750,False,3.482,143500,3.233,6.855,27.0,0.2336,0.2331,-0.1116,0.0364,-0.2042,5,0.1873,False,False,False,True,measured
17119403001,Madison County,"St. Louis, MO-IL",metro,2694,False,7.578,76023,3.735,16.343,105.0,0.5762,-0.0353,-0.0435,-0.408,0.0978,5,0.1872,False,False,False,False,measured
17197881116,Will County,"Chicago-Naperville-Elgin, IL-IN",metro,1340,False,0.639,147065,4.616,10.471,80.0,-0.0043,0.2473,0.0758,-0.133,0.001,5,0.1869,False,False,False,False,measured
55025010200,Dane County,"Madison, WI",metro,520,False,-1.124,202813,2.659,3.503,45.0,-0.1517,0.469,-0.1893,0.1934,-0.1345,5,0.1869,True,False,False,False,measured
17167000503,Sangamon County,"Springfield, IL",metro,1524,True,-1.931,50449,7.206,7.983,114.0,-0.2192,-0.1371,0.4269,-0.0164,0.1326,5,0.1868,False,False,False,False,measured
17031560900,Cook County,"Chicago-Naperville-Elgin, IL-IN",metro,1879,False,0.0,115216,3.233,5.022,109.0,-0.0577,0.1206,-0.1116,0.1223,0.1133,5,0.1868,False,False,False,True,measured
17097864510,Lake County,"Chicago-Naperville-Elgin, IL-IN",metro,2130,False,3.222,86147,2.585,8.587,135.0,0.2118,0.0049,-0.1993,-0.0447,0.2139,5,0.1866,False,False,False,True,measured
55025010504,Dane County,"Madison, WI",metro,1671,False,2.312,77580,2.659,3.246,96.0,0.1357,-0.0291,-0.1893,0.2054,0.0629,5,0.1856,True,False,False,False,measured
17197880510,Will County,"Chicago-Naperville-Elgin, IL-IN",metro,1281,False,2.6,66513,4.616,4.021,42.0,0.1598,-0.0732,0.0758,0.1691,-0.1461,5,0.1855,True,False,False,False,measured
17111870604,McHenry County,"Chicago-Naperville-Elgin, IL-IN",metro,2508,False,1.207,80000,4.254,10.642,151.0,0.0432,-0.0195,0.0269,-0.1409,0.2759,5,0.1855,False,False,False,False,measured
55059000300,Kenosha County,"Kenosha, WI",metro,1634,True,1.855,60563,4.613,3.919,63.0,0.0974,-0.0968,0.0754,0.1739,-0.0648,5,0.1851,False,False,False,False,measured
55141011300,Wood County,"Wisconsin Rapids-Marshfield, WI",micro,2094,False,0.856,71007,5.185,7.341,95.0,0.0139,-0.0553,0.153,0.0136,0.0591,5,0.1843,False,False,False,False,measured
17143003601,Peoria County,"Peoria, IL",metro,1175,False,2.85,81783,4.713,7.97,65.0,0.1807,-0.0124,0.089,-0.0158,-0.0571,5,0.1843,False,False,False,False,measured
55027961500,Dodge County,"Beaver Dam, WI",micro,1959,False,0.05,95807,2.624,5.474,154.0,-0.0536,0.0434,-0.1941,0.1011,0.2875,5,0.1843,False,False,False,False,measured
55075961500,Marinette County,"Marinette, WI-MI",micro,1826,False,2.284,61296,6.165,12.088,97.0,0.1334,-0.0939,0.2858,-0.2087,0.0668,5,0.1834,False,False,False,False,measured
17089852903,Kane County,"Chicago-Naperville-Elgin, IL-IN",metro,2460,False,-1.932,98848,5.101,4.255,92.0,-0.2193,0.0555,0.1416,0.1582,0.0475,5,0.1834,False,False,False,False,measured
55027961900,Dodge County,"Beaver Dam, WI",micro,2174,False,0.752,76628,2.624,5.791,162.0,0.0052,-0.0329,-0.1941,0.0863,0.3185,5,0.1829,False,False,False,False,measured
17031804808,Cook County,"Chicago-Naperville-Elgin, IL-IN",metro,912,False,1.951,147500,3.233,6.955,56.0,0.1055,0.249,-0.1116,0.0317,-0.0919,5,0.1827,False,False,False,True,measured
55117010503,Sheboygan County,"Sheboygan, WI",metro,1666,False,1.6,61628,5.146,9.292,113.0,0.0762,-0.0926,0.1477,-0.0777,0.1288,5,0.1823,True,False,False,False,measured
55075961300,Marinette County,"Marinette, WI-MI",micro,1373,False,0.638,64959,6.165,7.845,77.0,-0.0043,-0.0793,0.2858,-0.01,-0.0106,5,0.1816,False,False,False,False,measured
17031815600,Cook County,"Chicago-Naperville-Elgin, IL-IN",metro,2212,False,2.744,76667,3.233,6.43,105.0,0.1718,-0.0328,-0.1116,0.0563,0.0978,5,0.1815,False,False,False,True,measured
55005000200,Barron County,"Rice Lake, WI",micro,1789,False,0.65,64331,6.002,8.667,93.0,-0.0034,-0.0818,0.2637,-0.0485,0.0513,5,0.1814,False,False,False,False,measured
55109120802,St. Croix County,"Minneapolis-St. Paul-Bloomington, MN-WI",metro,1990,True,-9.372,90000,9.176,5.882,138.0,-0.8416,0.0203,0.694,0.082,0.2255,5,0.1801,False,False,False,False,measured
17031809600,Cook County,"Chicago-Naperville-Elgin, IL-IN",metro,1339,False,5.49,80461,3.233,6.93,47.0,0.4015,-0.0177,-0.1116,0.0329,-0.1267,5,0.1784,False,False,False,True,measured
55141010700,Wood County,"Wisconsin Rapids-Marshfield, WI",micro,1865,False,-0.938,92031,5.185,7.703,115.0,-0.1362,0.0283,0.153,-0.0033,0.1365,5,0.1783,False,False,False,False,measured
55131470203,Washington County,"Milwaukee-Waukesha, WI",metro,2639,False,2.661,66404,4.101,9.73,126.0,0.1649,-0.0736,0.0061,-0.0982,0.1791,5,0.1782,False,False,False,False,measured
17031200300,Cook County,"Chicago-Naperville-Elgin, IL-IN",metro,734,False,6.77,48977,3.233,3.746,13.0,0.5086,-0.1429,-0.1116,0.182,-0.2584,5,0.1777,False,False,False,True,measured
17043842900,DuPage County,"Chicago-Naperville-Elgin, IL-IN",metro,2279,False,2.261,143016,3.131,9.749,90.0,0.1314,0.2312,-0.1254,-0.0991,0.0397,5,0.1777,False,False,False,False,measured
17029001000,Coles County,"Charleston-Mattoon, IL",micro,1695,True,2.792,51597,7.504,11.045,35.0,0.1758,-0.1325,0.4673,-0.1598,-0.1732,5,0.1776,False,False,False,False,measured
17031815200,Cook County,"Chicago-Naperville-Elgin, IL-IN",metro,2472,True,2.211,69775,3.233,4.736,102.0,0.1272,-0.0602,-0.1116,0.1357,0.0862,5,0.1773,False,False,False,True,measured
17031806102,Cook County,"Chicago-Naperville-Elgin, IL-IN",metro,1675,False,3.593,103212,3.233,7.736,74.0,0.2428,0.0728,-0.1116,-0.0049,-0.0222,5,0.177,False,False,False,True,measured
17031221300,Cook County,"Chicago-Naperville-Elgin, IL-IN",metro,1539,False,3.917,89158,3.233,5.225,51.0,0.2699,0.0169,-0.1116,0.1128,-0.1113,5,0.1768,False,False,False,True,measured
17031801701,Cook County,"Chicago-Naperville-Elgin, IL-IN",metro,1169,False,-1.012,237695,3.233,11.197,77.0,-0.1424,0.6078,-0.1116,-0.167,-0.0106,5,0.1762,False,False,False,True,measured
17031818700,Cook County,"Chicago-Naperville-Elgin, IL-IN",metro,1497,False,1.747,125120,3.233,8.23,97.0,0.0884,0.16,-0.1116,-0.028,0.0668,5,0.1756,False,False,False,True,measured
55025000302,Dane County,"Madison, WI",metro,949,False,2.226,150221,2.659,6.18,56.0,0.1285,0.2598,-0.1893,0.068,-0.0919,5,0.1752,True,False,False,False,measured
17043844901,DuPage County,"Chicago-Naperville-Elgin, IL-IN",metro,1672,False,3.133,122143,3.131,8.1,72.0,0.2044,0.1481,-0.1254,-0.0219,-0.03,5,0.1752,False,False,False,False,measured
17043844902,DuPage County,"Chicago-Naperville-Elgin, IL-IN",metro,1699,False,1.013,142639,3.131,8.947,107.0,0.027,0.2297,-0.1254,-0.0616,0.1055,5,0.1752,False,False,False,False,measured
55013970800,Burnett County,,rural,1056,False,-0.921,54512,8.543,10.454,68.0,-0.1347,-0.1209,0.6082,-0.1321,-0.0454,5,0.1749,False,False,False,False,measured
17167001001,Sangamon County,"Springfield, IL",metro,974,False,0.6,105510,7.206,11.899,47.0,-0.0075,0.082,0.4269,-0.1998,-0.1267,5,0.1747,False,False,False,False,measured
17029000900,Coles County,"Charleston-Mattoon, IL",micro,1779,False,-0.918,87708,7.504,9.952,64.0,-0.1345,0.0111,0.4673,-0.1086,-0.0609,5,0.1744,False,False,False,False,measured
17043841404,DuPage County,"Chicago-Naperville-Elgin, IL-IN",metro,1317,False,0.697,182455,3.131,8.002,61.0,0.0006,0.388,-0.1254,-0.0173,-0.0725,5,0.1734,False,False,False,False,measured
17123961100,Marshall County,"Peoria, IL",metro,1200,False,2.3,73547,5.252,8.333,68.0,0.1347,-0.0452,0.1621,-0.0328,-0.0454,5,0.1733,False,False,False,False,measured
17089852608,Kane County,"Chicago-Naperville-Elgin, IL-IN",metro,1698,False,1.073,144740,5.101,15.554,114.0,0.0321,0.238,0.1416,-0.371,0.1326,5,0.1733,True,False,False,False,measured
55137960600,Waushara County,,rural,938,False,-0.75,83021,6.558,9.299,90.0,-0.1205,-0.0075,0.3391,-0.0781,0.0397,5,0.1727,False,False,False,False,measured
55133201508,Waukesha County,"Milwaukee-Waukesha, WI",metro,1157,False,0.549,89775,5.429,6.952,66.0,-0.0118,0.0194,0.1861,0.0319,-0.0532,5,0.1723,True,False,False,False,measured
17031821700,Cook County,"Chicago-Naperville-Elgin, IL-IN",metro,1736,False,0.882,113088,3.233,6.481,106.0,0.016,0.1121,-0.1116,0.0539,0.1017,5,0.1722,False,False,False,True,measured
17197880325,Will County,"Chicago-Naperville-Elgin, IL-IN",metro,1131,False,0.949,99194,4.616,7.191,79.0,0.0216,0.0568,0.0758,0.0207,-0.0029,5,0.1721,True,False,False,False,measured
