OID_TRACT_20|GEOID_TRACT_20|NAMELSAD_TRACT_20|AREALAND_TRACT_20|AREAWATER_TRACT_20|MTFCC_TRACT_20|FUNCSTAT_TRACT_20|OID_TRACT_10|GEOID_TRACT_10|NAMELSAD_TRACT_10|AREALAND_TRACT_10|AREAWATER_TRACT_10|MTFCC_TRACT_10|FUNCSTAT_TRACT_10|AREALAND_PART|AREAWATER_PART
20790197959915|17031292500|Census Tract 2925|982499|0|G5020|S|20740197959915|17031292500|Census Tract 2925|982499|0|G5020|S|982499|0
20790197958002|17031300500|Census Tract 3005|271031|0|G5020|S|20740197958002|17031300500|Census Tract 3005|271031|0|G5020|S|271031|0
20790197958001|17031300600|Census Tract 3006|328182|0|G5020|S|20740197958001|17031300600|Census Tract 3006|328182|0|G5020|S|328182|0
20790197958000|17031300700|Census Tract 3007|329127|0|G5020|S|20740197958000|17031300700|Census Tract 3007|329127|0|G5020|S|329127|0
20790197957994|17031300800|Census Tract 3008|325846|0|G5020|S|20740197957994|17031300800|Census Tract 3008|325846|0|G5020|S|325846|0
20790197957978|17031300900|Census Tract 3009|327299|0|G5020|S|20740197957978|17031300900|Census Tract 3009|327299|0|G5020|S|327299|0
20790197957967|17031301100|Census Tract 3011|211425|0|G5020|S|20740197957967|17031301100|Census Tract 3011|212133|0|G5020|S|211425|0
20790197957966|17031301200|Census Tract 3012|482205|0|G5020|S|20740197957966|17031301200|Census Tract 3012|482205|0|G5020|S|482205|0
20790197957962|17031301600|Census Tract 3016|329517|0|G5020|S|20740197957962|17031301600|Census Tract 3016|329517|0|G5020|S|329517|0
207903704491981|17031301701|Census Tract 3017.01|330773|0|G5020|S|207403704491981|17031301701|Census Tract 3017.01|330773|0|G5020|S|330773|0
207903704491946|17031301702|Census Tract 3017.02|330989|0|G5020|S|207403704491946|17031301702|Census Tract 3017.02|330989|0|G5020|S|330989|0
207903704491920|17031301801|Census Tract 3018.01|694937|0|G5020|S|207403704491920|17031301801|Census Tract 3018.01|694937|0|G5020|S|694937|0
207903704491978|17031301802|Census Tract 3018.02|345011|0|G5020|S|207403704491978|17031301802|Census Tract 3018.02|345011|0|G5020|S|345011|0
207903704491979|17031301803|Census Tract 3018.03|351050|0|G5020|S|207403704491979|17031301803|Census Tract 3018.03|351050|0|G5020|S|351050|0
20790197957956|17031310200|Census Tract 3102|320573|0|G5020|S|20740197957956|17031310200|Census Tract 3102|320573|0|G5020|S|320573|0
20790197957955|17031310300|Census Tract 3103|318572|0|G5020|S|20740197957955|17031310300|Census Tract 3103|318572|0|G5020|S|318572|0
20790197957954|17031310400|Census Tract 3104|124462|0|G5020|S|20740197957954|17031310400|Census Tract 3104|124462|0|G5020|S|124462|0
20790197957953|17031310500|Census Tract 3105|161938|0|G5020|S|20740197957953|17031310500|Census Tract 3105|162758|0|G5020|S|161938|0
20790197957952|17031310600|Census Tract 3106|543291|0|G5020|S|20740197957953|17031310500|Census Tract 3105|162758|0|G5020|S|820|0
20790197957952|17031310600|Census Tract 3106|543291|0|G5020|S|20740197957952|17031310600|Census Tract 3106|542471|0|G5020|S|542471|0
20790197957951|17031310700|Census Tract 3107|160036|0|G5020|S|20740197957951|17031310700|Census Tract 3107|160036|0|G5020|S|160036|0
20790197957950|17031310800|Census Tract 3108|332782|0|G5020|S|20740197957950|17031310800|Census Tract 3108|332782|0|G5020|S|332782|0
20790197957949|17031310900|Census Tract 3109|484908|0|G5020|S|20740197957949|17031310900|Census Tract 3109|484908|0|G5020|S|484908|0
2079015665088451|17031320101|Census Tract 3201.01|465726|25911|G5020|S|207403704492023|17031081403|Census Tract 814.03|388260|1430196|G5020|S|56971|613
2079015665088451|17031320101|Census Tract 3201.01|465726|25911|G5020|S|20740197960239|17031320100|Census Tract 3201|860193|50219|G5020|S|408755|25298
2079015665091220|17031320102|Census Tract 3201.02|453642|24921|G5020|S|20740197960239|17031320100|Census Tract 3201|860193|50219|G5020|S|451438|24921
2079015665091220|17031320102|Census Tract 3201.02|453642|24921|G5020|S|20740197957940|17031320400|Census Tract 3204|806328|649677|G5020|S|2204|0
20790197957940|17031320400|Census Tract 3204|804124|649677|G5020|S|20740197957940|17031320400|Census Tract 3204|806328|649677|G5020|S|804124|649677
20790197957938|17031320600|Census Tract 3206|609069|549336|G5020|S|20740197957938|17031320600|Census Tract 3206|609069|549336|G5020|S|609069|549336
2079015665088888|17031330101|Census Tract 3301.01|1882941|828956|G5020|S|20740197957937|17031330100|Census Tract 3301|2793587|828956|G5020|S|1876148|828956
2079015665088888|17031330101|Census Tract 3301.01|1882941|828956|G5020|S|207403704496988|17031841000|Census Tract 8410|1056049|296569|G5020|S|6793|0
2079015665088871|17031330102|Census Tract 3301.02|402828|0|G5020|S|20740197957937|17031330100|Census Tract 3301|2793587|828956|G5020|S|402828|0
2079015665088826|17031330103|Census Tract 3301.03|509666|0|G5020|S|20740197957937|17031330100|Census Tract 3301|2793587|828956|G5020|S|509666|0
20790197957936|17031330200|Census Tract 3302|756020|35440|G5020|S|20740197957936|17031330200|Census Tract 3302|756020|35440|G5020|S|756020|35440
20790197957930|17031340300|Census Tract 3403|213596|0|G5020|S|20740197957930|17031340300|Census Tract 3403|213538|0|G5020|S|213538|0
20790197957930|17031340300|Census Tract 3403|213596|0|G5020|S|207403704497035|17031840000|Census Tract 8400|591217|0|G5020|S|58|0
20790197957929|17031340400|Census Tract 3404|290316|0|G5020|S|20740197957929|17031340400|Census Tract 3404|290316|0|G5020|S|290316|0
20790197957928|17031340500|Census Tract 3405|435447|0|G5020|S|20740197957928|17031340500|Census Tract 3405|435447|0|G5020|S|435447|0
20790197957927|17031340600|Census Tract 3406|496574|0|G5020|S|20740197957927|17031340600|Census Tract 3406|474809|0|G5020|S|474809|0
20790197957927|17031340600|Census Tract 3406|496574|0|G5020|S|207403704497035|17031840000|Census Tract 8400|591217|0|G5020|S|21765|0
20790197960238|17031350100|Census Tract 3501|567876|518735|G5020|S|20740197960238|17031350100|Census Tract 3501|567876|518735|G5020|S|567876|518735
20790197957924|17031350400|Census Tract 3504|201454|0|G5020|S|20740197957924|17031350400|Census Tract 3504|201454|0|G5020|S|201454|0
20790197960236|17031351000|Census Tract 3510|821383|665632|G5020|S|20740197960236|17031351000|Census Tract 3510|821383|665632|G5020|S|821383|665632
20790197960235|17031351100|Census Tract 3511|347265|0|G5020|S|20740197960235|17031351100|Census Tract 3511|347265|0|G5020|S|347265|0
20790197957919|17031351400|Census Tract 3514|323957|0|G5020|S|20740197957919|17031351400|Census Tract 3514|323957|0|G5020|S|323957|0
20790197957918|17031351500|Census Tract 3515|166221|0|G5020|S|20740197957918|17031351500|Census Tract 3515|166221|0|G5020|S|166221|0
20790197960231|17031360200|Census Tract 3602|232044|0|G5020|S|20740197960231|17031360200|Census Tract 3602|232044|0|G5020|S|232044|0
20790197960227|17031380100|Census Tract 3801|438048|0|G5020|S|20740197960227|17031380100|Census Tract 3801|438048|0|G5020|S|438048|0
20790197960226|17031380200|Census Tract 3802|215130|0|G5020|S|20740197960226|17031380200|Census Tract 3802|215130|0|G5020|S|215130|0
2079015665088841|17031380600|Census Tract 3806|838894|0|G5020|S|20740197957911|17031380500|Census Tract 3805|191451|0|G5020|S|191451|0
2079015665088841|17031380600|Census Tract 3806|838894|0|G5020|S|207403704497073|17031835900|Census Tract 8359|647443|0|G5020|S|647443|0
20790197957904|17031381200|Census Tract 3812|258553|0|G5020|S|20740197957904|17031381200|Census Tract 3812|258553|0|G5020|S|258553|0
20790197957902|17031381400|Census Tract 3814|316691|0|G5020|S|20740197957902|17031381400|Census Tract 3814|316691|0|G5020|S|316691|0
20790197957901|17031381500|Census Tract 3815|108677|0|G5020|S|20740197957901|17031381500|Census Tract 3815|108677|0|G5020|S|108677|0
20790197957899|17031381700|Census Tract 3817|196802|0|G5020|S|20740197957899|17031381700|Census Tract 3817|196802|0|G5020|S|196802|0
20790197957898|17031381800|Census Tract 3818|319368|0|G5020|S|20740197957898|17031381800|Census Tract 3818|319368|0|G5020|S|319368|0
20790197957897|17031381900|Census Tract 3819|172690|0|G5020|S|20740197957897|17031381900|Census Tract 3819|172690|0|G5020|S|172690|0
20790197957895|17031390100|Census Tract 3901|482752|360058|G5020|S|20740197957895|17031390100|Census Tract 3901|482752|360058|G5020|S|482752|360058
20790197957894|17031390200|Census Tract 3902|303791|0|G5020|S|20740197957894|17031390200|Census Tract 3902|303791|0|G5020|S|303791|0
20790197957893|17031390300|Census Tract 3903|327051|0|G5020|S|20740197957893|17031390300|Census Tract 3903|327051|0|G5020|S|327051|0
20790197957892|17031390400|Census Tract 3904|326306|0|G5020|S|20740197957892|17031390400|Census Tract 3904|326306|0|G5020|S|326306|0
20790197957891|17031390500|Census Tract 3905|326519|0|G5020|S|20740197957891|17031390500|Census Tract 3905|326519|0|G5020|S|326519|0
20790197957890|17031390600|Census Tract 3906|324629|0|G5020|S|20740197957890|17031390600|Census Tract 3906|324629|0|G5020|S|324629|0
20790197957889|17031390700|Census Tract 3907|608424|820061|G5020|S|20740197957889|17031390700|Census Tract 3907|608424|820061|G5020|S|608424|820061
20790197957886|17031400300|Census Tract 4003|1385551|79000|G5020|S|20740197957886|17031400300|Census Tract 4003|1385551|79000|G5020|S|1385551|79000
20790197957885|17031400400|Census Tract 4004|326944|0|G5020|S|20740197957885|17031400400|Census Tract 4004|326944|0|G5020|S|326944|0
20790197957884|17031400500|Census Tract 4005|326149|0|G5020|S|20740197957884|17031400500|Census Tract 4005|326149|0|G5020|S|326149|0
20790197957881|17031400800|Census Tract 4008|493317|0|G5020|S|20740197957881|17031400800|Census Tract 4008|493317|0|G5020|S|493317|0
20790197957880|17031410100|Census Tract 4101|220901|265305|G5020|S|20740197957880|17031410100|Census Tract 4101|220901|265305|G5020|S|220901|265305
20790197957879|17031410200|Census Tract 4102|64827|0|G5020|S|20740197957879|17031410200|Census Tract 4102|64827|0|G5020|S|64827|0
20790197957876|17031410500|Census Tract 4105|263011|0|G5020|S|20740197957876|17031410500|Census Tract 4105|263011|0|G5020|S|263011|0
20790197957875|17031410600|Census Tract 4106|252245|0|G5020|S|20740197957875|17031410600|Census Tract 4106|252245|0|G5020|S|252245|0
20790197957874|17031410700|Census Tract 4107|259923|0|G5020|S|20740197957874|17031410700|Census Tract 4107|259923|0|G5020|S|259923|0
20790197957873|17031410800|Census Tract 4108|249520|0|G5020|S|20740197957873|17031410800|Census Tract 4108|249520|0|G5020|S|249520|0
20790197957872|17031410900|Census Tract 4109|387624|578244|G5020|S|20740197957872|17031410900|Census Tract 4109|387624|578244|G5020|S|387624|578244
20790197957871|17031411000|Census Tract 4110|745892|1150922|G5020|S|20740197957871|17031411000|Census Tract 4110|745934|1150922|G5020|S|745892|1150922
20790197957870|17031411100|Census Tract 4111|283324|0|G5020|S|20740197957871|17031411000|Census Tract 4110|745934|1150922|G5020|S|42|0
20790197957870|17031411100|Census Tract 4111|283324|0|G5020|S|20740197957870|17031411100|Census Tract 4111|283282|0|G5020|S|283282|0
20790197957869|17031411200|Census Tract 4112|402990|0|G5020|S|20740197957869|17031411200|Census Tract 4112|402990|0|G5020|S|402990|0
20790197957866|17031420100|Census Tract 4201|761045|623125|G5020|S|20740197957866|17031420100|Census Tract 4201|761045|623125|G5020|S|761045|623125
20790197957865|17031420200|Census Tract 4202|277261|0|G5020|S|20740197957865|17031420200|Census Tract 4202|277261|0|G5020|S|277261|0
20790197957864|17031420300|Census Tract 4203|245119|0|G5020|S|20740197957864|17031420300|Census Tract 4203|245119|0|G5020|S|245119|0
20790197957863|17031420400|Census Tract 4204|245128|0|G5020|S|20740197957863|17031420400|Census Tract 4204|245128|0|G5020|S|245128|0
20790197957862|17031420500|Census Tract 4205|245980|0|G5020|S|20740197957862|17031420500|Census Tract 4205|245980|0|G5020|S|245980|0
20790197948964|17031420600|Census Tract 4206|243609|0|G5020|S|20740197948964|17031420600|Census Tract 4206|243609|0|G5020|S|243609|0
20790197948963|17031420700|Census Tract 4207|650530|0|G5020|S|20740197948963|17031420700|Census Tract 4207|650530|0|G5020|S|650530|0
20790197948962|17031420800|Census Tract 4208|347603|0|G5020|S|20740197948962|17031420800|Census Tract 4208|347603|0|G5020|S|347603|0
20790197948958|17031421200|Census Tract 4212|325749|0|G5020|S|20740197948958|17031421200|Census Tract 4212|325749|0|G5020|S|325749|0
207903704492058|17031430101|Census Tract 4301.01|327083|0|G5020|S|207403704492058|17031430101|Census Tract 4301.01|327083|0|G5020|S|327083|0
207903704492033|17031430102|Census Tract 4301.02|454086|542570|G5020|S|207403704492033|17031430102|Census Tract 4301.02|454086|542570|G5020|S|454086|542570
20790197948956|17031430200|Census Tract 4302|661348|0|G5020|S|20740197948956|17031430200|Census Tract 4302|661348|0|G5020|S|661348|0
20790197948955|17031430300|Census Tract 4303|406133|0|G5020|S|20740197948955|17031430300|Census Tract 4303|406133|0|G5020|S|406133|0
20790197948954|17031430400|Census Tract 4304|547730|0|G5020|S|20740197948954|17031430400|Census Tract 4304|548002|0|G5020|S|547730|0
20790197948953|17031430500|Census Tract 4305|342833|0|G5020|S|20740197948953|17031430500|Census Tract 4305|342833|0|G5020|S|342833|0
20790197948952|17031430600|Census Tract 4306|333359|0|G5020|S|20740197948952|17031430600|Census Tract 4306|333359|0|G5020|S|333359|0
20790197948951|17031430700|Census Tract 4307|189450|178320|G5020|S|20740197948951|17031430700|Census Tract 4307|189450|178320|G5020|S|189450|178320
20790197948950|17031430800|Census Tract 4308|328071|0|G5020|S|20740197948950|17031430800|Census Tract 4308|328071|0|G5020|S|328071|0
20790197948949|17031430900|Census Tract 4309|336518|0|G5020|S|20740197948949|17031430900|Census Tract 4309|336518|0|G5020|S|336518|0
20790197948946|17031431200|Census Tract 4312|655295|0|G5020|S|20740197948946|17031431200|Census Tract 4312|655295|0|G5020|S|655295|0
207903704491982|17031431301|Census Tract 4313.01|404025|0|G5020|S|207403704491982|17031431301|Census Tract 4313.01|404025|0|G5020|S|404025|0
207903704491987|17031431302|Census Tract 4313.02|437419|0|G5020|S|207403704491987|17031431302|Census Tract 4313.02|437419|0|G5020|S|437419|0
20790197948944|17031431400|Census Tract 4314|1084987|1126154|G5020|S|20740197948944|17031431400|Census Tract 4314|1084987|1126154|G5020|S|1084987|1126154
207903704491980|17031440101|Census Tract 4401.01|377008|0|G5020|S|207403704491980|17031440101|Census Tract 4401.01|382677|0|G5020|S|377008|0
207903704492034|17031440102|Census Tract 4401.02|627506|0|G5020|S|207403704492034|17031440102|Census Tract 4401.02|627506|0|G5020|S|627506|0
207903704491873|17031440201|Census Tract 4402.01|531454|0|G5020|S|207403704491873|17031440201|Census Tract 4402.01|531454|0|G5020|S|531454|0
207903704492046|17031440202|Census Tract 4402.02|781698|0|G5020|S|207403704492046|17031440202|Census Tract 4402.02|781698|0|G5020|S|781698|0
20790197948941|17031440300|Census Tract 4403|1295106|0|G5020|S|20740197948941|17031440300|Census Tract 4403|1295106|0|G5020|S|1295106|0
20790197948938|17031440600|Census Tract 4406|666619|0|G5020|S|20740197948938|17031440600|Census Tract 4406|666619|0|G5020|S|666619|0
20790197948937|17031440700|Census Tract 4407|327461|0|G5020|S|20740197948937|17031440700|Census Tract 4407|327461|0|G5020|S|327461|0
20790197948936|17031440800|Census Tract 4408|279123|0|G5020|S|20740197948936|17031440800|Census Tract 4408|279123|0|G5020|S|279123|0
20790197948935|17031440900|Census Tract 4409|742630|0|G5020|S|20740197948935|17031440900|Census Tract 4409|742630|0|G5020|S|742630|0
20790197948932|17031450300|Census Tract 4503|1366771|0|G5020|S|20740197948932|17031450300|Census Tract 4503|1366771|0|G5020|S|1366771|0
20790197948931|17031460100|Census Tract 4601|2964055|2514274|G5020|S|20740197948931|17031460100|Census Tract 4601|2964055|2514274|G5020|S|2964055|2514274
20790197948930|17031460200|Census Tract 4602|600282|0|G5020|S|20740197948930|17031460200|Census Tract 4602|600282|0|G5020|S|600282|0
207903704492001|17031460301|Census Tract 4603.01|485612|0|G5020|S|207403704492001|17031460301|Census Tract 4603.01|485612|0|G5020|S|485612|0
207903704491991|17031460302|Census Tract 4603.02|648832|0|G5020|S|207403704491991|17031460302|Census Tract 4603.02|648832|0|G5020|S|648832|0
20790197948928|17031460400|Census Tract 4604|652525|0|G5020|S|20740197948928|17031460400|Census Tract 4604|652525|0|G5020|S|652525|0
20790197948927|17031460500|Census Tract 4605|1277228|0|G5020|S|20740197948927|17031460500|Census Tract 4605|1277228|0|G5020|S|1277228|0
2079015665088917|17031460800|Census Tract 4608|683234|0|G5020|S|20740197948926|17031460600|Census Tract 4606|260611|0|G5020|S|260611|0
2079015665088917|17031460800|Census Tract 4608|683234|0|G5020|S|20740197948925|17031460700|Census Tract 4607|422623|0|G5020|S|422623|0
20790197948922|17031461000|Census Tract 4610|561859|59596|G5020|S|20740197948922|17031461000|Census Tract 4610|561859|59596|G5020|S|561859|59596
20790197948921|17031470100|Census Tract 4701|1589028|0|G5020|S|20740197948921|17031470100|Census Tract 4701|1589028|0|G5020|S|1589028|0
20790197948920|17031480100|Census Tract 4801|659618|0|G5020|S|20740197948920|17031480100|Census Tract 4801|668577|0|G5020|S|659618|0
20790197948919|17031480200|Census Tract 4802|286108|0|G5020|S|20740197948919|17031480200|Census Tract 4802|286108|0|G5020|S|286108|0
20790197948918|17031480300|Census Tract 4803|415735|0|G5020|S|20740197948918|17031480300|Census Tract 4803|415735|0|G5020|S|415735|0
20790197948917|17031480400|Census Tract 4804|1809911|0|G5020|S|20740197948917|17031480400|Census Tract 4804|1809911|0|G5020|S|1809911|0
20790197948916|17031480500|Census Tract 4805|1363482|0|G5020|S|20740197948920|17031480100|Census Tract 4801|668577|0|G5020|S|8959|0
20790197948916|17031480500|Census Tract 4805|1363482|0|G5020|S|20740197948916|17031480500|Census Tract 4805|1354900|0|G5020|S|1354523|0
2079015665089773|17031490200|Census Tract 4902|870444|0|G5020|S|20740197948913|17031490300|Census Tract 4903|632685|0|G5020|S|632685|0
2079015665089773|17031490200|Census Tract 4902|870444|0|G5020|S|20740197948912|17031490400|Census Tract 4904|237759|0|G5020|S|237759|0
20790197948911|17031490500|Census Tract 4905|1424111|0|G5020|S|20740197948911|17031490500|Census Tract 4905|1425891|0|G5020|S|1424111|0
20790197948910|17031490600|Census Tract 4906|683115|0|G5020|S|20740197948910|17031490600|Census Tract 4906|683115|0|G5020|S|683115|0
20790197948909|17031490700|Census Tract 4907|639811|0|G5020|S|20740197948909|17031490700|Census Tract 4907|639811|0|G5020|S|639811|0
20790197948908|17031490800|Census Tract 4908|1081033|0|G5020|S|20740197948911|17031490500|Census Tract 4905|1425891|0|G5020|S|1780|0
20790197948908|17031490800|Census Tract 4908|1081033|0|G5020|S|20740197948908|17031490800|Census Tract 4908|1079253|0|G5020|S|1079253|0
207903704491914|17031490901|Census Tract 4909.01|845452|0|G5020|S|207403704491914|17031490901|Census Tract 4909.01|845452|0|G5020|S|845452|0
207903704491915|17031490902|Census Tract 4909.02|1196066|0|G5020|S|207403704491915|17031490902|Census Tract 4909.02|1196066|0|G5020|S|1196066|0
20790197948907|17031491000|Census Tract 4910|1277974|0|G5020|S|20740197948907|17031491000|Census Tract 4910|1277974|0|G5020|S|1277974|0
20790197948906|17031491100|Census Tract 4911|1321949|0|G5020|S|20740197948906|17031491100|Census Tract 4911|1321949|0|G5020|S|1321949|0
20790197948905|17031491200|Census Tract 4912|649492|0|G5020|S|20740197948905|17031491200|Census Tract 4912|649492|0|G5020|S|649492|0
20790197948599|17031491300|Census Tract 4913|646033|0|G5020|S|20740197948599|17031491300|Census Tract 4913|646033|0|G5020|S|646033|0
20790197951510|17031491400|Census Tract 4914|829869|0|G5020|S|20740197951510|17031491400|Census Tract 4914|829869|0|G5020|S|829869|0
20790197948593|17031500100|Census Tract 5001|2651676|0|G5020|S|20740197948593|17031500100|Census Tract 5001|2652722|0|G5020|S|2651676|0
20790197951508|17031500200|Census Tract 5002|2042414|0|G5020|S|20740197951508|17031500200|Census Tract 5002|2042414|0|G5020|S|2042414|0
20790197950033|17031500300|Census Tract 5003|709172|0|G5020|S|20740197950033|17031500300|Census Tract 5003|709172|0|G5020|S|709172|0
20790197948904|17031510100|Census Tract 5101|2147646|220086|G5020|S|20740197948904|17031510100|Census Tract 5101|2147646|220086|G5020|S|2147646|220086
20790197948903|17031510200|Census Tract 5102|1277946|0|G5020|S|20740197948903|17031510200|Census Tract 5102|1277946|0|G5020|S|1277946|0
20790197951511|17031510300|Census Tract 5103|2958348|0|G5020|S|20740197948593|17031500100|Census Tract 5001|2652722|0|G5020|S|1046|0
20790197951511|17031510300|Census Tract 5103|2958348|0|G5020|S|20740197951511|17031510300|Census Tract 5103|2957302|0|G5020|S|2957302|0
20790197949051|17031520100|Census Tract 5201|2581898|521681|G5020|S|20740197949051|17031520100|Census Tract 5201|2587881|521681|G5020|S|2581898|521681
20790197948902|17031520200|Census Tract 5202|1108055|109644|G5020|S|20740197948902|17031520200|Census Tract 5202|1108055|109644|G5020|S|1108055|109644
20790197948901|17031520300|Census Tract 5203|958354|0|G5020|S|20740197948901|17031520300|Census Tract 5203|958354|0|G5020|S|958354|0
20790197949019|17031520400|Census Tract 5204|725278|0|G5020|S|20740197949051|17031520100|Census Tract 5201|2587881|521681|G5020|S|5983|0
20790197949019|17031520400|Census Tract 5204|725278|0|G5020|S|20740197949019|17031520400|Census Tract 5204|719295|0|G5020|S|719295|0
20790197950331|17031520500|Census Tract 5205|1050138|0|G5020|S|20740197950331|17031520500|Census Tract 5205|1050138|0|G5020|S|1050138|0
20790197948900|17031520600|Census Tract 5206|1089377|0|G5020|S|20740197948900|17031520600|Census Tract 5206|1089377|0|G5020|S|1089377|0
20790197951509|17031530100|Census Tract 5301|649937|0|G5020|S|20740197951509|17031530100|Census Tract 5301|649937|0|G5020|S|649937|0
20790197951507|17031530200|Census Tract 5302|1297343|0|G5020|S|20740197951507|17031530200|Census Tract 5302|1297343|0|G5020|S|1297343|0
20790197948594|17031530300|Census Tract 5303|1308194|0|G5020|S|20740197948594|17031530300|Census Tract 5303|1308194|0|G5020|S|1308194|0
20790197948596|17031530400|Census Tract 5304|1312063|0|G5020|S|20740197948596|17031530400|Census Tract 5304|1312063|0|G5020|S|1312063|0
207903704491881|17031530501|Census Tract 5305.01|1296493|0|G5020|S|207403704491881|17031530501|Census Tract 5305.01|1296493|0|G5020|S|1296493|0
207903704491911|17031530502|Census Tract 5305.02|706252|101712|G5020|S|207403704491911|17031530502|Census Tract 5305.02|706252|101712|G5020|S|706252|101712
207903704491905|17031530503|Census Tract 5305.03|1598487|57148|G5020|S|207403704491905|17031530503|Census Tract 5305.03|1582196|55795|G5020|S|1582196|55795
207903704491905|17031530503|Census Tract 5305.03|1598487|57148|G5020|S|20740197951505|17031821402|Census Tract 8214.02|1693145|93830|G5020|S|16291|1353
20790197950780|17031530600|Census Tract 5306|966243|67959|G5020|S|20740197950780|17031530600|Census Tract 5306|966243|67959|G5020|S|966243|67959
207903704491874|17031540101|Census Tract 5401.01|3357305|508399|G5020|S|207403704491874|17031540101|Census Tract 5401.01|3357305|508399|G5020|S|3357305|508399
207903704491878|17031540102|Census Tract 5401.02|5297055|0|G5020|S|207403704491878|17031540102|Census Tract 5401.02|5297055|0|G5020|S|5297055|0
20790197949004|17031550100|Census Tract 5501|7189486|1132186|G5020|S|20740197949004|17031550100|Census Tract 5501|7189486|1132186|G5020|S|7189486|1132186
20790197949624|17031550200|Census Tract 5502|5093938|283388|G5020|S|20740197949624|17031550200|Census Tract 5502|5093938|283388|G5020|S|5093938|283388
20790197948899|17031560100|Census Tract 5601|693892|48984|G5020|S|20740197948899|17031560100|Census Tract 5601|693892|48984|G5020|S|693892|48984
20790197948898|17031560200|Census Tract 5602|662049|0|G5020|S|20740197948898|17031560200|Census Tract 5602|662049|0|G5020|S|662049|0
20790197948897|17031560300|Census Tract 5603|653932|0|G5020|S|20740197948897|17031560300|Census Tract 5603|653932|0|G5020|S|653932|0
20790197948896|17031560400|Census Tract 5604|339633|0|G5020|S|20740197948896|17031560400|Census Tract 5604|339633|0|G5020|S|339633|0
20790197948893|17031560700|Census Tract 5607|661239|0|G5020|S|20740197948893|17031560700|Census Tract 5607|661239|0|G5020|S|661239|0
20790197948892|17031560800|Census Tract 5608|1321148|0|G5020|S|20740197948892|17031560800|Census Tract 5608|1321148|0|G5020|S|1321148|0
20790197948891|17031560900|Census Tract 5609|1319260|0|G5020|S|20740197948891|17031560900|Census Tract 5609|1319260|0|G5020|S|1319260|0
20790197948890|17031561000|Census Tract 5610|1328253|0|G5020|S|20740197948890|17031561000|Census Tract 5610|1328253|0|G5020|S|1328253|0
20790197948889|17031561100|Census Tract 5611|1321993|0|G5020|S|20740197948889|17031561100|Census Tract 5611|1321993|0|G5020|S|1321993|0
20790197948886|17031570100|Census Tract 5701|1523744|0|G5020|S|20740197948886|17031570100|Census Tract 5701|1523744|0|G5020|S|1523744|0
20790197948885|17031570200|Census Tract 5702|1763887|0|G5020|S|20740197948885|17031570200|Census Tract 5702|1763887|0|G5020|S|1763887|0
20790197948884|17031570300|Census Tract 5703|980167|0|G5020|S|20740197948884|17031570300|Census Tract 5703|980167|0|G5020|S|980167|0
20790197948883|17031570400|Census Tract 5704|463390|0|G5020|S|20740197948883|17031570400|Census Tract 5704|463390|0|G5020|S|463390|0
20790197948882|17031570500|Census Tract 5705|423598|0|G5020|S|20740197948882|17031570500|Census Tract 5705|423598|0|G5020|S|423598|0
20790197948881|17031580100|Census Tract 5801|763337|0|G5020|S|20740197948881|17031580100|Census Tract 5801|763337|0|G5020|S|763337|0
20790197948880|17031580200|Census Tract 5802|729817|0|G5020|S|20740197948880|17031580200|Census Tract 5802|729817|0|G5020|S|729817|0
20790197948879|17031580300|Census Tract 5803|471020|0|G5020|S|20740197948879|17031580300|Census Tract 5803|471020|0|G5020|S|471020|0
20790197948878|17031580400|Census Tract 5804|1316120|0|G5020|S|20740197948878|17031580400|Census Tract 5804|1316120|0|G5020|S|1316120|0
207903704491967|17031580501|Census Tract 5805.01|492117|0|G5020|S|207403704491967|17031580501|Census Tract 5805.01|492117|0|G5020|S|492117|0
207903704491968|17031580502|Census Tract 5805.02|494416|0|G5020|S|207403704491968|17031580502|Census Tract 5805.02|494416|0|G5020|S|494416|0
20790197948876|17031580600|Census Tract 5806|492790|0|G5020|S|20740197948876|17031580600|Census Tract 5806|492790|0|G5020|S|492790|0
20790197948875|17031580700|Census Tract 5807|550116|0|G5020|S|20740197948875|17031580700|Census Tract 5807|550116|0|G5020|S|550116|0
20790197948874|17031580800|Census Tract 5808|183294|0|G5020|S|20740197948874|17031580800|Census Tract 5808|183294|0|G5020|S|183294|0
20790197948866|17031590500|Census Tract 5905|572106|24222|G5020|S|20740197948866|17031590500|Census Tract 5905|572106|24222|G5020|S|572106|24222
20790197948865|17031590600|Census Tract 5906|347982|0|G5020|S|20740197948865|17031590600|Census Tract 5906|347982|0|G5020|S|347982|0
20790197948864|17031590700|Census Tract 5907|869830|12614|G5020|S|20740197948864|17031590700|Census Tract 5907|869830|12614|G5020|S|869830|12614
20790197948860|17031600400|Census Tract 6004|327229|0|G5020|S|20740197948860|17031600400|Census Tract 6004|327229|0|G5020|S|327229|0
20790197948858|17031600600|Census Tract 6006|394134|11665|G5020|S|20740197948858|17031600600|Census Tract 6006|394134|0|G5020|S|394134|0
20790197948858|17031600600|Census Tract 6006|394134|11665|G5020|S|207403704497550|17031843200|Census Tract 8432|2788963|365125|G5020|S|0|11665
20790197948857|17031600700|Census Tract 6007|447251|39858|G5020|S|20740197948857|17031600700|Census Tract 6007|447251|23275|G5020|S|447251|23275
20790197948857|17031600700|Census Tract 6007|447251|39858|G5020|S|207403704497550|17031843200|Census Tract 8432|2788963|365125|G5020|S|0|16583
