OID_TRACT_20|GEOID_TRACT_20|NAMELSAD_TRACT_20|AREALAND_TRACT_20|AREAWATER_TRACT_20|MTFCC_TRACT_20|FUNCSTAT_TRACT_20|OID_TRACT_10|GEOID_TRACT_10|NAMELSAD_TRACT_10|AREALAND_TRACT_10|AREAWATER_TRACT_10|MTFCC_TRACT_10|FUNCSTAT_TRACT_10|AREALAND_PART|AREAWATER_PART
207903700214015|55003940000|Census Tract 9400|567097187|20990356|G5020|S|207403700214015|55003940000|Census Tract 9400|561420555|20991044|G5020|S|561420555|20990356
207903700214015|55003940000|Census Tract 9400|567097187|20990356|G5020|S|20740688617489|55003950500|Census Tract 9505|341111873|2301643|G5020|S|5676632|0
20790688617486|55003950300|Census Tract 9503|5613671|63299|G5020|S|20740688617486|55003950300|Census Tract 9503|5645655|5410|G5020|S|5613671|0
20790688617486|55003950300|Census Tract 9503|5613671|63299|G5020|S|207403700214085|55003950800|Census Tract 9508|223228094|1075422541|G5020|S|0|63299
20790688617487|55003950400|Census Tract 9504|8534364|198305|G5020|S|20740688617487|55003950400|Census Tract 9504|8533756|207191|G5020|S|8532172|54175
20790688617487|55003950400|Census Tract 9504|8534364|198305|G5020|S|207403700214085|55003950800|Census Tract 9508|223228094|1075422541|G5020|S|2192|144130
20790688617489|55003950500|Census Tract 9505|335435241|2301643|G5020|S|20740688617489|55003950500|Census Tract 9505|341111873|2301643|G5020|S|335435241|2301643
20790688617490|55003950600|Census Tract 9506|519304885|10419297|G5020|S|20740688617490|55003950600|Census Tract 9506|519304885|10419297|G5020|S|519304885|10419297
20790688617488|55003950700|Census Tract 9507|1047215553|7834735|G5020|S|20740688617488|55003950700|Census Tract 9507|1047215553|7834735|G5020|S|1047215553|7834735
207903700214085|55003950800|Census Tract 9508|223257886|1075374226|G5020|S|207403700214015|55003940000|Census Tract 9400|561420555|20991044|G5020|S|0|688
207903700214085|55003950800|Census Tract 9508|223257886|1075374226|G5020|S|20740688617486|55003950300|Census Tract 9503|5645655|5410|G5020|S|31984|5410
207903700214085|55003950800|Census Tract 9508|223257886|1075374226|G5020|S|20740688617487|55003950400|Census Tract 9504|8533756|207191|G5020|S|0|153016
207903700214085|55003950800|Census Tract 9508|223257886|1075374226|G5020|S|207403700214085|55003950800|Census Tract 9508|223228094|1075422541|G5020|S|223225902|1075215112
20790688617483|55003990000|Census Tract 9900|0|2113546457|G5020|S|20740688617483|55003990000|Census Tract 9900|0|2113546457|G5020|S|0|2113546457
20790688937390|55005000100|Census Tract 1|337509256|22915982|G5020|S|20740688937390|55005000100|Census Tract 1|337509256|22915982|G5020|S|337509256|22915982
20790688937394|55005000200|Census Tract 2|182546777|13478044|G5020|S|20740688937394|55005000200|Census Tract 2|182546777|13478044|G5020|S|182546777|13478044
20790688937392|55005000300|Census Tract 3|254660510|8467853|G5020|S|20740688937392|55005000300|Census Tract 3|254660510|8467853|G5020|S|254660510|8467853
20790688937388|55005000400|Census Tract 4|216729567|823652|G5020|S|20740688937388|55005000400|Census Tract 4|216731215|823652|G5020|S|216729567|823652
20790688937393|55005000500|Census Tract 5|20600571|0|G5020|S|20740688937388|55005000400|Census Tract 4|216731215|823652|G5020|S|1648|0
20790688937393|55005000500|Census Tract 5|20600571|0|G5020|S|20740688937393|55005000500|Census Tract 5|20598923|0|G5020|S|20598923|0
2079015482503389|55005000601|Census Tract 6.01|7933306|1178828|G5020|S|20740688937396|55005000600|Census Tract 6|18408089|4697846|G5020|S|7933306|1178828
2079015482503380|55005000602|Census Tract 6.02|10474783|3519018|G5020|S|20740688937396|55005000600|Census Tract 6|18408089|4697846|G5020|S|10474783|3519018
20790688937389|55005000800|Census Tract 8|272422004|1404744|G5020|S|20740688937389|55005000800|Census Tract 8|272422004|1404744|G5020|S|272422004|1404744
20790688937391|55005000900|Census Tract 9|563127170|1419103|G5020|S|20740688937391|55005000900|Census Tract 9|563127170|1419103|G5020|S|563127170|1419103
207903699640701|55005001001|Census Tract 10.01|201721407|1632853|G5020|S|207403699640701|55005001001|Census Tract 10.01|201721407|1632853|G5020|S|201721407|1632853
2079015482503384|55005001003|Census Tract 10.03|11030634|4918602|G5020|S|207403699755913|55005001002|Census Tract 10.02|167556059|14354439|G5020|S|11030634|4918602
2079015482503382|55005001004|Census Tract 10.04|156525425|9435837|G5020|S|207403699755913|55005001002|Census Tract 10.02|167556059|14354439|G5020|S|156525425|9435837
20790688430876|55007960100|Census Tract 9601|456035886|263274678|G5020|S|20740688430876|55007960100|Census Tract 9601|456035886|249668330|G5020|S|456035886|248961585
20790688430876|55007960100|Census Tract 9601|456035886|263274678|G5020|S|20740688430873|55007960300|Census Tract 9603|347276492|72695095|G5020|S|0|14313093
20790688430872|55007960200|Census Tract 9602|837962023|20742630|G5020|S|20740688430876|55007960100|Census Tract 9601|456035886|249668330|G5020|S|0|706745
20790688430872|55007960200|Census Tract 9602|837962023|20742630|G5020|S|20740688430872|55007960200|Census Tract 9602|837962023|20035885|G5020|S|837962023|20035885
20790688430873|55007960300|Census Tract 9603|347196228|58382002|G5020|S|20740688430873|55007960300|Census Tract 9603|347276492|72695095|G5020|S|347196228|58382002
2079015482494400|55007960401|Census Tract 9604.01|478689084|20123531|G5020|S|20740688430874|55007960400|Census Tract 9604|1308376831|27854159|G5020|S|478689084|20123531
2079015482494403|55007960402|Census Tract 9604.02|829769595|7730628|G5020|S|20740688617487|55003950400|Census Tract 9504|8533756|207191|G5020|S|1584|0
2079015482494403|55007960402|Census Tract 9604.02|829769595|7730628|G5020|S|20740688430873|55007960300|Census Tract 9603|347276492|72695095|G5020|S|80264|0
2079015482494403|55007960402|Census Tract 9604.02|829769595|7730628|G5020|S|20740688430874|55007960400|Census Tract 9604|1308376831|27854159|G5020|S|829687747|7730628
20790688430875|55007960600|Census Tract 9606|878024244|52886006|G5020|S|20740688430875|55007960600|Census Tract 9606|878024244|52886006|G5020|S|878024244|52886006
207903700234352|55007990000|Census Tract 9900|0|1037161438|G5020|S|207403700234352|55007990000|Census Tract 9900|0|1037161438|G5020|S|0|1037161438
20790483531338|55009000100|Census Tract 1|7277462|4547718|G5020|S|20740483531338|55009000100|Census Tract 1|7269206|4547718|G5020|S|7263921|4547718
20790483531338|55009000100|Census Tract 1|7277462|4547718|G5020|S|20740483531564|55009020502|Census Tract 205.02|21726940|11871690|G5020|S|13541|0
20790483531347|55009000200|Census Tract 2|3069089|0|G5020|S|20740483531347|55009000200|Census Tract 2|3069089|0|G5020|S|3069089|0
20790483531183|55009000302|Census Tract 3.02|2800416|0|G5020|S|20740483531183|55009000302|Census Tract 3.02|2800416|0|G5020|S|2800416|0
20790483531358|55009000303|Census Tract 3.03|1879554|0|G5020|S|20740483531358|55009000303|Census Tract 3.03|1879554|0|G5020|S|1879554|0
20790483531369|55009000401|Census Tract 4.01|2431787|0|G5020|S|20740483531369|55009000401|Census Tract 4.01|2431787|0|G5020|S|2431787|0
20790483531381|55009000402|Census Tract 4.02|1804300|0|G5020|S|20740483531381|55009000402|Census Tract 4.02|1804300|0|G5020|S|1804300|0
20790483531390|55009000500|Census Tract 5|1166418|0|G5020|S|20740483531390|55009000500|Census Tract 5|1166418|0|G5020|S|1166418|0
20790483531402|55009000600|Census Tract 6|2155723|0|G5020|S|20740483531402|55009000600|Census Tract 6|2155723|0|G5020|S|2155723|0
20790483531412|55009000700|Census Tract 7|2774662|0|G5020|S|20740483531412|55009000700|Census Tract 7|2444757|0|G5020|S|2444757|0
20790483531412|55009000700|Census Tract 7|2774662|0|G5020|S|20740483531261|55009021303|Census Tract 213.03|10012362|1477324|G5020|S|329905|0
20790483531421|55009000800|Census Tract 8|2861327|598876|G5020|S|20740483531421|55009000800|Census Tract 8|2083820|341425|G5020|S|2083820|331153
20790483531421|55009000800|Census Tract 8|2861327|598876|G5020|S|20740483531118|55009020800|Census Tract 208|2604088|433195|G5020|S|0|12470
20790483531421|55009000800|Census Tract 8|2861327|598876|G5020|S|20740483531129|55009020900|Census Tract 209|2001295|282605|G5020|S|0|333
20790483531421|55009000800|Census Tract 8|2861327|598876|G5020|S|20740483531261|55009021303|Census Tract 213.03|10012362|1477324|G5020|S|777507|254920
20790483531432|55009000900|Census Tract 9|3109814|160355|G5020|S|20740483531432|55009000900|Census Tract 9|3092108|162216|G5020|S|3092108|160355
20790483531432|55009000900|Census Tract 9|3109814|160355|G5020|S|20740483531452|55009001100|Census Tract 11|1032162|45542|G5020|S|804|0
20790483531432|55009000900|Census Tract 9|3109814|160355|G5020|S|207403699640871|55009001701|Census Tract 17.01|1856279|0|G5020|S|16902|0
20790483531443|55009001000|Census Tract 10|1485944|372038|G5020|S|20740483531432|55009000900|Census Tract 9|3092108|162216|G5020|S|0|1861
20790483531443|55009001000|Census Tract 10|1485944|372038|G5020|S|20740483531443|55009001000|Census Tract 10|1485944|369046|G5020|S|1485944|369046
20790483531443|55009001000|Census Tract 10|1485944|372038|G5020|S|20740483531452|55009001100|Census Tract 11|1032162|45542|G5020|S|0|1131
20790483531452|55009001100|Census Tract 11|1033462|48633|G5020|S|20740483531452|55009001100|Census Tract 11|1032162|45542|G5020|S|1031358|44109
20790483531452|55009001100|Census Tract 11|1033462|48633|G5020|S|20740483531463|55009001200|Census Tract 12|727168|27567|G5020|S|2104|4524
20790483531463|55009001200|Census Tract 12|725064|23345|G5020|S|20740483531452|55009001100|Census Tract 11|1032162|45542|G5020|S|0|302
20790483531463|55009001200|Census Tract 12|725064|23345|G5020|S|20740483531463|55009001200|Census Tract 12|727168|27567|G5020|S|725064|23043
20790483531474|55009001300|Census Tract 13|1378565|0|G5020|S|20740483531474|55009001300|Census Tract 13|1378565|0|G5020|S|1378565|0
20790483531485|55009001400|Census Tract 14|2162482|117771|G5020|S|20740483531485|55009001400|Census Tract 14|2161610|117582|G5020|S|2161610|117582
20790483531485|55009001400|Census Tract 14|2162482|117771|G5020|S|20740483531272|55009001600|Census Tract 16|3639067|25191|G5020|S|872|189
20790483531272|55009001600|Census Tract 16|3538241|8847|G5020|S|20740483531272|55009001600|Census Tract 16|3639067|25191|G5020|S|3219488|8847
20790483531272|55009001600|Census Tract 16|3538241|8847|G5020|S|207403699640750|55009020704|Census Tract 207.04|19189080|272084|G5020|S|318753|0
207903699640871|55009001701|Census Tract 17.01|1839377|0|G5020|S|207403699640871|55009001701|Census Tract 17.01|1856279|0|G5020|S|1839377|0
207903699640689|55009001702|Census Tract 17.02|2847071|0|G5020|S|207403699640689|55009001702|Census Tract 17.02|2847071|0|G5020|S|2847071|0
20790483531514|55009001801|Census Tract 18.01|11713129|34950|G5020|S|20740483531514|55009001801|Census Tract 18.01|11455286|34950|G5020|S|11455286|34950
20790483531514|55009001801|Census Tract 18.01|11713129|34950|G5020|S|20740483531530|55009020100|Census Tract 201|165898202|105015135|G5020|S|257843|0
20790483531522|55009001802|Census Tract 18.02|20140123|20678230|G5020|S|20740483531522|55009001802|Census Tract 18.02|19604413|20676600|G5020|S|19543154|20676600
20790483531522|55009001802|Census Tract 18.02|20140123|20678230|G5020|S|20740483531530|55009020100|Census Tract 201|165898202|105015135|G5020|S|596969|1630
20790483531542|55009002001|Census Tract 20.01|6976236|13298|G5020|S|20740483531542|55009002001|Census Tract 20.01|6976236|13298|G5020|S|6976236|13298
20790483531284|55009002002|Census Tract 20.02|3632749|0|G5020|S|20740483531272|55009001600|Census Tract 16|3639067|25191|G5020|S|2965|0
20790483531284|55009002002|Census Tract 20.02|3632749|0|G5020|S|20740483531284|55009002002|Census Tract 20.02|3619093|0|G5020|S|3581042|0
20790483531284|55009002002|Census Tract 20.02|3632749|0|G5020|S|207403699640750|55009020704|Census Tract 207.04|19189080|272084|G5020|S|48742|0
20790483531551|55009002003|Census Tract 20.03|13565397|16425|G5020|S|20740483531551|55009002003|Census Tract 20.03|13409521|16425|G5020|S|13409521|16425
20790483531551|55009002003|Census Tract 20.03|13565397|16425|G5020|S|207403699640850|55009020703|Census Tract 207.03|17666345|0|G5020|S|155876|0
20790483531097|55009010100|Census Tract 101|4789500|496893|G5020|S|20740483531097|55009010100|Census Tract 101|4775828|488245|G5020|S|4775828|488245
20790483531097|55009010100|Census Tract 101|4789500|496893|G5020|S|20740483531204|55009010201|Census Tract 102.01|3974247|1264241|G5020|S|0|2622
20790483531097|55009010100|Census Tract 101|4789500|496893|G5020|S|20740483531317|55009010300|Census Tract 103|17088388|618610|G5020|S|13672|0
20790483531097|55009010100|Census Tract 101|4789500|496893|G5020|S|20740483531261|55009021303|Census Tract 213.03|10012362|1477324|G5020|S|0|6026
20790483531204|55009010201|Census Tract 102.01|3937380|1275810|G5020|S|20740483531204|55009010201|Census Tract 102.01|3974247|1264241|G5020|S|3911275|1248624
20790483531204|55009010201|Census Tract 102.01|3937380|1275810|G5020|S|20740483531317|55009010300|Census Tract 103|17088388|618610|G5020|S|0|2338
20790483531204|55009010201|Census Tract 102.01|3937380|1275810|G5020|S|20740483531261|55009021303|Census Tract 213.03|10012362|1477324|G5020|S|10266|0
20790483531204|55009010201|Census Tract 102.01|3937380|1275810|G5020|S|20740483531216|55009940001|Census Tract 9400.01|138491174|1990649|G5020|S|15839|24848
20790483531306|55009010202|Census Tract 102.02|6542444|12251|G5020|S|20740483531306|55009010202|Census Tract 102.02|6462831|12251|G5020|S|6382843|12251
20790483531306|55009010202|Census Tract 102.02|6542444|12251|G5020|S|20740483531216|55009940001|Census Tract 9400.01|138491174|1990649|G5020|S|159601|0
20790483531317|55009010300|Census Tract 103|19256090|604753|G5020|S|20740483531317|55009010300|Census Tract 103|17088388|618610|G5020|S|17070231|604753
20790483531317|55009010300|Census Tract 103|19256090|604753|G5020|S|20740483531328|55009020702|Census Tract 207.02|118580459|58116|G5020|S|2186|0
20790483531317|55009010300|Census Tract 103|19256090|604753|G5020|S|20740483531618|55009021400|Census Tract 214|151162168|2529924|G5020|S|2183673|0
20790483531530|55009020100|Census Tract 201|165104649|105013505|G5020|S|20740483531522|55009001802|Census Tract 18.02|19604413|20676600|G5020|S|61259|0
20790483531530|55009020100|Census Tract 201|165104649|105013505|G5020|S|20740483531530|55009020100|Census Tract 201|165898202|105015135|G5020|S|165043390|105013505
207903699640786|55009020203|Census Tract 202.03|50269991|66823557|G5020|S|207403699640786|55009020203|Census Tract 202.03|50269991|66823557|G5020|S|50269991|66823557
207903699640726|55009020204|Census Tract 202.04|43845708|31170|G5020|S|207403699640726|55009020204|Census Tract 202.04|44019446|31170|G5020|S|43845708|31170
20790483531564|55009020502|Census Tract 205.02|21327415|11871690|G5020|S|20740483531338|55009000100|Census Tract 1|7269206|4547718|G5020|S|5285|0
20790483531564|55009020502|Census Tract 205.02|21327415|11871690|G5020|S|20740483531564|55009020502|Census Tract 205.02|21726940|11871690|G5020|S|21263362|11871690
20790483531564|55009020502|Census Tract 205.02|21327415|11871690|G5020|S|207403699640859|55009020503|Census Tract 205.03|8931075|0|G5020|S|55358|0
20790483531564|55009020502|Census Tract 205.02|21327415|11871690|G5020|S|20740483531216|55009940001|Census Tract 9400.01|138491174|1990649|G5020|S|2911|0
20790483531564|55009020502|Census Tract 205.02|21327415|11871690|G5020|S|20740483531497|55009940003|Census Tract 9400.03|4090031|0|G5020|S|499|0
207903699640756|55009020504|Census Tract 205.04|17566625|0|G5020|S|207403699640756|55009020504|Census Tract 205.04|17571409|0|G5020|S|17565800|0
207903699640756|55009020504|Census Tract 205.04|17566625|0|G5020|S|207403699640918|55009021600|Census Tract 216|88873540|63119|G5020|S|825|0
2079015504420749|55009020505|Census Tract 205.05|5909027|0|G5020|S|207403699640859|55009020503|Census Tract 205.03|8931075|0|G5020|S|5903418|0
2079015504420749|55009020505|Census Tract 205.05|5909027|0|G5020|S|207403699640756|55009020504|Census Tract 205.04|17571409|0|G5020|S|5609|0
2079015504420766|55009020506|Census Tract 205.06|3137804|0|G5020|S|207403699640726|55009020204|Census Tract 202.04|44019446|31170|G5020|S|165505|0
2079015504420766|55009020506|Census Tract 205.06|3137804|0|G5020|S|207403699640859|55009020503|Census Tract 205.03|8931075|0|G5020|S|2972299|0
20790483531295|55009020600|Census Tract 206|156007429|1108253|G5020|S|20740483531295|55009020600|Census Tract 206|156005029|1107536|G5020|S|156004836|1107536
20790483531295|55009020600|Census Tract 206|156007429|1108253|G5020|S|20740131874152|55061960500|Census Tract 9605|275057559|7585477|G5020|S|2593|717
20790483531328|55009020702|Census Tract 207.02|118250524|58116|G5020|S|20740483531317|55009010300|Census Tract 103|17088388|618610|G5020|S|4485|0
20790483531328|55009020702|Census Tract 207.02|118250524|58116|G5020|S|20740483531295|55009020600|Census Tract 206|156005029|1107536|G5020|S|193|0
20790483531328|55009020702|Census Tract 207.02|118250524|58116|G5020|S|20740483531328|55009020702|Census Tract 207.02|118580459|58116|G5020|S|118245846|58116
207903699640850|55009020703|Census Tract 207.03|17842896|0|G5020|S|20740483531328|55009020702|Census Tract 207.02|118580459|58116|G5020|S|332427|0
207903699640850|55009020703|Census Tract 207.03|17842896|0|G5020|S|207403699640850|55009020703|Census Tract 207.03|17666345|0|G5020|S|17510469|0
207903699640750|55009020704|Census Tract 207.04|19268869|135756|G5020|S|20740483531272|55009001600|Census Tract 16|3639067|25191|G5020|S|414407|119
207903699640750|55009020704|Census Tract 207.04|19268869|135756|G5020|S|20740483531284|55009002002|Census Tract 20.02|3619093|0|G5020|S|38051|0
207903699640750|55009020704|Census Tract 207.04|19268869|135756|G5020|S|207403699640750|55009020704|Census Tract 207.04|19189080|272084|G5020|S|18816411|135622
207903699640750|55009020704|Census Tract 207.04|19268869|135756|G5020|S|20740483531118|55009020800|Census Tract 208|2604088|433195|G5020|S|0|15
20790483531118|55009020800|Census Tract 208|2609178|502601|G5020|S|20740483531421|55009000800|Census Tract 8|2083820|341425|G5020|S|0|10272
20790483531118|55009020800|Census Tract 208|2609178|502601|G5020|S|20740483531272|55009001600|Census Tract 16|3639067|25191|G5020|S|1335|16036
20790483531118|55009020800|Census Tract 208|2609178|502601|G5020|S|207403699640750|55009020704|Census Tract 207.04|19189080|272084|G5020|S|3755|33661
20790483531118|55009020800|Census Tract 208|2609178|502601|G5020|S|20740483531118|55009020800|Census Tract 208|2604088|433195|G5020|S|2604088|420710
20790483531118|55009020800|Census Tract 208|2609178|502601|G5020|S|20740483531261|55009021303|Census Tract 213.03|10012362|1477324|G5020|S|0|21922
20790483531129|55009020900|Census Tract 209|2001983|314524|G5020|S|207403699640750|55009020704|Census Tract 207.04|19189080|272084|G5020|S|688|14631
20790483531129|55009020900|Census Tract 209|2001983|314524|G5020|S|20740483531129|55009020900|Census Tract 209|2001295|282605|G5020|S|2001295|282173
20790483531129|55009020900|Census Tract 209|2001983|314524|G5020|S|20740483531261|55009021303|Census Tract 213.03|10012362|1477324|G5020|S|0|17720
20790483531139|55009021000|Census Tract 210|2935393|657811|G5020|S|20740483531139|55009021000|Census Tract 210|2941894|631035|G5020|S|2935393|618878
20790483531139|55009021000|Census Tract 210|2935393|657811|G5020|S|20740483531261|55009021303|Census Tract 213.03|10012362|1477324|G5020|S|0|38933
20790483531162|55009021200|Census Tract 212|4061229|183467|G5020|S|207403699640750|55009020704|Census Tract 207.04|19189080|272084|G5020|S|731|88170
20790483531162|55009021200|Census Tract 212|4061229|183467|G5020|S|20740483531162|55009021200|Census Tract 212|4060498|95297|G5020|S|4060498|95297
20790483531227|55009021301|Census Tract 213.01|2592870|0|G5020|S|20740483531227|55009021301|Census Tract 213.01|2601354|0|G5020|S|2592870|0
20790483531238|55009021302|Census Tract 213.02|7250344|0|G5020|S|20740483531227|55009021301|Census Tract 213.01|2601354|0|G5020|S|8484|0
20790483531238|55009021302|Census Tract 213.02|7250344|0|G5020|S|20740483531238|55009021302|Census Tract 213.02|6813768|0|G5020|S|6813768|0
20790483531238|55009021302|Census Tract 213.02|7250344|0|G5020|S|20740483531261|55009021303|Census Tract 213.03|10012362|1477324|G5020|S|32486|0
20790483531238|55009021302|Census Tract 213.02|7250344|0|G5020|S|20740483531250|55009021304|Census Tract 213.04|4420478|0|G5020|S|53276|0
20790483531238|55009021302|Census Tract 213.02|7250344|0|G5020|S|20740483531216|55009940001|Census Tract 9400.01|138491174|1990649|G5020|S|124321|0
20790483531238|55009021302|Census Tract 213.02|7250344|0|G5020|S|20740483531193|55009940002|Census Tract 9400.02|11526279|17646|G5020|S|200750|0
20790483531238|55009021302|Census Tract 213.02|7250344|0|G5020|S|20740483531172|55009940004|Census Tract 9400.04|3368053|0|G5020|S|17259|0
20790483531261|55009021303|Census Tract 213.03|8847646|1163054|G5020|S|20740483531204|55009010201|Census Tract 102.01|3974247|1264241|G5020|S|62972|12995
20790483531261|55009021303|Census Tract 213.03|8847646|1163054|G5020|S|20740483531129|55009020900|Census Tract 209|2001295|282605|G5020|S|0|99
20790483531261|55009021303|Census Tract 213.03|8847646|1163054|G5020|S|20740483531139|55009021000|Census Tract 210|2941894|631035|G5020|S|0|12157
20790483531261|55009021303|Census Tract 213.03|8847646|1163054|G5020|S|20740483531261|55009021303|Census Tract 213.03|10012362|1477324|G5020|S|8784674|1137803
20790483531250|55009021304|Census Tract 213.04|4267366|0|G5020|S|20740483531261|55009021303|Census Tract 213.03|10012362|1477324|G5020|S|77524|0
20790483531250|55009021304|Census Tract 213.04|4267366|0|G5020|S|20740483531250|55009021304|Census Tract 213.04|4420478|0|G5020|S|4186553|0
20790483531250|55009021304|Census Tract 213.04|4267366|0|G5020|S|20740483531216|55009940001|Census Tract 9400.01|138491174|1990649|G5020|S|3289|0
20790483531618|55009021400|Census Tract 214|149014192|2553649|G5020|S|20740483531317|55009010300|Census Tract 103|17088388|618610|G5020|S|0|10856
20790483531618|55009021400|Census Tract 214|149014192|2553649|G5020|S|20740483531618|55009021400|Census Tract 214|151162168|2529924|G5020|S|148978495|2528087
20790483531618|55009021400|Census Tract 214|149014192|2553649|G5020|S|20740483531216|55009940001|Census Tract 9400.01|138491174|1990649|G5020|S|35697|14706
20790483531575|55009021500|Census Tract 215|187202834|349047|G5020|S|20740483531575|55009021500|Census Tract 215|187202834|349047|G5020|S|187202834|349047
207903699640918|55009021600|Census Tract 216|88880948|63119|G5020|S|207403699640726|55009020204|Census Tract 202.04|44019446|31170|G5020|S|8233|0
207903699640918|55009021600|Census Tract 216|88880948|63119|G5020|S|207403699640918|55009021600|Census Tract 216|88873540|63119|G5020|S|88872715|63119
20790483531193|55009940002|Census Tract 9400.02|11531935|0|G5020|S|20740483531216|55009940001|Census Tract 9400.01|138491174|1990649|G5020|S|655624|0
20790483531193|55009940002|Census Tract 9400.02|11531935|0|G5020|S|20740483531193|55009940002|Census Tract 9400.02|11526279|17646|G5020|S|10876311|0
20790483531497|55009940003|Census Tract 9400.03|4091739|0|G5020|S|20740483531564|55009020502|Census Tract 205.02|21726940|11871690|G5020|S|2207|0
20790483531497|55009940003|Census Tract 9400.03|4091739|0|G5020|S|20740483531497|55009940003|Census Tract 9400.03|4090031|0|G5020|S|4089532|0
20790483531172|55009940004|Census Tract 9400.04|3778032|0|G5020|S|20740483531564|55009020502|Census Tract 205.02|21726940|11871690|G5020|S|427238|0
20790483531172|55009940004|Census Tract 9400.04|3778032|0|G5020|S|20740483531172|55009940004|Census Tract 9400.04|3368053|0|G5020|S|3350794|0
2079015504420745|55009940005|Census Tract 9400.05|36598058|246228|G5020|S|20740483531564|55009020502|Census Tract 205.02|21726940|11871690|G5020|S|20592|0
2079015504420745|55009940005|Census Tract 9400.05|36598058|246228|G5020|S|20740483531216|55009940001|Census Tract 9400.01|138491174|1990649|G5020|S|36138784|228582
2079015504420745|55009940005|Census Tract 9400.05|36598058|246228|G5020|S|20740483531193|55009940002|Census Tract 9400.02|11526279|17646|G5020|S|438682|17646
2079015504420751|55009940006|Census Tract 9400.06|64004969|361708|G5020|S|20740483531216|55009940001|Census Tract 9400.01|138491174|1990649|G5020|S|63994433|361708
