CITY,ACTIVE,FED_RSSD,CERT,STALP,NAME,ID,ASSET
Chicago,1,757377,29009,IL,Liberty Bank for Savings,29009,857594
Viroqua,0,756875,29010,WI,Viroqua Federal Savings and Loan Association,29010,38870
Mansfield,1,943675,29011,OH,Mechanics Bank,29011,885494
Olympia,1,881478,29012,WA,Heritage Bank,29012,8492771
Lawton,0,695170,29013,OK,"Home Savings Bank, FA",29013,264146
Columbia,0,880976,29014,TN,Maury Federal Savings Bank,29014,48773
Hollywood,0,883575,29015,FL,"Hollywood Federal Bank, A Federal Savings Bank",29015,1525465
Chester,0,759474,29016,VA,Pioneer Federal Savings Bank,29016,378633
Florissant,0,944177,29017,MO,Cass Federal Savings and Loan Association of St Louis,29017,44909
Hattiesburg,0,758972,29018,MS,Magnolia Federal Bank for Savings,29018,1281258
Wewoka,0,884077,29019,OK,First Federal Savings and Loan Association of Wewoka,29019,32917
Mcminnville,0,724762,2902,OR,The First National Bank of McMinnville,2902,39240
Bellevue,0,760779,29020,OH,Industrial Savings and Loan Association,29020,423002
Columbia,0,697277,29021,IL,Columbia Savings and Loan Association,29021,
Chicago,0,696775,29022,IL,Chicago Federal Savings and Loan Association,29022,
Summit,0,885672,29023,IL,Summit First Federal Savings and Loan Association,29023,57798
Bedford,1,946274,29024,IN,Bedford Federal Savings Bank,29024,285547
Merrillville,0,761271,29025,IN,Pinnacle Bank,29025,488928
Hobart,0,945772,29026,IN,MainSource Bank - Hobart,29026,3540
Lynnwood,0,699374,29027,WA,Pioneer Savings Bank,29027,932474
New Iberia,0,886174,29028,LA,Teche Federal Bank,29028,861055
Mccomb,0,762876,29029,MS,First Federal Savings and Loan Association,29029,29812
Clayton,0,455178,29030,MO,First Bank A Savings Bank,29030,717219
New Castle,0,700672,29031,IN,Ameriana Bank,29031,462551
Glenolden,0,948371,29032,PA,Glenolden Savings and Loan Association,29032,35369
Hatfield,0,947879,29033,PA,North Penn Savings Association,29033,
London,0,763378,29034,KY,London Federal Savings and Loan Association,29034,31486
Chester,1,888271,29035,WV,"Hancock County Savings Bank, F.S.B.",29035,496919
Baldwin,0,764973,29036,NY,Beacon Federal Savings Bank,29036,405964
Melville,0,887779,29037,NY,"The Long Island Savings Bank, FSB",29037,6569936
Rusk,0,701174,29038,TX,Rusk Federal Savings and Loan Association,29038,27426
Cedar Falls,0,611572,29039,IA,Cedar Falls Savings and Loan Association,29039,
Cedar Falls,0,797074,29040,IA,Family Federal Savings and Loan Association,29040,
Thief River Falls,0,765475,29041,MN,First Federal Savings and Loan Association of Thief River Falls,29041,54605
Rochester,0,796572,29042,MN,Home Federal Savings Bank,29042,1095065
Boise,0,612074,29043,ID,Provident Federal Savings and Loan Association,29043,222304
Philadelphia,0,0,29044,PA,Benjamin Franklin Federal Savings and Loan Association,29044,
Kirksville,0,798679,29045,MO,Kirksville Federal Savings Bank,29045,134083
Fergus Falls,0,949976,29046,MN,"Home Owners Savings Bank, FSB",29046,134157
Lees Summit,1,950178,29047,MO,First Federal Bank of Kansas City,29047,990770
Pine Bluff,0,703271,29048,AR,"Firstsouth, FA",29048,1680854
Lake City,0,890078,29049,MN,Lake City Federal Bank,29049,73772
Shenandoah,0,799171,29050,IA,"First Federal Bank, FSB",29050,20663
Chicago,0,0,29051,IL,Brighton Federal Savings and Loan Association,29051,
Freeport,0,702779,29052,IL,First Federal Savings and Loan Association of Freeport,29052,27417
Chattanooga,0,614171,29053,TN,"First Federal Bank, F.S.B.",29053,1017149
La Follette,0,951773,29054,TN,"First Bank of East Tennessee, National Association",29054,85122
University City,0,0,29055,MO,Mutual Federal Savings and Loan Association of University City,29055,
Evansville,1,613679,29056,IN,First Federal Savings Bank,29056,578952
Indianapolis,0,889876,29057,IN,"First Indiana Bank, National Association",29057,2113186
Renton,0,768074,29058,WA,First Financial Northwest Bank,29058,1439590
Tucumcari,1,767572,29059,NM,Tucumcari Federal Savings and Loan Association,29059,38880
Columbia,0,952275,29060,SC,Security Federal Savings Bank,29060,759158
Tarboro,1,800479,29061,NC,"Tarboro Savings Bank, SSB",29061,54568
Burlington,0,803078,29062,NC,"Community Savings Bank, SSB",29062,202735
Belle Glade,0,802576,29063,FL,Everglades Federal Savings and Loan Association,29063,
Camden,0,616278,29064,SC,First Federal Savings and Loan Association of Camden,29064,98068
Elberton,0,615776,29065,GA,Elberton Federal Savings and Loan Association,29065,26597
Del Norte,1,705378,29066,CO,Del Norte Bank,29066,152294
Wheeling,0,892175,29067,WV,Fed One Bank,29067,362776
Logan,0,704876,29068,WV,First Federal Savings and Loan Association,29068,
Coldwater,0,891673,29069,MI,Monarch Community Bank,29069,168915
Van Nuys,0,804673,29070,CA,Valley Federal Savings and Loan Association,29070,
Pendleton,0,618375,29071,OR,Western Heritage Federal Savings and Loan Association,29071,175329
Wynne,0,953870,29072,AR,Wynne Banc FSB,29072,32093
Colorado Springs,0,617873,29073,CO,American Federal Savings and Loan Association of Colorado,29073,690631
Wichita,0,706973,29074,KS,Mid Kansas Federal Savings and Loan Association of Wichita,29074,761850
Hutchinson,0,769679,29075,KS,Salt City Federal Savings and Loan Association,29075,
Jackson,0,954372,29076,MS,"Unifirst Bank for Savings, FA",29076,738323
Lufkin,0,805175,29077,TX,Home Savings and Loan Association,29077,278460
Madison,0,707475,29078,WI,First Federal Savings Bank of Madison,29078,328478
Smithville,0,806770,29079,TX,"Community Bank of Central Texas, SSB",29079,33942
Austin,0,619970,29080,TX,First Federal Savings and Loan Association,29080,1013313
Okmulgee,0,620172,29081,OK,The Okmulgee Savings and Loan Association,29081,4914
Wichita,0,770974,29082,KS,Wichita Federal Savings and Loan Association,29082,244999
Kansas City,0,621777,29083,MO,"Home Savings Association of Kansas City, FA",29083,2944195
Cleveland,0,893770,29084,TN,Cherokee Valley Federal Savings Bank,29084,142536
Athens,0,807272,29085,TN,Athens Federal Community Bank National Association,29085,466162
Dayton,0,771476,29086,OH,First Federal Savings and Loan Association,29086,
Scottsdale,1,955977,29087,AZ,Southwest Heritage Bank,29087,915185
Clovis,0,622279,29088,NM,AccessBank,29088,352615
Newport,1,894272,29089,TN,Newport Federal Bank,29089,280207
Newark,1,623874,29090,OH,First Federal Savings and Loan Association,29090,294801
Dunellen,0,0,29091,NJ,Mid-Jersey Savings and Loan Association,29091,
Harlan,0,956479,29092,IA,Home Federal Savings and Loan Association of Harlan,29092,91411
Chillicothe,1,809379,29093,MO,Investors Community Bank,29093,102131
Perry,0,808877,29094,IA,Home Federal Savings and Loan Association of Perry,29094,
Colby,0,709572,29095,KS,Sunflower Savings Association,29095,
Clayton,0,811176,29096,MO,St Louis Federal Savings and Loan Association,29096,955426
Vancouver,0,810674,29097,WA,Community First Federal Savings,29097,386016
Portland,0,624376,29098,OR,Benj Franklin Federal Savings and Loan Association,29098,
Lampasas,0,626473,29099,TX,Keystone Savings and Loan Association,29099,27379
Mc Kee,1,1016718,291,KY,Jackson County Bank,291,170185
Girard,0,895877,29100,OH,Girard Federal Savings and Loan Association,29100,
Monroe,0,773573,29101,MI,"Peoples Savings Bank, FSB",29101,356516
Peoria,0,710877,29103,IL,United Savings of Central Illinois,29103,
Hickman,0,813273,29104,KY,Hickman Federal Savings and Loan Association,29104,
Pittsburgh,0,812771,29105,PA,Second Federal Savings and Loan Association,29105,
Conshohocken,0,896379,29106,PA,Freedom Valley Federal Savings and Loan Association,29106,
Deming,0,628570,29107,NM,Home Federal Savings Bank of New Mexico,29107,97233
Matteson,0,958576,29108,IL,Prairie Federal Savings and Loan Association Chicago Heights,29108,
Barrington,0,814878,29109,IL,First Federal Savings Bank of Barrington,29109,69736
Williamston,0,260176,29110,NC,"First Carolina Savings Bank, Inc.",29110,45892
Winnsboro,0,774075,29111,SC,Community Federal Savings Bank,29111,46085
Fayetteville,0,711379,29112,NC,Cross Creek Federal Savings and Loan Association,29112,
Griffin,0,815370,29113,GA,United Bank of Griffin,29113,116934
Clearwater,0,897974,29114,FL,Fortune Bank a Savings Bank,29114,2677032
Washington,0,629072,29115,DC,Interstate Federal Savings and Loan Association,29115,
Andalusia,0,775670,29116,AL,First Federal Savings and Loan Association,29116,38693
Louisville,0,630377,29117,KY,South East Federal Savings and Loan Association,29117,
Winnfield,0,898476,29118,LA,First Federal Savings and Loan Association,29118,54747
Dayton,0,959078,29119,OH,"Citizens Federal Bank, F.S.B., a Federal Savings Bank",29119,3085805
Greenfield,1,713476,29120,WI,"PyraMax Bank, FSB",29120,595181
Freeport,1,817477,29121,IL,Union Savings Bank,29121,183311
Brooklyn,0,776172,29122,NY,Nassau Federal Savings and Loan Association,29122,296815
Kansas City,0,816975,29123,MO,Swedish-American Savings and Loan Association,29123,
Marietta,0,900276,29124,GA,Marietta Federal Savings and Loan Association,29124,
Fort Myers,0,632474,29125,FL,Society First Federal Savings Bank,29125,1295800
Gallup,0,631972,29126,NM,Gallup Federal Savings Bank,29126,207952
Albuquerque,0,960373,29127,NM,"Abq Bank, A Federal Savings Bank",29127,2018703
Seminole,0,716075,29128,OK,First Federal Savings and Loan Association of Seminole,29128,24082
Waxahachie,0,961978,29129,TX,Waxahachie Federal Savings and Loan Association,29129,
Jennings,0,715573,29130,LA,Jennings Federal Savings and Loan Association,29130,54070
Rockwood,0,819574,29131,TN,Citizens Federal Savings Bank,29131,50694
Newtown,0,777777,29132,PA,3rd Fed Bank,29132,815554
Philadelphia,0,634571,29133,PA,Berean Bank,29133,49022
Dayton,0,962470,29134,OH,Gem Savings Association,29134,1112254
Van Wert,1,820879,29135,OH,First Federal Savings and Loan Association of Van Wert,29135,194684
Wilkes-Barre,0,636678,29136,PA,Franklin First Savings Bank,29136,1417322
Detroit Lakes,0,778279,29137,MN,Lakeland Federal Savings Bank,29137,79624
Willmar,0,821371,29138,MN,First Federal Savings and Loan Association of Willmar,29138,
Las Cruces,0,635073,29139,NM,Mutual Building and Loan Association FA,29139,84096
Fargo,1,637170,29140,ND,American Federal Bank,29140,764393
Wells,0,822976,29141,MN,Wells Federal Bank,29141,266528
Alexandria,0,901871,29142,MN,United Federal Savings and Loan Association of Alexandria,29142,
Springfield,1,717670,29143,MO,Arlo Bank,29143,228669
Cookeville,0,639277,29144,TN,Cookeville Federal Savings and Loan Association,29144,
Hollywood,0,638775,29145,CA,Pacific Federal Savings and Loan Association,29145,
New York City,0,902373,29146,NY,Bankers Federal Savings FSB,29146,639378
White Plains,1,823478,29147,NY,NorthEast Community Bank,29147,2019844
Irvington,0,0,29148,NJ,Supreme Savings and Loan Association of Irvington New Jersey,29148,
Nebraska City,0,964577,29149,NE,Midwest Federal Savings and Loan Association,29149,100063
Portland,0,977960,2915,OR,"First Interstate Bank of Oregon, National Association",2915,5621166
Rocky Ford,0,718172,29150,CO,Rocky Ford Federal Savings and Loan Association of Colorado,29150,21344
Salem,0,780076,29151,OR,American Federal Savings and Loan Association,29151,244141
Poughkeepsie,0,825575,29152,NY,First Federal Savings and Loan Association of Poughkeepsie,29152,
Schaumburg,0,640572,29153,IL,Damen National Bank,29153,207043
Hillsboro,0,826077,29154,TX,Hillsboro Federal Savings and Loan Association,29154,
Kilgore,0,965079,29155,TX,Kilgore Federal Savings and Loan Association,29155,3406689
Aurora,0,779874,29156,IL,"West Suburban Bank of Aurora, F.S.B.",29156,163166
Lansing,0,903978,29157,IL,First Federal Savings and Loan Association of Lansing,29157,
Saint Bernard,0,641074,29158,OH,"1ST Ohio Savings Bank, FSB",29158,40774
Cordele,0,827672,29159,GA,First Federal Savings and Loan Association of Crisp County,29159,
Portland,0,373861,2916,OR,United States National Bank of Oregon,2916,33074133
Cartersville,0,719777,29160,GA,Cartersville Federal Savings Bank of Georgia,29160,54822
Pittsburgh,0,643171,29161,PA,First Federal Savings and Loan Association of Pittsburgh,29161,3089704
Atlanta,0,642679,29162,GA,Security First Network Bank,29162,82035
Hartford,0,904470,29163,KY,Ohio County Federal Savings and Loan Association,29163,
Valdosta,1,828174,29164,GA,First Federal Savings and Loan Association of Valdosta,29164,277565
Hendersonville,0,966674,29165,NC,First Federal Savings Bank,29165,438475
Mesquite,0,782173,29166,TX,Mesquite Savings and Loan Association,29166,47028
Fort Collins,0,829779,29167,CO,Home Federal Savings Bank,29167,243715
Steamboat Springs,0,781671,29168,CO,Alpine Federal Savings and Loan Association,29168,52120
Philadelphia,0,645278,29169,PA,Continental Savings and Loan Association,29169,
Carteret,1,644776,29170,NJ,United Roosevelt Savings Bank,29170,383954
Port Washington,0,967176,29171,NY,First Federal Savings and Loan Association of Port Washington,29171,
Wakeeney,0,721574,29172,KS,First Federal Savings and Loan Association of Wakeeney,29172,27784
New Carlisle,1,646873,29173,OH,New Carlisle Federal Savings Bank,29173,329841
Fort Mitchell,0,722076,29174,KY,"Sunrise Bank for Savings, F.S.B.",29174,255927
Greenfield,0,0,29175,IN,The Greenfield Building and Loan Association,29175,
Jamestown,0,832078,29176,ND,First Federal Savings and Loan Association of Jamestown,29176,
Collierville,1,831576,29177,TN,BankTennessee,29177,615691
Little Falls,0,833673,29178,MN,Home Savings of America,29178,434111
Nevada,0,0,29179,IA,Nevada Federal Savings and Loan Association,29179,
Glasgow,0,647375,29180,KY,First Federal Savings and Loan Association,29180,
Aberdeen,0,783778,29181,SD,United Federal Savings and Loan Association,29181,92527
Windom,0,906577,29182,MN,UNited Federal Savings Bank,29182,161452
Mcallen,0,968771,29183,TX,Valley Federal Savings and Loan Association,29183,517092
Grand Forks,0,784270,29184,ND,First Federal Savings and Loan Association of Grand Forks and Minot,29184,245988
Mount Vernon,0,0,29185,WA,First Federal Savings and Loan Association,29185,
Lawrenceburg,1,834175,29186,TN,Lawrenceburg Federal Bank,29186,97445
Covington,0,907079,29187,TN,Tri-County Federal Savings Bank,29187,64604
Fond Du Lac,1,835770,29188,WI,Fox Valley Savings Bank,29188,383905
Clintonville,0,648970,29189,WI,Clintonville Federal Savings and Loan Association,29189,
Richland Center,0,969273,29190,WI,Richland Center Federal Savings and Loan Association,29190,54390
Lubbock,0,723671,29191,TX,First Federal Savings Bank of West Texas,29191,223669
Decorah,0,0,29192,IA,Northeast Iowa Savings and Loan Association,29192,
Warren,0,836272,29193,OH,Trumbull Savings and Loan Company,29193,472292
Rock Island,0,908674,29194,IL,Black Hawk Federal Savings and Loan Association,29194,71809
West Allis,0,724173,29195,WI,"Horizon Savings Bank, S.A.",29195,52483
Milwaukee,0,649472,29197,WI,"Badger Bank, S.S.B.",29197,264413
Toledo,0,651279,29198,OH,Peoples Savings Association,29198,374406
Glendale,0,786377,29199,CA,"Glendale Federal Bank, Federal Savings Bank",29199,18095396
Monticello,1,266945,292,KY,The Monticello Banking Company,292,1094102
Beverly Hills,0,650777,29200,CA,Perpetual Savings and Loan Association,29200,
Altadena,0,785875,29201,CA,Republic Federal Savings and Loan Association,29201,10192
Portland,0,838379,29202,OR,"Far West Federal Bank, S. B.",29202,2070002
Winter Park,0,909176,29203,FL,Park Federal Savings and Loan Association,29203,
Liberty,0,837877,29204,TX,Liberty County Federal Savings and Loan Association,29204,15017
Monett,0,970578,29205,MO,Monett Savings and Loan Association,29205,
Graham,1,839974,29206,TX,"Graham Savings and Loan, SSB",29206,156522
Las Vegas,0,653376,29207,NM,First Federal Savings and Loan Association,29207,55433
Dalhart,1,971070,29208,TX,"Dalhart Federal Savings & Loan Association, SSB",29208,125498
Dallas,1,652874,29209,TX,NexBank,29209,13442736
Garden City,0,654971,29210,NY,Reliance Federal Savings Bank,29210,2454711
Marengo,0,726270,29211,IL,Northern Federal Savings Bank,29211,230422
Colorado City,0,840176,29212,TX,First Western Savings and Loan Association,29212,83368
Owosso,0,0,29213,MI,First Federal Savings and Loan Association of Owosso,29213,
Terre Haute,0,725778,29214,IN,Home Federal Savings and Loan Association of Terre Haute,29214,
Vernon,0,788474,29215,TX,First Federal Savings and Loan Association,29215,
Sweetwater,0,655473,29216,TX,Homestate Savings Association,29216,
Hot Springs,0,787972,29217,AR,"Landmark Savings Bank, FSB",29217,101213
Massapequa,0,910471,29218,NY,South Shore Federal Savings and Loan Association,29218,
Dallas,0,973177,29219,TX,Commodore Savings Association,29219,499435
Breckenridge,0,972675,29220,TX,First Federal Savings and Loan Association,29220,16040
Denton,0,842273,29221,TX,First Federal Savings Bank of North Texas,29221,608151
